Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
CV.KARYA SEJATI,"
                                    PREMIUM GOLD
                                ",Plastik,"
              CV.KARYA SEJATI bergerak di bidang suplier kebutuhan industri seperti Straping Band , Pallet Plastik , Lid cup , dll. Saat ini industri banyak memerlukan straping band dan pallet plastik bekas, karena pallet kayu sulit dicari , alternatif lain adalah menggunakan pallet plastik yang lebih kuat dan praktis.Kami juga menyedia produk-produk lain seperti Stationery Tape, Sofa Arab, Pure Lemon dan Paket Tour and Travel Umroh.Untuk Info dan Pemesanan anda bisa sewaktu waktu menghubungi kami pada :ASEP : 0813-3635-5399            ","
              Jl. Wr.Soepratman kav 42 Simongan            ",Semarang,Jawa Tengah,+62 813-3635-5399,None,None
CV. KIRANA TIGA BINTANG ,"
                                    ANGGOTA BASIC
                                ",Plastik,"
CV.KIRANA TIGA BINTANG
Kami perusahaan pembuat compound special additive dan masterbatches pewarna untuk aplikasi industri plastik dan pabrik plastik, polimer, elastomer, karet, pvc, pp, pe, ldpe, hdpe, pet, pc, nylon, abs, industri sablon, kosmetik dll.
Phone: 08567288845 dan 0817383426 
e-mail: cvkiranatigabintang@gmail.com
WhatsApp dan Telegram: 081328854445
Product yang kami jual: - Masterbatches of colour PEWARNA PLASTIK - Pembening plastik - Pemutih plastik dan Optical Brightening Agent (MB Brighteners)- Pengalot plastik - Pengkaku plastik- Pengkilap plastik/ Super glossy - Pencerah plastik anti kusam dan efek bluish - Recycle stabilizer, Thermal atau Heat Stabilizer - Metallic Stearate (Calcium Stearate, Zinc Stearate, Magnesium Stearate, Sodium Stearate dll)- Chemicals Additive untuk plastik wrapp film atau stretch film - Chemicals Additive untuk plastik OPP, BOPP, CPP film - Chemicals Additive untuk plastik XLPE Crosslinked PE - Anti oxidant (Anti yellowing) - Antiblock dan slip agent (SPECIALTY ANTIBLOCK dan SLIP AGENT) - Anti Static Anti Lengket untuk plastik - Anti lembab atau anti mata ikan ( fish gels) - Anti UV (UV Stabilizer)- Coupling Agent dan Crosslinking Agent  - Titanium dioxide (pigment putih) - MB Black glossy ( PENGKILAP PLASTIK) - Flame retardant ( harga ter competitive di Indonesia) - Glossy atau Pengkilap additive- Anti lengket untuk proses pembuatan plastik- Tensile strength improver, elongation improver dll. Semua untuk aplikasi plastik OPP, PP, PE, LDPE, HDPE, ABS, HIPS, PET, PC, AKRYLIC, NYLON dll Additive untuk Oil Thickener (Pengental oli), kami menyediakan bahan special OLEFIN COPOLYMER atau OCP Additives untuk karet, yaitu: Plasticizer Oil, Anti Oxidant, Accelerator, Activator, Carbon Black, Titanium Dioxide, Polibutene/Poliisobutylene dll. Produk Resin atau Raw Material Plastik:PP Glass fiber, thermoplastic polyurethane TPU, POE, MPE , TPE Thermoplastic Elastomers, TPR RESIN, RESIN SBS, SBC, SIBS, SEBS, K-RESIN dll.Ex buatan Germany, Japan, Korea dll.We are energizing additivesWhatsApp dan Telegram: 081328854445
PLASTIC ADDITIVES
• MB Anti Static• MB Anti Oxidant• MB Anti Block (and Slip Agent)• MB Anti UV (Anti Ultra Violete)• MB Brightener (MB Optical Brightening Agent)• MB Clear Agent (MB Clarifying Agent)• MB Cling Agent (for Stretch Wrapp Film)• MB Flame Retardant• MB Elongation Improver• MB Glossy Agent• MB Impact Modifier• MB Moisture Absorber• MB Parfume Plastic• MB Stiff Agent• MB Tensile Strength Improver• Anti Oxidant (Phenolic based, Phosphite based, BHT)• Blowing (Foaming Agent)• Coupling Agent for Polymers and Plastic• Crosslinking Agent for Polymers and Plastic• Engineering Plastic Raw Material (TPU, TPE, PP GF, EVA Copolymer, mPE dll)• One Pack Additives for Plastic Applications• Matting Agent (Doff)• Metallic Stearates (Calsium Stearate, Zinc Stearate, Magnesium Stearate, Aluminium Stearate, Sodium Stearate, Ethylene Bis Stearamide (EBS), Distillated Glycerol Mono Stearate (GMS) dll)• Pigment Powder (Organic based, Flourescent, Iron Oxide dll)• Titanium Dioxide Ex Germany, Ex USA• Waxes and Specialty Lubricant
Special product: ERUCAMIDE dan OLEAMIDE
Contact Mobile Phone 081328854445. 0817383426. 08567288845 ","
              Jln Gerilya Barat  Gang IV  Rt7 Rw1 no.173Kelurahan Tanjung Purwokerto SelatanKota Purwokerto Jawa Tengah Banyumas            ",PURWOKERTO,Jawa Tengah,+62 813-2885-4445,None,None
Selatan Jaya Plastik Surabaya,"
                                    PREMIUM GOLD
                                ",Plastik,"
Selatan Jaya Merupakan Distributor Plastik Di Surabaya, Kami jual harga grosir produk Barang Plastik, Barang Perlengkapan Makan minum, Perlengkapan Mandi, Perlengkapan masak Dapur, alat kebersihan, Perlengkapan Rumah Tangga, Produk Pecah Belah Dll. 
Hubungi Kami : 
SELATAN JAYA PLASTIK 
0313520648 / 0313542351 / 081331351580
Songoyudan 31b, Surabaya Surabaya Jawa Timur , Indonesia

Produk Melamin, Stainless Steel, Alumunium, Merk Pabrik Napolly, Tms, Ag, Ks, Kaisha, Ikimura, Maspion, Lion Star, Calista, Olympia, Produk China, Dll
 
Kategori Produk Yang Kami Jual
 
Perlengkapan Ruang Tamu:
Kursi Plastik, Meja, Lemari, Keset, Karpet, Sapu, Pel Gagang, Sekrop Plastik, Asbak Melamin.
 
Perlengkapan Di Ruang Makan:
Keranjang Plastik Industri Krat, Sendok, Garpu, Piring, Mangkok, Toples Plastik, Mug, Gelas, Cangkir, Teko, Ceret, Lunch Box, Tempat Sendok, Tempat Sambal, Tutup Sayur Segi, Tutup Sayur Bulat, Jumbo Tras, Eskan, Thermos, Rantang, Wakul, Ompreng, Sealware, Water Jug, Baki, Rantang Catering.
 
Perlengkapan Dapur:
Wajan Alumunium, Kompor Hock, Panci, Kuali, Priuk, Pisau , Rice Cooker, Mixer, Magic Com, Blender, Magic Jar, Rice Bucket, Tudung Saji, Tempat Nasi, Dandang, Oven, Serbet, Industri Krat, Rak Piring, Tampa, Nampan, Niru, Baki, Erus, Eros, Entong, Sutil, Kitchen Set, Panggangan, Sumbu Kompor, Pressure Cooker
 
Perlengkapan Kamar Mandi:
Tempat Sabun, Bak Bayi, Ember, Timba, Baskom, Waskom, Tong Air, Gayung, Kaca Pretty, Gentong, Jirigen.
 
Perlengkapan Kamar:
Gantungan Baju, Hanger, Jepit Baju.
 
Perlengkapan Rumah Tangga:
Keranjang Pakaian, Rak Sepatu, Keranjang Sampah, Pot Bunga, Kursi Taman, Kursi Anak, Kursi Makan, Kursi Bakso, Celengan, Tikar, Kemucing, Container, Bola, Big Boxer, Saringan, Tandon.
 
  ","
              surabaya            ",surabaya,Jawa Timur,+62 813-3135-1580,None,None
SINAR SURYA TIMUR - SURABAYA,"
                                    PREMIUM GOLD
                                ",Plastik,"
SINAR SURYA TIMUR SURABAYA merupakan Perusahaan yang menyediakan Produk-Produk berupa : Karung Plastik , Karung Waring atau Karung Bawang , Terpal Plastik , Paranet , Waring Hitam , Polynet , Kassa , Plastik Mulsa Hitam Perak , Karung Laminasi Full Colour , Karung Transparan , Dll.Kami menerima pembuatan Printing dan Sablon , Karung Laminating Full Colour atau Rotogravure dan Process Metalizing untuk Karung Plastik yang sesuai dengan permintaan.-----
Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing
• Phone : 0852-3175-5782 (CALL/WA) atau 0878-8277-9570 (Faesal Hamdan).
• e-Mail : faesal_sst@yahoo.co.id
• Website : www.karungterpal.com
 ","
              KANTOR PUSAT (SURABAYA)📍 Jln. Karet No. 75 Kav 2 (Samping Depot Hongkong), Bongkaran, Pabean Cantikan, SurabayaPHONE / WHATSAPP☎️ 0852-3175-5782 / 0878-8277-9570—            ",Surabaya,Jawa Timur,+62 852-3175-5782,+62 878-8277-9570,None
CV. Karya Sejati,"
                                    PREMIUM GOLD
                                ",Plastik,"
              Dengan hormat, Bersama ini kami Cv. Karya Sejati yg berdomisili di Surabaya Jawa Timur, bergerak di bidang penyediaan General Suplier Pabrik seperti spare parts, peralatan tehnik, plate besi pipa besi dan \ pallet plastik, baru and bekas . Straping Band. Serta Freight Forwarding , dokument export import angkutan dalam PETI KEMAS / KONTAINER. Demikian penawaran ini kami sampaikan. Atas perhatian dan hp 081336355399 atau email karyasejati@live.comkerjasamanya kami mengucapkan terimakasih. Hormat Kami. Asep.            ","
              jl.taman pondok jati df 17Sepanjang - Sidoarjo081336355399            ",surabaya,Jawa Timur,+62 813-3635-5399,None,None
CV Sunday Prima Packindo,"
                                    PREMIUM GOLD
                                ",Plastik,"
CV Sunday Prima Packindo kami adalah Suplier packaging dan kemasan untuk kebutuhan Cafe, Resto dan bakery di Jawa Timur, dengan dukungan beberapa perusahaan handal dan ternama kami berusaha memerikan produk produk dan service standar nasional, foodgrade, service dan harga yang terbaik dan harapan kerjasama mutual jangka panjang. konsultasikan kebutuhan packaging dan branding anda dengan kami sesuai dengan produk anda, dan kami adalah solusi. Dan kepercayaan anda kami harapkan bisa jangka panjang bermitra dengan kami Packaging dan Branding merupakan faktor penting suksesnya penjualan produk anda. karna hal tersebut yang membawa produk anda untuk kemudian dilihat secara visual oleh calon pembeli sehingga memutuskan untuk membeli. 
 ","
              Istana Mentari Blok E1 No 33 Cemengkalang, Sidoarjo kota            ",Sidoarjo,Jawa Timur,+62 821-4010-5588,None,None
JATIM SABLON,"
                                    PREMIUM GOLD
                                ",Plastik,"
 
Selamat Datang di Website JATIM SABLON. Kami merupakan perusahaan yang bergerak dalam industri Gelas Plastik, Gelas Kertas, Gelas Plastik PP, Sendok Plastik, Kertas Nasi, Kotak Makan Custom. Kami berada di Kawasan Jombang Jawa Timur.
Kami berkomitmen terhadap kualitas, waktu dan pelayanan terbaik kepada pelanggan karena tujuan kami adalah kerja sama jangka panjang yang saling menguntungkan. ","
              JL. Anggrek no.4 RT/RW 2/1 Dsn. Mojoduwur Selatan Ds. Mojoduwur Kec. Mojowarno            ",Jombang,Jawa Timur,+62 816-5489-620,None,None
SIDAKERTA PLASTIK PRINTING,"
                                    PREMIUM GOLD
                                ",Plastik,"
SIDAKERTA PLASTIK PRINTING TEMPAT SABLON PLASTIK MURAH JAKARTA MENJAWAB SEMUA KEBUTUHAN KANTONG PLASTIK. Hubungi Pak HENDRY; 085285750955/08153567506 BBM: D356A480.watshap:085285750955/08153567506.
 .
Kami bergerak dalam bidang jasa: shoping bag, cetak kantong plastik, plastik softhandle printing, plastik tempat cetak kantong plastik, plastik polybag, plastik kresek, plastik HD, dan plastik PE,Plastik opp,plastik HDPE,Plastik PP,Plastik LDPE,Plastik oxium.
 
kami menyediakan berbagai plastik berbagai ukuran dan berbagai warna, cocok untuk tas promosi, tas pameran, tas belanja di toko maupun di perusahaan anda tentunya, barang bermutu bekualitas internasional, harga terjangkau, kami juga menerima partai kecil dan partai besar, perusahaan kami juga menerima cetak plastik dan spunbond partai kecil dan partai besar..... 
 
perusahaan kami bergerak di bidang printing plastik sablon plastik kemasan berlogo dan produksi pp polos ( non printing) 
 
kami siap melayani orderan dengan minimal order yang terjangkau sampai besar dengan harga yang murah dan kualitas yang terbaik. untuk ukm atau home industri tidak usah merasa sungkan untuk hub kami. kami akan mambantu anda untuk menciptakan packaging yang bagus dan mempromosikan product anda kami juga melayani design gambar jasa yang kami sediakan adalah, design gambar, design logo, job order, bisa membuat dari ukuran kecil sampai besar, quantity kecil-besar.
 
 
JENIS BAHAN PLASTIK ; HD PE PP OPP LLDPE oxium degradabel 
JENIS & MODEL PLASTIK ; HD SINGLET HD SOFHANDLE HD OVAL PE SINGLET PE SOFTHANDLE PE OVAL 
JENIS & MODEL PLASTIK ; HD SINGLET / KRESEK 
 
COCOK UNTUK SUPERMARKET, ALFAMART, INDOMARET, RESTAURAN, SUPERINDO, APOTIK, TOKO BAJU , DLL 
 
JENIS & MODEL PLASTIK HD PLONG OVAL , SOFTHANDLE COCOK UNTUK TOKO DISTRO, TOKO BAJU , TOKO HP , SUPERMARKET , DLL 
JENIS & MODEL PLASTIK PP POLOS / TRANSPARAN COCOK UNTUK PACKING BAJU , , MAKANAN , SAYURAN , LAUNDRY , DLL 
JENIS & MODEL PLASTIK OPP COCOK UNTUK BUNGKUS ROTI / BAKERY, UNDANGAN , PACKING BAJU KEMEJA , PACKING CELANA JEANS , DLL 
 
MACAM - MACAM KANTONG SPUNBOND READY STOCK ; 
1. model pegangan plong ; uk; 20x24 uk; 25x35 uk; 30x40 
2. model pegangan talipres pakai lipat samping ready stock ; uk; 25x35 uk; 30x40 uk; 38x45 uk; 45x55 
 
 

Kami brkerja dengan hati-hati dan penuh tanggung jawab. kami tidak mau planggan kami sampai kecwa. kepuasan anda adalah kebahagian kami. ","
              JL.NN rawa keramat.NO.10.RT04/RW04.cengkareng jakarta-barat            ",cengkareng jakarta barat,DKI Jakarta,+62 852-8575-0955,+62 815-3567-506,None
Duta Plastik Printing,"
                                    PREMIUM GOLD
                                ",Plastik,"
Selamat datang di www.dutaplastikprinting.com
DUTA PLASTIK PRINTINGMUHAMMAD SUYATNO
Alamat : Jl.NN.Rawa Kramat, Rt04/04 no 10 cengkareng barat - jakarta barat NO.HP : 081316888892, 087888775592 , 085711400392 WA     : 081316888892, 087888775592 Email   : dutaplastik123@ gmail.comKami bergerak di dalam bidang jasa :· shopping bag· cetak kantong plastik· plastik softhandle· printing plastik· tempat cetak kantong plastik· plastik polybag· plastik kresek· plastik HD· plastik PE· plastik OPP· plastik PP· plastik laundry· plastik promosikami menyediakan berbagai plastik berbagai ukuran dan berbagai warna, cocok untuk tas promosi, tas pameran, tas belanja di toko maupun di perusahaan anda tentunya, barang bermutu bekualitas internasional, harga terjangkau, kami juga menerima partai kecil dan partai besar, perusahaan kami juga menerima cetak plastik dan spunbond partai kecil dan partai besar. perusahaan ini bergerak di bidang printing plastik dan produksi pp polos ( non printing) atau biasanya di sebut sablon plastik.Perusahaan Kami Berdiri sejak tahun 2006. Kami siap melayani orderan dengan minimal order yang terjangkau sampai besar dengan harga yang murah dan kualitas yang terbaik. untuk ukm atau home industri tidak usah merasa sungkan untuk hub kami. kami akan mambantu anda untuk menciptakan packaging yang bagus dan mempromosikan product anda kami juga melayani design gambar jasa yang kami sediakan adalah, design gambar, design logo, job order, bisa membuat dari ukuran kecil sampai besar, quantity kecil-besar.Jenis Bahan Plastik   : HD PE PP OPP LLDPE oxium degradabelJenis & Model Plastik : HD Singlet, HD Softhandle, HD Oval, PE SingletCocok untuk Supermarket, Alfamart, Indomart, Retaurant, Superindo, Apotek, Toko Baju.Macam – macam kantong Spundbond Ready Stock :1. Model Pegangan Plong : ukuran 20 x 24, ukuran 25 x 35, ukuran 30 x 402. Model Pegangan Talipres pakai lipat samping : ukuran 25x35, ukuran 30x40, ukuran 38 x 45, ukuran 45 x 55.Cetak plastik printing, plastik sablon, plastik print shoping bags, plastik boutique, plastik promosi, plastik kebutuhan kantor, plastik shoping bags, plastik gudang, plastik super, plastik polibag, plastik tanaman, plastik pupuk, plastik beras, plastik kripik, plastik corr bangunan, plastik onderdil mobil, plastik toko baju, plastik kebutuhan rumah saki,t plastik kebutuhan akupuntur, plastik bungkus pakan burung, plastik bungkus sayuran organik kualitas unggul, dll. ","
              Jl. NN rawa kramat rt 04/04 no. 10 cengkareng barat - cengkareng , jakarta barat            ",Jakarta Barat,DKI Jakarta,+62 813-1688-8892,None,None
"PT Mega Promosindo Telp : 081316710440, 021-88950650 ","
                                    PREMIUM GOLD
                                ",Plastik,"
Mega Promosindo adalah group dari mega makmur sentosa perusahaan yang bergerak di bidang trading Percetakan, barang Promosi , Percetakan souvenir atau merchandise Seperti: Mug, Jam, Payung, USB Flash Disk, Power Bank, Pin, ID Card, Tas, Godie Bag, Topi, Kaos, Polo T-Shirt, Buku Agenda, Kalender dan masih banyak lagi produk lainya. Barang kami merupakan produk lokal dan impor yang memiliki keunikan tersendiri Mega Promosindo berdiri sejak tahun 2000 sehingga memiliki pengalaman yang cukup di bidang ini, dengan demikian kami dapat mensuplai barang-barang tepat waktu dengan harga bersaiang dan kualitas yang dapat diandalkan dengan dibantu tenaga kerja yang berpengalaman dan didukung mesin cetak yang cukup modern. Selain Percetakan perusahaan ini bergerak di bidang: Pabrik Kaos, Pabrik Jaket, Pabrik Topi, Pabrik Baju Olahraga, Pabrik Jeans, Pabrik Kaos Polo, Pabrik Polo Shirt, Konveksi Kaos, Konveksi Kaos Polo-Polo Shirt, Konveksi Jaket, Konveksi Celana, Konveksi Seragam ( uniform) , Konveksi Garment, Konveksi Jeans, Garment Seragam, Garment Kemeja, Garment Jaket, Garment Promosi Mengerjakan produksi untuk beraneka jenis pakaian di pabrik/ konveksi sendiri seperti: Seragam : Pakaian Seragam Kerja, Seragam Promosi, Seragam Karyawan, Pakaian Safety, Seragam Kantor, Seragam Lapangan, Seragam Cleaning Service, Seragam Security/ Satpam Pabrik, Pakaian Seragam Teknisi Pabrik, Baju Team Olahraga, Seragam Pemda ( PNS) , Seragam SPBU, Seragam Operator Pabrik, Kemeja: Kemeja Promosi, Kemeja Safety, Kemeja Formal, Kemeja kualitas Garmen, Kemeja F1, Kemeja Kantor, Kemeja Lapangan, Kemeja Reflector, Kemeja Tropical, Kemeja High Twist, Kemeja Safari, Kemeja PDH, Kemeja PDL, Kemeja Otomotif, Kemeja Pabrik, Polo Shirt: Polo Shirt Promosi, Polo Shirt Souvenir, Polo Shirt Golf, Polo Shirt Pique, Polo Shirt Merchandise, Polo Shirt kualitas Ekspor ( Export) , Polo Shirt Seragam, Polo Shirt kualitas Garmen, Polo Shirt Eksklusif, Polo Shirt Pabrik Jaket: Jaket Promosi, Jaket Semi Jas, Jacket Formal, Jaket Safety, Jaket Club, Jaket Casual, Jaket Olahraga, Jaket Polo, Jaket Balap, Jaket kualitas Ekspor ( Export) , Jaket Reflector ( Jaket tambang) , Jaket Loreng, Jaket Pabrik, Jaket Kerja, Jaket Lapangan, Jaket Double side, Jaket Micro Fibre, Jaket Parasit, Jaket Taslan, Jacket Waterproof, Jaket Cold Storage, Jaket fleece, Jacket sport, Jaket Training, Jaket Kontingen, Jaket Atlet, Jaket Almamater, Jaket Mahasiswa, Jaket Canvas, Jaket Kantor, Topi: Topi Promosi, Topi Souvenir, Topi Rimba, Topi Golf, Topi Eksklusif, Topi Pekerja Pabrik, Topi Instansi, Topi Laken Wol, Topi Canvas, Topi Raphel, Kaos T-Shirt: Kaos Oblong, Kaos Polo, Kaos Krah ( Wangki) , Kaos kualitas garmen, Kaos Katun ( cotton) , Kaos Pilkada, Kaos Promosi, Kaos Kampanye, Kaos Sablon, Konveksi Kaos Merchandise, Kaos Formula 1, Kaos olahraga, Kaos Souvenir, Pabrik Kaos murah, Kaos Loreng ABRI, Pabrik Kaos katun Carded, Konveksi Kaos T-Shirt Polos, Pabrik Kaos Bola, T Shirt Promosi, Pabrik Kaos Promo, Kaos Pabrik, Kaos Seragam, Kaos Seluler, Kaos Pariwisata, Kaos Komunitas, Kaos Order, Pesan Kaos, Produksi Kaos, Kaos Family Gathering, Pabrik Kaos PE, Kaos Hyget, Kaos Full Print, Kaos body fit, Kaos Pameran, Kaos Rohani, Kaos Kelas, Pabrik Kaos Bandung, Konveksi Kaos Wanita, Kaos Spandex, dsb. Celana Kerja, Celana PDL, Celana Formal, Celana Pabrik Rompi Promosi, Rompi Order, Tas Promosi, Konveksi Tas Seminar, Konveksi Tas Travel, Tas Pinggang, Baju Pabrik, Baju Wisuda, Baju Keki, Baju Safari, PDH ( Pakaian Dinas Harian) , PDL ( Pakaian Dinas Lapangan) , Konveksi Celana Jeans, Konveksi Kemeja Jeans, Konveksi Jaket Jeans, Pabrik Jeans, dsb, Dengan atribut sablon dan bordir komputer. Untuk kebutuhan Order Perusahaan, Rumah Sakit, Militer, Perusahaan Pertambangan ( Mining) , Team Olahraga, Garment, Pabrik- Pabrik, Perusahaan Produsen, Kantor, Dinas, dll. Sales Marketing : 081316710440 WA :08176454000 E-mail : sales@megapromosindo.com ","
              Kemayoran Jakarta Pusat            ",Jakarta Pusat,DKI Jakarta,+62 813-1671-0440,None,None
