Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
Guna Energy,"
                                    PREMIUM GOLD
                                ",Spanduk,"
              Kami merupakan perusahaan yang bergerak dalam bidang jual beli mesin Boiler, Boiler modification, fabrication dan alat - alat tekhnik, engineering, pemesanan tungku, dll. Ada berbagai sektor Industri yang membutuhkan energi panas memanfaatkan boiler. Diantaranya Industri makanan dan minuman, kelapa sawit, farmasi, karet, gula, kimia dan petrokimia, kertas dan pulp, pelayanan kesehatan seperti rumah sakit, klinik, hingga sektor pariwisata seperti penggunaan boiler dalam proses laundry dihotel dan lain sebagainya.Industri manufaktur merupakan tulang punggung bagi pertumbuhan ekonomi nasional dan Boiler merupakan elemen penting bagi proses Industri & Manufaktur. Peran boiler yang penting ini mendorong terciptanya kebutuhan akan pasokan komponen dan aksesoris, dukungan teknis, hingga produk boiler yang lengkap. Oleh karena itu, Kami CV.Guna Energy hadir untuk memenuhi berbagai macam keperluan yang dibutuhkan untuk menunjang kegiatan Industri di Indonesia.CV. Guna Energy melayani jual & beli produk Boiler, Thermal Oil Heater, Service Boiler, Sparepart Boiler, Burner, Blower, Tungku (Furnace), Ducting, Cyclone (dust collector), Ekonomiser, Chimney (Cerobong), kami juga menyediakan jasa instalansinya. Telah melayani dibidang mesin Industri sejak 2017 ke seluruh wilayah Indonesia seperti: Medan, Lampung, Curug, Purwokerto, Madiun, Surabaya, Probolinggo, Bali, dan kota-kota lainnya.Kami melayani pemesanan Steam Boiler untuk berbagai Industri seperti : Pabrik Tempe/Tahu, Pabrik Kecap, Pabrik Texstile, Pabrik Kayu/Triplek, Pabrik Mie, Pabrik Kerupuk Mentah, Pabrik Tepung Terigu, Laundry Hotel, dll.Percayakan Kebutuhan Boiler Anda kepada Kami. Kepuasan Anda prioritas Kami.            ","
              Jl. Iskandar Muda No.1 (sebrang Gg. Isabela)RT/RW : 001/001 Kel. Kedaung Baru Kec. Neglasari Tangerang Banten 021 - 557 88 657082310866908 / 081317928399 / 087888932999            ",Tangerang Banten,Banten,087888932999,+81 3-1792-8399,082310866908
Cetak Continuous Form Kertas Roll Thermal | 081316710440,"
                                    PREMIUM GOLD
                                ",Spanduk,"
Global Sentra Utama adalah perusahaan percetakan & Security Printing yang melayani jasa percetakan seperti : Continuous Form, Roll Paper, Slip Gaji, Bill Of Lading, Faktur Pajak Standart, Billing Telepon, Faktur Pajak Sederhana, Kupon, Faktur Penjualan, Airway Bill, Tagihan, Kwitansi, Bill Forms, Surat Jalan, Rekening Koran, Billing Restoran, Computer Envelope Forms, Stiker, Ijasah, Buku, sertifikat, Hologram Etc Ø Roll Paper Product : • Telstruk, Roll Parkir, Roll Atm, Roll EDC, Roll Fax, Etc Kertas Kasir, Kertas Thermal, Kertas Struk, Kertas Roll, Cashier Paper, Kertas Fax, Label Thermal Stiker, Stiker Label, Kertas Roll 1ply, Kertas Roll 2ply, Kertas Roll 3ply, Cetak Kertas Kasir, Kertas Termal Kertas Kasir Thermal, Thermal Paper Ukuran 57 mm ( lebar) X 50 mm ( diameter) Ukuran 80 mm ( lebar) X 80 mm ( diameter) Ukuran 80 mm ( lebar) X 140 mm ( diameter) Ukuran 110 mm ( lebar) X 30 mm ( diameter) Dan Lain-Lain Ukuran Continuous Form standard dengan satuan ukuran Inch : * 9 1/ 2"" x 11"" * 14 7/ 8"" x 11"" * 9 1/ 2 x 11/ 2 Jenis Kertas Continuous form berdasarkan bahan kertas : * Kerta HVS * Kertas NCR Jumlah Rangkap : * 1 ply sampai dengan 10 play Ukuran Kertas Continuos Form dapat juga disediakan dengan ukuran lain : * 9 1/ 2 x 12 * 9 1/ 2 x 13 ( Folio) * 9 1/ 2 X 11 Double Pin ( satu lembar terbagi 4) * 9 1/ 2 x 11/ 2 Kami didukung oleh tenaga kerja yang profesional dan alat-alat yang canggih, sehingga mampu memberi pelayanan yang terbaik dalam harga, waktu, dan kualitas. Hubungi sales kami : Telp : 081316710440 / WA 08176454000 : Office : 021-88950650 Email : sales@megamakmur.com www.megamakmur.com ","
              sales@megamakmur.com |
Industrial Town Cikarang | Pin BBM : 767D68D5 | WA : 081316710440 / 08176454000
            ",Bekasi,Jawa Barat,+62 813-1671-0440,None,None
TATOISO Creative Product,"
                                    PREMIUM GOLD
                                ",Spanduk,"
TATOISO Creative Product adalah sebuah usaha yang bergerak dalam bidang pembuatan produk-produk keperluan promosi, kampanye, aksesoris kantor dan souvenir. Pada awal berdirinya produk-produk kami terbatas pada Gantungan Kunci Karet dan Gantungan Kunci Akrilik. Namun dewasa ini usaha kami telah berkembang ke berbagai jenis produk. Perkembangan usaha kami tidak lepas dari meningkatnya kepercayaan para customer. Kepercayaan dari customer dapat selalu terjaga karena kami selalu berusaha untuk memberikan yang terbaik bagi mereka. Kami selalu memberikan kualitas produk yang bagus dan dengan komitmen waktu pengiriman yang terjaga. Dan yang tidak kalah penting kami selalu dapat memberikan penawaran harga yang lebih kompetitif. Satu hal yang selalu kami terapkan dalam konsep bisnis kami adalah kerjasama jangka panjang yang saling menguntungkan.Berikut ini adalah contoh produk-produk kami:1. Produk gantungan kunci ( karet, model pin 2 sisi, model pin 2 sisi, model bukaan tutup bukaan tutup botol dan akrilik)2. PIN ( Bros, PIN resin almunium dan PIN kuningan / stainless )3. Gelang karet berlogo4. Gantungan handphone berlogo5. Topi6. Kaos7. Label karet8. Sticker9. Mug10. Payung11. Jam dinding12. Plastik Shopping Bag13. Paper bag14. Souvenir pernikahan / khitanan, dan masih banyak lagi.Semua produk tersebut di atas dapat mengikuti desain dari customer ( customized design) . Penjelasan detail masing-masing produk tersebut dapat Anda lihat pada bagian "" Penawaran Dagang"" .Kami juga menerima pesanan produk keperluan promosi yang idenya 100% baru dari customer. Kami dapat mempelajari feasibility pembuatannya. Secara umum produk-produk kami cocok untuk:1. Media iklan produk2. Sarana kampanye ( campaign), baik itu PILKADA, Capres, Cawapres ataupun LSM3. Memeriahkan suatu event4. Memberikan identitas pada suatu organisasi5. Memenuhi kebutuhan aksesoris instansi / kantor6. Memenuhi kebutuhan souvenir pernikahan / kithananAnda tertarik dengan produk-produk kami? Silakan jangan merasa sungkan untuk menghubungi kami di telepon 0821.2020.6999 / 0817.025.0817, atau melalaui email di tatoiso@ gmail.com.Anda akan kami layani dengan baik. Dan kita dapat menjalin kerjasama jangka panjang yang saling menguntungkan.Contact Person:SutartoPhone: 022-662.5588HP: 0821.2020.6999 / 0817.025.0817Email: tatoiso@gmail.comFacebook: tatoiso@gmail.comAddress: Perum. Tani Mulya Indah Jl. Botani 2 No. 14 ( RT 09/ 15) Ngamprah, Kab. Bandung Barat, Jawa Barat, Indonesia ","
              Perum. Tani Mulya Indah, Jl. Botani II No. 14 RT 9 RW 15 Kec. Ngamprah            ",Kab. Bandung Barat,Jawa Barat,+62 821-2020-6999,None,None
cv.pariwara satu sae,"
                                    PREMIUM GOLD
                                ",Spanduk,"
CV. Pariwara Satu Sae merupakan Perusahaan yang bergerak di Bidang Media Promosi Periklanan Outdoor maupun Indoor, serta Jasa Branding dan Promosi lainnya.Produk-produk yang kami sediakan antara lain :• Neon Sign + Travo• Lampu LED Samsung + Travo• Huruf Timbul Galvanil, Stainless Steel, Akrilik, Kuningan• Billboard / Papan Nama• Neon Box akrilik / Backlite• Stiker Cutting Scothlite• Stiker Cutting OracalKami didukung oleh tenaga-tenaga Profesional dan Berpengalaman dibidangnya. Kami selalu siap untuk melayani dan memberikan Solusi Marketing Promosi yang terbaik untuk Anda.Telp. 0341-345092 atau HP / WA 08123394055 ","
              • Head Office : Jln. Bareng Raya 2F No. 466 Malang, Jawa Timur, Indonesia.• Phone : 0812-339-4055 (Call or WhatsApp)            ",MALANG,Jawa Timur,+62 812-3394-055,None,None
Selatan Jaya Plastik Surabaya,"
                                    PREMIUM GOLD
                                ",Spanduk,"
Selatan Jaya Merupakan Distributor Plastik Di Surabaya, Kami jual harga grosir produk Barang Plastik, Barang Perlengkapan Makan minum, Perlengkapan Mandi, Perlengkapan masak Dapur, alat kebersihan, Perlengkapan Rumah Tangga, Produk Pecah Belah Dll. 
Hubungi Kami : 
SELATAN JAYA PLASTIK 
0313520648 / 0313542351 / 081331351580
Songoyudan 31b, Surabaya Surabaya Jawa Timur , Indonesia

Produk Melamin, Stainless Steel, Alumunium, Merk Pabrik Napolly, Tms, Ag, Ks, Kaisha, Ikimura, Maspion, Lion Star, Calista, Olympia, Produk China, Dll
 
Kategori Produk Yang Kami Jual
 
Perlengkapan Ruang Tamu:
Kursi Plastik, Meja, Lemari, Keset, Karpet, Sapu, Pel Gagang, Sekrop Plastik, Asbak Melamin.
 
Perlengkapan Di Ruang Makan:
Keranjang Plastik Industri Krat, Sendok, Garpu, Piring, Mangkok, Toples Plastik, Mug, Gelas, Cangkir, Teko, Ceret, Lunch Box, Tempat Sendok, Tempat Sambal, Tutup Sayur Segi, Tutup Sayur Bulat, Jumbo Tras, Eskan, Thermos, Rantang, Wakul, Ompreng, Sealware, Water Jug, Baki, Rantang Catering.
 
Perlengkapan Dapur:
Wajan Alumunium, Kompor Hock, Panci, Kuali, Priuk, Pisau , Rice Cooker, Mixer, Magic Com, Blender, Magic Jar, Rice Bucket, Tudung Saji, Tempat Nasi, Dandang, Oven, Serbet, Industri Krat, Rak Piring, Tampa, Nampan, Niru, Baki, Erus, Eros, Entong, Sutil, Kitchen Set, Panggangan, Sumbu Kompor, Pressure Cooker
 
Perlengkapan Kamar Mandi:
Tempat Sabun, Bak Bayi, Ember, Timba, Baskom, Waskom, Tong Air, Gayung, Kaca Pretty, Gentong, Jirigen.
 
Perlengkapan Kamar:
Gantungan Baju, Hanger, Jepit Baju.
 
Perlengkapan Rumah Tangga:
Keranjang Pakaian, Rak Sepatu, Keranjang Sampah, Pot Bunga, Kursi Taman, Kursi Anak, Kursi Makan, Kursi Bakso, Celengan, Tikar, Kemucing, Container, Bola, Big Boxer, Saringan, Tandon.
 
  ","
              surabaya            ",surabaya,Jawa Timur,+62 813-3135-1580,None,None
Trijaya Arsitek (081 330 2099 63),"
                                    PREMIUM GOLD
                                ",Spanduk,"
TRIJAYA ALUMINIUM( Aluminium and Glass Specialist )TRIJAYA ALUMINIUM bergerak di bidang jasa pembangunan Konstruksi, Exterrior, dan Interrior Gedung.Kami telah dipercaya Membangun & mempercantik gedung perkantoran, pusat perbelanjaan, showroom, pabrik, gudang, ruko, rumah tinggal dan fasilitas umum lainnya seperti rumah sakit, tempat ibadah, dan pom bensin (SPBU).Pekerjaan kami telah tersebar tidak hanya di pulau Jawa, tetapi hingga ke Madura, Sumatra, Bali, NTB, NTT, Sulawesi, Kalimantan, Papua.Percayakan pekerjaan :  - Konstruksi Baja - Aluminium Composite Panel (ACP) - Pintu jendela aluminium - Pintu kaca Tempered - Partisi kaca - Shower glass - Curtain wall - Spider System - Kanopy Kaca - Reling Tangga Kaca  - lantai kaca / atap kaca - Reklame - Letter Timbul - Neon Sign - Neon boxke kami yang telah terbukti mengutamakan kwalitas dan ketepatan waktu dalam pengerjaanya. Dapatkan harga yang kompetitif hanya di kami TRIJAYA ALUMINIUM, Didukung oleh tenaga ahli yang telah mempunyai teknik dan pengalaman dalam menangani berbagai proyek skala kecil, menengah maupun besar, Kami percaya bisa memberikan pelayanan terbaik, yang akan membantu memberikan saran & panduan di setiap proses, sehingga impian atau ide Anda bisa terwujud sesuai yang diharapkan.Goal nya adalah harga yang kompetitif dan reasonable, efisien dalam biaya dan waktu tanpa meninggalkan aspek estetika.Selain melayani Jasa pembangunan kami juga melayani penjualan material :Aluminium Composite Panel - Alucobond, Aluclad, Cladbond, Alucopan, Alcopan,- Goldstar, Seven, Alumetal, Alustar,- Winmetal, Maco, Aluprima, AlumebondAluminium Kusen- YKK, incom, Indal- Alexindo, Alko, HP MetalKaca- Asahi, Mulia, Tempered & Non tempered- Clear, Printing, Glass tone, Lacobel, Tinted- Mirror, Black Mirror, Sunergy, One Way- Stopsol, Laminated, TemperedBesi- WF, CNP, Pipa Besi, Hollow Besi, Besi Siku, Plat dllHubungi :Layanan 24jamMoch. Indra PrasetyoHp. 081 330 2099 63Kantor. 031 8490 309Web. www.trijayaaluminium.com ","
              Jagir Sidoresmo VI /140            ",Surabaya,Jawa Timur,+81 3-3020-9963,None,None
percetakan murah surabaya ,"
                                    PREMIUM GOLD
                                ",Spanduk,"
              berbagai macam produk percetakan yang kami terima Secara garis besar, produk dan jasa yang kami tawarkan bisa dikelompokkan ke dalam bidang-bidang berikut: Printing ( percetakan) . Bidang percetakan yang kami tawarkan memiliki spektrum yang luas, seluas kebutuhan cetak yang berkembang pada masyarakat modern. Paling tidak kami biasa mengelompokkannya ke dalam 5 kebutuhan cetak :

Promosi, yaitu kebutuhan cetak yang berkaitan dengan media sosialisasi sebuah layanan atau produk, seperti kalender, brosur, poster, paper bag, pamflet, undangan, flyer, hanging mobile, company profile, atau katalog, company profile, danm lainnya.
Penerbitan, yaitu kebutuhan cetak yang berkaitan dengan usaha-usaha penerbitan seperti bulletin, majalah, tabloid, buku, agenda, dan lainnya.
Packaging, yaitu kebutuhan cetak yang berkaitan dengan kemasan sebuah produk misalnya kemasan pakaian ( baju, songkok, sarung) , kemasan makanan ( roti dan donat) , kemasan barang atau kemasan lainnya ( inner box) .
Administrasi, yaitu kebutuhan cetak yang berhubungan dengan administrasi seperti ID Card, kartu nama, atau form administrasi, dan lainnya. Jasa, yaitu layanan berupa jasa kerja di bidang percetakan seperti jasa desain grafis, jasa cetak atau jasa plong.
Publishing ( penerbitan) . layanan cetak seperti media buletin dan majalah yang muncul secara periodik, ataupun buku yang terbit di waktu tertentu saja. Advertising ( media pariwara) . Pada bidang ini kami menawarkan pembuatan: Merchandise ( kaos, mug, gantungan kunci, dan lainnya.) In Door ( art visual, x-banner, sticker vynil / cutting, dan lainnya.) Out Door ( umbul- umbul, spanduk, banner, baliho, billboard, neon sign/ box, dan lainnya) Komunikasi audiovisual ( cd interaktif, iklan radio, iklan televisi, company profile, dan lainnya) Lain-lain ( pembuatan logo perusahaan)

hubungi kami ---->>> 081217715726 , 085100812174website : www.sinarimajinasi.com            ","
              jl. rambutan 14 rt.5 rw 2 geluran taman sidoarjo             ",Surabaya,Jawa Timur,+62 812-1771-5726,None,None
SENEN TROPHY,"
PREMIUM RUBY
",Spanduk,"
              SENEN TROPHY ( SENTRO SHOP) Adalah perusahaan dagang & jasa yang bergerak dibidang kerajinan & souvenir. Ditangani oleh tenaga kerja yang terlatih. Siap memproduksi hingga ribuan barang. SENEN TROPHY membuat, menjual, produksi langsung diantaranya : Plakat, Acrilik, Crystal( 2 dimensi & 3 dimensi) , Trophy, Patung, Piala : Bergilir, Cup, Wisuda, Golf. Mencetak : Medali, Cutting, Baju, Spaduk, Baliho, Sticker dll. Mengerjakan Perlengkapan & Atribut Partai Lainnya... JAM KERJA SENIN - JUM' AT : 08.00 S/ D 17.00 WIB SABTU - MINGGU : 09.00 S/ D 16.00 WIB E-mail : senen.trophy@live.com Tlp. : ( 021) 8551 9278            ","
              PUSAT PERDAGANGAN SENEN Blok V lt. 2 No. 38 JAKARTA PUSAT ##### Cabang : Jl. Raya Hankam No. 16, Jati Warna * Kec. Pd. Melati * KOTA BEKASI * Jawa Barat 71410            ",Jakarta,DKI Jakarta,+82 11-163-7751,None,None
Acacia Grafika,"
                                    PREMIUM GOLD
                                ",Spanduk,"
              PERCETAKAN ACACIAPercetakan Acacia Grafika Offset Printing, Screen printing, Advertising & Promotion www.acacia.indonetwork.co.id E-mail: acacia_ grafika@yahoo.com, edi_sofian_s@yahoo.co.id Jl. Veteran II no 7 Gambir Jakarta PusatTelp 081316628204  Menerima: 1. Cetak buku 2. Poster 3. Kalender 4. Kartu nama 5. Kartu undangan 6. Brosur 7. Famlet 8. Box untuk kemasan obat, box makanan, 9. Stiker, dll Terima ongkos sablon: 1. Plastik, Balon 2. Tas kantong / shopping bag  Kami menyelenggarakan 1.Kursus sablon 2. Kursus percetakan. Hubungi: Edi Sofian Sanjaya Telp.:  Hp. 0813 1662 8204 www.acacia.indonetwork.co.id Email: edi_sofian_s@yahoo.co.id            ","
              PercetakanAcacia Grafika  Offset Printing, Screen printing, Advertising & Promotion www.acacia.indonetwork.co.id   E-mail: acacia_grafika@yahoo.comedi_sofian_s@yahoo.co.id Jl. Veteran II No 7 Gambir Jakarta Pusathp/wa; 0813 1662 8204            ","Gambir, Jakarta Pusat",DKI Jakarta,+62 813-1662-8204,None,None
Duta Plastik Printing,"
                                    PREMIUM GOLD
                                ",Spanduk,"
Selamat datang di www.dutaplastikprinting.com
DUTA PLASTIK PRINTINGMUHAMMAD SUYATNO
Alamat : Jl.NN.Rawa Kramat, Rt04/04 no 10 cengkareng barat - jakarta barat NO.HP : 081316888892, 087888775592 , 085711400392 WA     : 081316888892, 087888775592 Email   : dutaplastik123@ gmail.comKami bergerak di dalam bidang jasa :· shopping bag· cetak kantong plastik· plastik softhandle· printing plastik· tempat cetak kantong plastik· plastik polybag· plastik kresek· plastik HD· plastik PE· plastik OPP· plastik PP· plastik laundry· plastik promosikami menyediakan berbagai plastik berbagai ukuran dan berbagai warna, cocok untuk tas promosi, tas pameran, tas belanja di toko maupun di perusahaan anda tentunya, barang bermutu bekualitas internasional, harga terjangkau, kami juga menerima partai kecil dan partai besar, perusahaan kami juga menerima cetak plastik dan spunbond partai kecil dan partai besar. perusahaan ini bergerak di bidang printing plastik dan produksi pp polos ( non printing) atau biasanya di sebut sablon plastik.Perusahaan Kami Berdiri sejak tahun 2006. Kami siap melayani orderan dengan minimal order yang terjangkau sampai besar dengan harga yang murah dan kualitas yang terbaik. untuk ukm atau home industri tidak usah merasa sungkan untuk hub kami. kami akan mambantu anda untuk menciptakan packaging yang bagus dan mempromosikan product anda kami juga melayani design gambar jasa yang kami sediakan adalah, design gambar, design logo, job order, bisa membuat dari ukuran kecil sampai besar, quantity kecil-besar.Jenis Bahan Plastik   : HD PE PP OPP LLDPE oxium degradabelJenis & Model Plastik : HD Singlet, HD Softhandle, HD Oval, PE SingletCocok untuk Supermarket, Alfamart, Indomart, Retaurant, Superindo, Apotek, Toko Baju.Macam – macam kantong Spundbond Ready Stock :1. Model Pegangan Plong : ukuran 20 x 24, ukuran 25 x 35, ukuran 30 x 402. Model Pegangan Talipres pakai lipat samping : ukuran 25x35, ukuran 30x40, ukuran 38 x 45, ukuran 45 x 55.Cetak plastik printing, plastik sablon, plastik print shoping bags, plastik boutique, plastik promosi, plastik kebutuhan kantor, plastik shoping bags, plastik gudang, plastik super, plastik polibag, plastik tanaman, plastik pupuk, plastik beras, plastik kripik, plastik corr bangunan, plastik onderdil mobil, plastik toko baju, plastik kebutuhan rumah saki,t plastik kebutuhan akupuntur, plastik bungkus pakan burung, plastik bungkus sayuran organik kualitas unggul, dll. ","
              Jl. NN rawa kramat rt 04/04 no. 10 cengkareng barat - cengkareng , jakarta barat            ",Jakarta Barat,DKI Jakarta,+62 813-1688-8892,None,None
