Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT. Langgeng Gumelar Sejati | Div. Stainless Steel dan Fiberglass | Industrial parts,"
PREMIUM RUBY
",Perlengkapan Hotel,"
              PT. Langgeng Gumelar Sejati adalah perusahaan yang bergerak dalam bidang pabrikasi, konstruksi, general trading dan kontraktor, jasa-jasa kami diantaranya pengerjaan/ pabrikasi Tower untuk XL, Indosat, Telkomsel dll. PT. Langgeng Gumelar Sejati juga menerima jasa pabrikasi dan menjual berbagai macam produk antara lain produk-produk interior dan eksterior stainless, alat-alat kesehatan, lapisan dinding dari stainless, tiang stainless, list stainless, grestrap stainless, ornament stainless steel. Stainless Steel Kitchen Equipment atau produk-produk dapur yang terbuat dari bahan-bahan stainless steel dan lainnya, Trolley bandara, Troli hotel, Troli pelabuhan, Trolley Hospital, Produk Stainless, Tangki Stainless, Rak Stainless, Bak sampah stainless, tempat sampah stainless, tong sampah stainless, tempat sampah stainless pedal atau injak, seluncuran stainless untuk tangga darurat seperti di kantor google, Railing Tangga Stainless, Canopy Stainless Steel, Rak Stainless Steel, Pagar Stainless Steel, balkon stainless steel, meja stainless steel, kursi stainless steel, kursi lipat stainless steel, meja dapur stainless, worktable stainless, meja kerja stainless, meja dapur stainless, pintu lab stainless, pintu rumah sakit stainless, pintu stainless steel, frame stainless steel, kusen stainless, jendela stainless, pintu otomatis stainless, casing lift stainless, cover lift stainless, interior dan eksterior stainless dan lain sebagainya. Setelah kami sukses dalam bidang pabrikasi produk-produk stainless steel dan mild steel, kami melihat prospek dalam bidang fiberglass untuk memenuhi kebutuhan para customer dari perusahaan, instansi pemerintah dan lembaga pendidikan universitas sangat besar, maka kami menambah bidang divisi pekerjaan kami yaitu pabrikasi fiberglass. Produk Fiberglass adalah produk-produk yang terbuat dari bahan-bahan fiberglass. Kaca serat atau sering diterjemahkan menjadi serat gelas adalah kaca cair yang ditarik menjadi serat tipis dengan garis tengah sekitar 0,005 mm – 0,01 mm. Serat ini dapat dipintal menjadi benang atau ditenun menjadi kain, yang kemudian diresapi dengan resin sehingga menjadi bahan yang kuat dan tahan korosi untuk digunakan sebagai badan mobil dan bangunan kapal. Dia juga digunakan sebagai agen penguat untuk banyak produk plastik; material komposit yang dihasilkan dikenal sebagai plastik diperkuat-gelas (glass-reinforced plastic, GRP) atauepoxy diperkuat glass-fiber (GRE), disebut “fiberglass” dalam penggunaan umumnya. Produk produk Fiberglass seperti: Tempat sampah Fiber, Tong Sampah Fiber, Seluncur Fiber untuk wahana waterboom, Peluncur Fiber, Tangki Panel Fiber, Tangki Fiber, Bak Fiber, Pelampung Fiber Separator Fiber, Fiber Boat, Fiberglass Boat, perahu Fiberglass, Kapal Fiber, Kapal Fiberglass, Kapal Pleasure, Kapal Patroli, Kapal Pengawas, Kapal Penumpang, Kapal Penyeberangan, Kapal Ferry, Kapal Penyelamat, Sekoci, SAR, Kapal Ikan : Pole & Line, perahu fiber, Speed Boat, air boat, Passenger Boat, tandon fiber, depot air minum dari fiber, Dispenser fiber, Box motor fiber, waterpark fiber, tangga darurat fiber untuk digedung-gedung, furniture fiber, aquarium fiber, kolam fiber, septitank fiber, toilet fiber, arena bermain fiber, atap fiber, pot fiber, pot fiberglass, pelampung fiberglass, papan panjat tebing fiberglass, wallpaper fiberglass, dinding fiberglass, ducting fiberglass, kursi stadion fiberglass, kursi tunggu fiberglass, kursi bus fiberglass, meja fiberglass, meja kantin fiberglass, atap fiberglass, dll dan semua produk yang berbahan fiber. Untuk Info lebih lanjut, silahkan contact marketing kami di: 087779000633 - 0812.1030.9526 - 082122822285 ( Ismail ) email: stainlessindonesia@yahoo.com / fiberindonesia@yahoo.com / pabrikasi_stainless@yahoo.co.idWhatsApp: 087779000633 Website: http://www.stainlesssteel.co.id/  | http://www.fiberindonesia.co.id/ Untuk Tower dan kontraktor: Bpk. Abdul Manan 0817 752 143 - 0811 988 974            ","
              Jl. AMD No 88 Pondok Kacang Barat, Pondok Aren Tangerang            ",Tangerang,Banten,+62 877-7900-0633,None,None
Beauty Care Indonesia,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Beauty Care Indonesia Kami Menjadi Solusi Bisnis dengan Menjual Produk Skin Care, Kosmetik dan Kesehatan Original Berizin BPOM dan Halal MUI            ","
              Jl. H Jamat (Rais) Gang Kemang No. 82 RT. 001 RW.05 Buaran Serpong, Tangerang Selatan Banten 15316            ",Tangerang Selatan,Banten,+62 812-9086-7383,None,None
Agung Jaya Furniture,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Agung Jaya Furniture dirintis tahun 1999 dimulai dengan usaha kecil memproduksi kerajinan dari bahan bambu dan rotan. Kemudian mulai mengkombinasikan furniture rotan dengan kayu dan sejak tahun 2006 produksi kami didominasi dengan produk yang berbahan kayu.Kami berkomitmen untuk bisa menghasilkan produk yang berkualitas dan bisa memberikan kepuasan kepada konsumen kami baik dari segi produk maupun dalam pemenuhan target waktu pengiriman. Oleh karena itu kami terus mengembangkan diri dengan meningkatkan kemampuan SDM kami dan dengan didukung oleh peralatan dan mesin-mesin modern.Kami memberikan pelayanan kepada setiap konsumen kami mulai dari design gambar furniture / lay out sampai dengan konsultasi untuk interior dan eksterior furniture atau dekorasi yang cocok untuk lay out atau floor plan dari konsumen.            ","
              Jl. Pendidikan 55 B, Sidakarya             ",Denpasar Selatan,Bali,+62 812-3752-7996,+62 812-3902-678,None
Unique Carpet & Deco Bali,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Unique Carpet & Deco Bali bergerak dalam bidang Distribusi dan pengerjaan proyek karpet & bahan Dekorasi / interior . Produk yang kami tawarkan seperti : 1. Handmade Natural Carpet ( Wooden Carpet, Natural Fiber Carpet) 2. Carpet roll / Carpet Tile 3. Wooden Flooring / Laminated Flooring Parquet - Vinyl Flooring 4. Wallpaper / Wallcovering 5. Vinyl Carpet, Carpet Tile, Carpet Pile 6. Carpet Industry 7. Handmade Acrylic/ Wool Carpet 8. Rumput Sintetis 9. Rubber Paving ( For Playground, Jogging Track) 10. PVC Placemat / Table mat 11. Window Blinds - Gordyn - Awning 12. Yoga Accessories 13. etc. Kami menerima pesanan secara retail maupun project. Bagi anda yang berada di bali yang memiliki rencana untuk menata interior rumah, kantor, villa dan hotel. Kami melayani jasa pemasangan wallpaper, lantai vinyl, parquet kayu dan lainnya untuk keperluan interior anda. Untuk contoh produk silahkan kunjungi gallery kami di jalan Hayam Wuruk no.326 ( Sebelah Konsulat Amerika Denpasar) dan toko kami di jalan By Pass Ngurah Rai No.290 A Denpasar, Bali. Untuk keterangan lebih lanjut mengenai produk kami, jangan ragu untuk menghubungi kami melalui form kontak atau telpon yang tertera. Silahkan Hubungi kami : Head Office Bali ( Denpasar) UNIQUE CARPET & DECO BALI Jln. Hayam Wuruk No.326 Renon Denpasar Sebelah consulat Amerika Tel/ fax : 0361-4744851 Hp : 0819858868, 085888858868, 081999538338 E-mail : uniquedecobali@ yahoo.com a_ uniquecarpetdecobali@ yahoo.com s_ uniquecarpetdeco @ yahoo.com Facebook : Unique Carpet Deco Bali UNIQUE CARPET & DECO BALI Branch Jl. By Pass Ngurah Rai Sanur No 290A - Seberang Restoran Serenity Tel / Fax : 0361-286543 Email : uniquedecobali@ yahoo.com uniquecarpetdecobali@ yahoo.com Facebook : Unique Yoga Bali Carpet - Wall to wall Carpet - Tile Carpet - Event Vinyl Laminate - Flooring Anti-Fatigue & Doormat Artificial Grass Wallpaper Roller Blinds Vertical Blinds Horizontal Blinds Accessories Karpet project, Karpet Roll, Karpet tile, Karpet hand tufted custom, Karpet acrylic, Karpet karet, Karpet vinyl, Karpet kantor, Karpet hotel, Karpet restaurant, Karpet pameran, Karpet rumah, Karpet Ruang tidur, Karpet ruang tamu, Karpet dapur, Karpet gudang, Karpet pesawat, Karpet container, Karpet kapal ferry, Karpet karoseri, Karpet kereta api, Karpet bus, Karpet rumah sakit, Karpet mushola, Karpet lapangan olahraga Keset doormat, Keset nomad, Keset 3M, Keset mie / bihun, Keset anti slip Handmade natural carpet, Karpet natural, Karpet anyaman, Karpet sisal, Karpet serat, Karpet abaca, Karpet banana fiber, Karpet seagrass, Karpet wool, Karpet cotton, Karpet raffia, Parket kayu, Wooden parquet, Lantai kayu Rumput sintetis, Rumput plastik, Rumput pvc, Karpet rumput List kayu, List parket, List dinding, List vinyl, List pvc Wallpaper kantor / office, Wallpaper rumah , Wallpaper polos , Wallpaper motif, Wallpaper vinyl , Wallpaper nonwoven, Wallpaper bunga, Wallpaper kayu, Wallpaper batu , Wallpaper anyaman, Wallpaper korea, Wallpaper Sangetsu, Wallpaper Lily color, Wallpaper Exselect, Wallpaper Reserve 1000, Wallpaper fine 1000 Placemat pvc, Placemat anyaman, Placemat hotel, Placemat restoran, Placemat café Amenities hotel Gordyn , Krey, Vertical blind, Horizontal blind, Roman shade, Awning Yoga mat, Yoga towel, Yoga props, Yoga ball, Yoga block, Yoga clothing, Yoga accessories            ","
              Jl.Hayam Wuruk No.326, Denpasar Bali            ",Denpasar,Bali,+62 878-6183-3535,None,None
PT. KHARISMA PARWITEX,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Kami produsen aneka SELIMUT ( blanket ) , SERBET ( napkin ) . kami telah memproduksi sejak tahun 1987 dan kami sangat berpengalaman sehingga hasil produksi kami berkwalitas tinggi dan quantitas yang besar . Kami juga melayani pesanan khusus dan pengerjaan tekstil lainnya . Hubungi kami di 082135434485 , 082134776688 , 0271-825129, fax. 0271-622435 atau di email: kharismaparwitex@gmail.com atau kunjungi http: / / www.kharismaparwitex.com/            ","
              Benowo - Ngringo - Palur - Solo            ",Solo,Jawa Tengah,082135434485,None,None
Multi Control Indonesia,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
Multi Control Indonesia adalah perusahaan yang bergerak di bidang penjualan kebutuhan industri, untuk semua jenis industri seperti textile, plastik, makanan & minuman, obat, pengolahan kayu, farmasi dan lain-lainnya, serta menjual berbagai kebutuhan untuk trainer pendidikan. Ada pun product-product yang dijual antara lain seperti Frequency Inverter ( VFD), frequency inverter, AC Drives, frequency converters, frequency changers, adjustable speed drives (ASD), adjustable frequency drives (AFD), variable frequency drives (VFD), variable speed drives (VSD), Soft Starters, Soft Stop, Soft Starters for AC Motor, Motor Starters,  Motor Soft Starters, EMI filter, Input EMI Filters, Output EMI Filters, AC Choke, AC Reactor, Input AC Choke， Output AC Choke， Input AC Reactor, Output AC Reactor, DC Choke, DC Reactor, Input DC Choke, Output DC Reactor, Input DC Reactor, HMI, Human Machine Interface,PLC，Programmable Logic Controller, Servo Drive, Servo Motor, Servo Motor & Drive, Servo Motor & Drive, Dioda Module, Darlington, IGBT, Transistor Module, IPM Module, Rectifier Bridge, SCR,GTO & Dioda, Mosfet,Fanuc part, Elevator Board,Fuse, Melt Pressure transmitter, Melt Pressure tranducer, Pressure Sensor,Melt Pressure gauge,Level Transmitter,Differential Pressure transmitter,Mud Pressure Transmitter,Instrument,Diaphragm pressure gauge,Temperature Transmitter, segala model jenis sensor. Propeller flow meter,Ultrasonic Water meter,magnetic flow meter,Gas turbin meter,Radar level meter dan bekerja sama dengan beberapa merk terkenal seperti 

ABB, SIEMENS, DANFOSS, VACON, SEW, LENZE, PETER ELECTRONIC, LEISTER, WATT DRIVE, KEB, BONFIGLIOLI, NORD, CAG ELECTRIC MACHINERY, INTECNO, SYCOTEC, KB ELECTRONICS,  TDE MACNO SPA, GEFRAN, CONTROL TECHNIQUES, PEPPERL FUCHS, GRUNDFOS, VEM MOTORS, BR INDUSTRI-ELEKTRONIK, RK ROSE+KRIEGER, CARLO GAVAZZI, LEROY SOMER, VERLINDE, TRANSTECNO, STAHL CRANE SYSTEMS GMBH, MIYACHI, DEMAG CRANES COMPONENTS, ABM, ROSSI, COGNITO QUAM, GE, AIRTECNICS, Delta, Teco, Toshiba, Mitsubishi, fuji, Yaskawa, Hitachi, Omron, Panasonic, HYUNDAI, LS/LG

Tujuan utama kami adalah untuk menyediakan kebutuhan sarana industri yang tepat dan lengkap dengan layanan yang komprehensif kepada pelanggan, tidak hanya sumber daya saham tetapi juga dukungan teknis dan keahlian teknik. ","
              Villa Payung Indah B 27            ",Semarang,Jawa Tengah,6585225548633,None,None
PT SENTRO BINAR FASILITAS,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              SENTRO BINAR FASILITASPerusahaan yang bergerak di jasa cleaning service seperti- Pest Control- Rope Access cleaning- Gardeneer- Polish Marmer/GranitDll            ","
              Jl Pasir Putih 17 Sawangan, Depok, Jawa Barat            ",Depok,Jawa Barat,+62 812-8937-8345,None,None
PT. Prasasti Selaras Sinergi,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Produsen furniture dan home decor serta souvenir kayu            ","
              Harapan Baru Regency, Jl. Nusa Indah Blok C4/15            ",Bekasi Barat,Jawa Barat,08111868663,+81 11-840-6839,None
quantum medika,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
              Perusahaan Trader Kosmetik, Produk Obat Tradisional, Sabun Kecantikan Herbal            ","
              Jl. Kumbang 33 Bogor            ",Bogor,Jawa Barat,+81 295-49-9112,None,None
CV.BINTANG BOTOL PLASTINDO,"
                                    PREMIUM GOLD
                                ",Perlengkapan Hotel,"
CV.BINTANG BOTOL PLASTINDO
Usaha yang bergerak dibidang packaging pembuatan botol plastik. Kami melayani Partai besar dan Partai kecil dengan harga yang kompetitif. From our home to yours. Our Products are : 
• Hdpe PET• Botol Herbal• Botol Kosmetik • Botol Air Mineral• Botol Oli & Minyak Rem• Botol hotel  dan masih banyak lagi lainnyaa
All stuff made by order only, you can give any measurements of your bottle and we will make it.
Contact UsEmail  : Bintangbotolplastik@gmail.comPhone               : 0816533839 085720000439 Whatsapp          : +62 822 2220 5499BBM                 : D3549910
www.bintangbotolplastik.net www.bintangbotolplastindo.com ","
              jl.alternatif cibubur Cileungsi km.7 No.63C.Cileungsi Bogor 16820 sebrang Telkom Cileungsi            ",bogor,Jawa Barat,+62 816-533-839,+62 857-2000-0439,None
