Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
Unique Carpet & Deco Bali,"
                                    PREMIUM GOLD
                                ",Desain,"
              Unique Carpet & Deco Bali bergerak dalam bidang Distribusi dan pengerjaan proyek karpet & bahan Dekorasi / interior . Produk yang kami tawarkan seperti : 1. Handmade Natural Carpet ( Wooden Carpet, Natural Fiber Carpet) 2. Carpet roll / Carpet Tile 3. Wooden Flooring / Laminated Flooring Parquet - Vinyl Flooring 4. Wallpaper / Wallcovering 5. Vinyl Carpet, Carpet Tile, Carpet Pile 6. Carpet Industry 7. Handmade Acrylic/ Wool Carpet 8. Rumput Sintetis 9. Rubber Paving ( For Playground, Jogging Track) 10. PVC Placemat / Table mat 11. Window Blinds - Gordyn - Awning 12. Yoga Accessories 13. etc. Kami menerima pesanan secara retail maupun project. Bagi anda yang berada di bali yang memiliki rencana untuk menata interior rumah, kantor, villa dan hotel. Kami melayani jasa pemasangan wallpaper, lantai vinyl, parquet kayu dan lainnya untuk keperluan interior anda. Untuk contoh produk silahkan kunjungi gallery kami di jalan Hayam Wuruk no.326 ( Sebelah Konsulat Amerika Denpasar) dan toko kami di jalan By Pass Ngurah Rai No.290 A Denpasar, Bali. Untuk keterangan lebih lanjut mengenai produk kami, jangan ragu untuk menghubungi kami melalui form kontak atau telpon yang tertera. Silahkan Hubungi kami : Head Office Bali ( Denpasar) UNIQUE CARPET & DECO BALI Jln. Hayam Wuruk No.326 Renon Denpasar Sebelah consulat Amerika Tel/ fax : 0361-4744851 Hp : 0819858868, 085888858868, 081999538338 E-mail : uniquedecobali@ yahoo.com a_ uniquecarpetdecobali@ yahoo.com s_ uniquecarpetdeco @ yahoo.com Facebook : Unique Carpet Deco Bali UNIQUE CARPET & DECO BALI Branch Jl. By Pass Ngurah Rai Sanur No 290A - Seberang Restoran Serenity Tel / Fax : 0361-286543 Email : uniquedecobali@ yahoo.com uniquecarpetdecobali@ yahoo.com Facebook : Unique Yoga Bali Carpet - Wall to wall Carpet - Tile Carpet - Event Vinyl Laminate - Flooring Anti-Fatigue & Doormat Artificial Grass Wallpaper Roller Blinds Vertical Blinds Horizontal Blinds Accessories Karpet project, Karpet Roll, Karpet tile, Karpet hand tufted custom, Karpet acrylic, Karpet karet, Karpet vinyl, Karpet kantor, Karpet hotel, Karpet restaurant, Karpet pameran, Karpet rumah, Karpet Ruang tidur, Karpet ruang tamu, Karpet dapur, Karpet gudang, Karpet pesawat, Karpet container, Karpet kapal ferry, Karpet karoseri, Karpet kereta api, Karpet bus, Karpet rumah sakit, Karpet mushola, Karpet lapangan olahraga Keset doormat, Keset nomad, Keset 3M, Keset mie / bihun, Keset anti slip Handmade natural carpet, Karpet natural, Karpet anyaman, Karpet sisal, Karpet serat, Karpet abaca, Karpet banana fiber, Karpet seagrass, Karpet wool, Karpet cotton, Karpet raffia, Parket kayu, Wooden parquet, Lantai kayu Rumput sintetis, Rumput plastik, Rumput pvc, Karpet rumput List kayu, List parket, List dinding, List vinyl, List pvc Wallpaper kantor / office, Wallpaper rumah , Wallpaper polos , Wallpaper motif, Wallpaper vinyl , Wallpaper nonwoven, Wallpaper bunga, Wallpaper kayu, Wallpaper batu , Wallpaper anyaman, Wallpaper korea, Wallpaper Sangetsu, Wallpaper Lily color, Wallpaper Exselect, Wallpaper Reserve 1000, Wallpaper fine 1000 Placemat pvc, Placemat anyaman, Placemat hotel, Placemat restoran, Placemat café Amenities hotel Gordyn , Krey, Vertical blind, Horizontal blind, Roman shade, Awning Yoga mat, Yoga towel, Yoga props, Yoga ball, Yoga block, Yoga clothing, Yoga accessories            ","
              Jl.Hayam Wuruk No.326, Denpasar Bali            ",Denpasar,Bali,+62 878-6183-3535,None,None
Az Architecture Design,"
                                    PREMIUM GOLD
                                ",Desain,"
              Az Architecturedesign meyediakan Jasa Arsitektur, Jasa Interior Design and Building : Office/ Residential/ Apartemen, Jasa Renovasi Bangunan, Jasa Mekanikal Elektrikal & Plumbing, Jasa Produksi Furniture & Pantri, Jasa Designn & Kontraktor Lanscape            ","
              Ruko Kelapa Dua Residence blok K18 Jl Tugu Raya, Kelurahan Tugu            ",Depok,Jawa Barat,+62 813-6167-1250,None,None
Jasa Pembuatan Maket | Canti Cipta Ruang Studio,"
                                    PREMIUM GOLD
                                ",Desain,"
Selamat Datang dan kami ucapkan terima kasih karena anda telah telah meluangkan waktu untuk mengunjungi website kami. Harapan kami semoga anda bisa mendapatkan informasi yang anda harapkan di website kami dan kemudian bisa berlanjut kepada pertemuan-pertemuan berikutnya agar kami bisa lebih dalam dan lebih luas untuk mempresentasikan ataupun menjelaskan kegiatan usaha kami.
Canti Cipta Ruang Studio adalah Perusahaan Jasa Pembuatan Maket (Miniatur) di Jakarta, Yang telah dirintis pendiriannya sejak tahun 2007 dan akan selalu mencoba untuk terus berkembang dalam Industri Manufacture Jasa pembuatan Maket Miniatur
Maket adalah miniatur atau model bangunan yang akan dibuat untuk memudahkan visualisasi hasil rancangan baik berupa rancangan Arsitektur, Design Interior, Design Eksterior, Design Landscape atau Siteplan. kadang kala ada juga maket miniatur yang berupa kapal (ship miniature). 
Berbekal pengalaman lebih dari 9 tahun dalam industri maket Miniatur, CCR Studio akan selalu berusaha untuk tampil terdepan dalam memenuhi setiap kebutuhan ataupun permintaan pembuatan maket miniatur dengan kualitas terbaik dengan harga yang kompetitif
Terima Kasih atas kunjungan anda, silahkan melihat-lihat hasil karya produk kami yang lain di website ini yang bergerak dalam bidang Jasa Pembuatan Maket semoga proses pencarian informasi yang anda butuhkan terpenuhi.
For More Info Contact Us:Office      : Jl. Raya Kranggan No 22 JatisampurnaWorkshop : Jl. Dahlan Raya Rt 3 Rw 7 No 13a Kampung Baru Harja mukti Cimanggis DepokPhone  : 082184299010email   : canticiptaruang@gmail.comwebsite : www.canticiptaruang.com ","
              Jl. Raya Kranggan No 22 Jatisampurna - Bekasi            ",Bekasi,Jawa Barat,+62 821-8429-9010,None,None
PD RAVIBORDIR Indramayu ,"
                                    PREMIUM GOLD
                                ",Desain,"
PD RAVI BORDIR Adalah perusahaan satu-satunya yg ada di kabupaten Indramayu JAWABARAT. Yang sudah terkenal dengan hasil kwalitas dan ketepatan produksi, juga desain nya. kami sudah berjalan SEJAK tahun 1998. Kami adalah perusahaan yg bergerak dalam bidang produksi & penjualan secara langsung DI TOKO KAMI , maupun ON LINE secara BISNIS. Bidang kami Dalam pembuatan perlengkapan TNI.POLISI.POLPP.DISHUB.SECURITY SEKOLAH PASKIBRA mulai dari Topi. Jaket. Rompi. Kaos. Tas/ ransel. Sepatu PDL/ PDH. Wearpakc. Kemeja. Training. Helm. Logam Gantungan Kuci. Jam Dinding, juga menerima Pembuatan Jas.Jasket. Tenda Pramuka. Tenda Dome. Tenda Kerucut. BORDIR LOGO SEKOLAH Dinas Organisasi. DLLFB : Ravibordir IndramayuPD Ravi BordirIndramayu Jawa barat HP wa 081 324 73 1399 Hp wa 0857 2016 8603 ","
              JL. SILIWANGI (PINTU MASUK BTN PAOMAN ASRI no 60)KEC/Kab. INDRAMAYU kode Pos 45212 Jawa barat IndonesiaHp wa  081324731399 - 085720168603 dekat 500 meteran dekat dengan kantor Bupati Indramayu Jawa barat            ",INDRAMAYU - JAWABARAT INDONESIA. ,Jawa Barat,+62 813-2473-1399,None,None
BETA CONSTRUCTION SURABAYA,"
PREMIUM RUBY
",Desain,"
Selamat datang di situs BENGKEL LAS konstruksi baja surabaya. Kami bergerak di bidang pengelasan yang mencakup berbagai pekerjaan seperti pembuatan kuda-kuda WF, pagar, teralis, kanopi, railing tangga, balkon, tangga putar, pintu harmonika, rollingdoor, dll. Kami siap di panggil kapanpun anda membutuhkan kami.
Kami hadir di tengah–tengah anda untuk membantu kesulitan anda. Serahkan pengerjaan besi untuk bangunan Anda pada kami. Kami bersedia datang ke tempat anda untuk mendiskusikan desain yang anda inginkan. Anda dapat memilih produk dari ratusan ‘items’ yang tersedia pada katalog kami, atau mendesain sendiri model unik khusus untuk anda. Dijamin tidak kecewa karena kami adalah ahlinya.
KONSTRUKSI BAJA SUARABAYA Merupakan Perusahaan Jasa dalam bidang Konstruksi Baja , Konstruksi Baja WF, Baja WF, Konstruksi Baja Ringan, mekanik dan electrical gedung , Silo, Listrik dan Telekomunikasi , Rolling Grill, Pintu otomatis / Automatic Door System , Barrier Gate System , Pagar Otomatis / Arm Gate System dan lain-lain yang didukung oleh SDM terlatih dan berpengalaman.
Penanganan yang cepat dan akurat karena ketersediaan tenaga ahli dengan jumlah yang memadai dan berpengalaman sehingga mendapatkan hasil yang sesuai dengan target dan berkualitas.
Beberapa lingkup kerja kami meliputi
Konstruksi Baja Untuk : – Gudang / Pabrik – Gedung Bertingkat – Gedung Olah Raga / Futsal – Hoist – Girder – Dll.
Konstruksi Baja Ringan :  – Atap baja ringan/truss – galvalum – Canopy – Pagar Besi – Pintu Harmonika – Rolling Door, Rolling grile, Rolling Porporate, Dll
BUILDING MECHANICAL & ELECTRICAL – Electrical Wire Rope Hoist – Lift – Access System – dll
Mechanical Electrical : – Pintu Otomatis ( automatic Door System ) – Pintu Garasi / Pintu Pagar Otomatis ( Arm Gate System ) – Pintu Palang Parkir Otomatis ( Barrier Gate System )
Hormat KamiDirekturBETA CONSTRUCTION
“KONTRUKSI BAJA, FLOORDECKING / BONDEK, PINTU GERBANG PABRIK (AUTOMATIC GATE), PAGAR BESI, KANOPI, PINTU PLAT / STEEL DOOR / FIREDOOR, TANGGA PUTAR, RAILLING TANGGA, PINTU HARMONIKA, ROLLING DOOR, RANGKA ATAP BAJA RINGAN ” ","
              Jl. H. Syukur VI Kavling A   Sedati Gede - Sedati            ",Sidoarjo,Jawa Timur,+62 821-3290-9999,None,None
"DUA PUTRA PETIR, CV Telp. 0859-9805-8351 , 0898-3518-351 , 0821-3355-5559 , 0813-1845-5559","
PREMIUM RUBY
",Desain,"
BISMILLAHIRROHMANIRROHIIM....CV. DUA PUTRA PETIR (Your Steel Partner) Distributor berbagai Merek Polycarbonate bergaransi 5-10 tahun yang dilengkapi Double Side UV Protected, diantaranya :1. Solar Flat Clear / Colour Plain / Embosed.2. Solar Tuff Roma / Greeca.3. X TUFF Roma dan Greeca (Colour / Clear).4. X Lite.5. SOLITE.6. Twinlite.7. Lexan.8. POLYBOARD.9. Sealent Neutral (Lem PolyCarbonate).10. Sealent Acetic (Lem PolyCarbonate).11. JASA PEMBUATAN CANOPY / PAGAR Sesuai Permintaan.HARGA DIJAMIN MURAH Untuk Info Lebih Lanjut Menghubungi,Demikian Penawaran dari kami, besar harapan kami untuk bisa bekerjasama dengan Anda dengan memberikan pelayanan yang terbaik penjelasan ringkas. Kami juga Bergerak dibidang trading Besi dan Baja dan alat-alat teknik, memiliki pengalaman yang mumpuni lebih dari 10 Tahun, link dan akses bisnis yang luas menjadikan kami harus terus berinovasi, salah satu melalui Bisnis Online seperti ini adapun produk-produk unggulan kami adalah :1. Carbon Steel Bars (Besi / Galvanis / Stainless Steel)• Besi Beton Polos (Plain Bars) • Besi Beton Ulir (Deformed Bars) • Besi As (Round Bars) Eq St. 41 • Besi As (Round Bars) Eq St. 60, St. 70, St. 90 • As Besi Segi Empat (Square Bars / Vierkan) • As Besi Segi Enam (Hexagonal Bars) (Besi / Galvanis / Stainless Steel) • Silver Steel-Hollow Bars-Tool Steel • Strep Besi (Flat Bars) • Band Eyzer (Strapping band Plates).2. Carbon Steel Pipes (Besi / Galvanis / Stainless Steel)• Pipa Baja Hitam (Black Steel Pipes) • Pipa Air / Galvanis (Galvanized Pipes) • Pipa Seamless (Seamless Pipes) ASTM A 53 / A 106 / API 5 L • Pipa Pancang (ERW Pipes) ASTM A 252 • Pipa Konstruksi STK-400 (Besi / Galvanis / Stainless Steel) • Pipa Perabot (Stalbuist Pipes) • Pipa Kotak (Rectangular & Square Pipes).3. Carbon Steel Plates (Besi / Galvanis / Stainless Steel)• Plat Besi Hitam (Hot Rolled Coil / Sheet) JIS SPHC / JIS SS400 / ASTM A36 • Plat Kapal (Ship Building Plate BKI) • Plat Besi Putih (Cold Rolled Coil / Sheet) JIS SPCC • Plat Bordes (Checkered Plate) • Plat Lubang (Perforated Plate) • Plat Tahan Gesek (Wear-Resistance Plate) • Plat Galvanil (Galvaneal) • Plat Galvanis (Galvanized) • Expanded Metal.4. Carbon Steel Profiles (Besi / Galvanis / Stainless Steel)• Siku Besi (Angle Bars) • Kanal UNP (U-Channel) • Kanal CNP (Lip-Channel) • (Besi / Galvanis / Stainless Steel) • H-Beam I-Beam WF-Beam (Besi / Galvanis / Stainless Steel) • Honey Comb • Plate Grating Galvanis • Kawat Bronjong • Plat Galvanis • Siku Galvanis • Gabion • Kawat Bronjong SNI, Straping Band, Plat Timah, dan masih banyak lagi produk-produk kami, segala macam jenis besi dan baja siap membantu bekerjasama dengan semua pelanggan baik dalam kota maupun luar kota atau bahkan luar pulau dan luar negeri. Terimakasih banyak.
 Hormat Kami,Herry Gusmara, S.Sos DirekturHP : 08599.805.8351 (BOS BESI) / 089.8351.8351 (BESI BESI)WA : 082133.555.559 / 081318.455.559 Email : duaputrapetir@gmail.comD/A : Bukit Plama C5/ 33 Citraland Utara SurabayaOur Website :• www.besi123.com• www.besisurabaya.com
• www.duaputrapetir.co.id• www.pusatbajaindonesia.com
• www.tokobangunansurabaya.com• www.jualbesibajasurabaya.indonetwork.co.id ","
              • Head Ofice : Bukit Palma C5/33 Citraland Utara Kec. Pakal Kota Surabaya Barat (Sememi - Benowo)• Phone : 0821-3355-5559 (Call/WhatsApp)            ",SURABAYA,Jawa Timur,+62 821-3355-5559,+62 813-1845-5559,None
GARUDA SOUVENIR,"
PREMIUM BLUE ONYX
",Desain,"
Produsen sekaligus pabrik souvenir dan merchandise seperti tas seminar , tas punggung , gantungan kunci , tempat tissu, Dompet , ikat pinggang, travel bag, Tas Sepatu , Pouch, Gym Bag, Tas Sepatu futsal dll. Didukung tenaga ahli yang berpengalaman dan kapasitas produksi perbulan hingga 1000pcs dengan kualitas yang terjamin dan harga yang kompetitif. Alamat marketing surabaya : jl sidosermo II no 323 surabaya . up : bpk DAHLAN ","
              Jl Sidosermo II No 323 Surabaya            ",surabaya,Jawa Timur,+62 878-5317-0300,None,None
Trijaya Arsitek (081 330 2099 63),"
                                    PREMIUM GOLD
                                ",Desain,"
TRIJAYA ALUMINIUM( Aluminium and Glass Specialist )TRIJAYA ALUMINIUM bergerak di bidang jasa pembangunan Konstruksi, Exterrior, dan Interrior Gedung.Kami telah dipercaya Membangun & mempercantik gedung perkantoran, pusat perbelanjaan, showroom, pabrik, gudang, ruko, rumah tinggal dan fasilitas umum lainnya seperti rumah sakit, tempat ibadah, dan pom bensin (SPBU).Pekerjaan kami telah tersebar tidak hanya di pulau Jawa, tetapi hingga ke Madura, Sumatra, Bali, NTB, NTT, Sulawesi, Kalimantan, Papua.Percayakan pekerjaan :  - Konstruksi Baja - Aluminium Composite Panel (ACP) - Pintu jendela aluminium - Pintu kaca Tempered - Partisi kaca - Shower glass - Curtain wall - Spider System - Kanopy Kaca - Reling Tangga Kaca  - lantai kaca / atap kaca - Reklame - Letter Timbul - Neon Sign - Neon boxke kami yang telah terbukti mengutamakan kwalitas dan ketepatan waktu dalam pengerjaanya. Dapatkan harga yang kompetitif hanya di kami TRIJAYA ALUMINIUM, Didukung oleh tenaga ahli yang telah mempunyai teknik dan pengalaman dalam menangani berbagai proyek skala kecil, menengah maupun besar, Kami percaya bisa memberikan pelayanan terbaik, yang akan membantu memberikan saran & panduan di setiap proses, sehingga impian atau ide Anda bisa terwujud sesuai yang diharapkan.Goal nya adalah harga yang kompetitif dan reasonable, efisien dalam biaya dan waktu tanpa meninggalkan aspek estetika.Selain melayani Jasa pembangunan kami juga melayani penjualan material :Aluminium Composite Panel - Alucobond, Aluclad, Cladbond, Alucopan, Alcopan,- Goldstar, Seven, Alumetal, Alustar,- Winmetal, Maco, Aluprima, AlumebondAluminium Kusen- YKK, incom, Indal- Alexindo, Alko, HP MetalKaca- Asahi, Mulia, Tempered & Non tempered- Clear, Printing, Glass tone, Lacobel, Tinted- Mirror, Black Mirror, Sunergy, One Way- Stopsol, Laminated, TemperedBesi- WF, CNP, Pipa Besi, Hollow Besi, Besi Siku, Plat dllHubungi :Layanan 24jamMoch. Indra PrasetyoHp. 081 330 2099 63Kantor. 031 8490 309Web. www.trijayaaluminium.com ","
              Jagir Sidoresmo VI /140            ",Surabaya,Jawa Timur,+81 3-3020-9963,None,None
UD Dwi Tunggal Perkasa,"
                                    PREMIUM GOLD
                                ",Desain,"
              DWI PRODUK ukm kerajinan logam berdiri sejak Th 2001, memproduksi : alat alat dapur : parut, serok, sotil, hanger, japit, centong dll. Sekarang merintis usaha dagang dengan nama UD DWI TUNGGAL PERKASA Guna menjembatani UKM - UKM di wilayah kami dalam hal pemasaran produknya , sehingga tidak terjadi permainan harga oleh tengkulak. kunjungi http: / / ngunutproduction.blogspot.com , http: / / parutmillenium.blogspot.com melayani pembelian grosir , mengirim ke seluruh pelosok nusantara . buat para retailer di daerah gunakan kesempatan ini untuk mendapatkan harga langsung dari produksen.            ","
              jln.  Fajar  Lingkungan  10  Rt 02  Rw 04  Ngunut            ",tulungagung,Jawa Timur,+81 3-3587-7045,None,None
percetakan murah surabaya ,"
                                    PREMIUM GOLD
                                ",Desain,"
              berbagai macam produk percetakan yang kami terima Secara garis besar, produk dan jasa yang kami tawarkan bisa dikelompokkan ke dalam bidang-bidang berikut: Printing ( percetakan) . Bidang percetakan yang kami tawarkan memiliki spektrum yang luas, seluas kebutuhan cetak yang berkembang pada masyarakat modern. Paling tidak kami biasa mengelompokkannya ke dalam 5 kebutuhan cetak :

Promosi, yaitu kebutuhan cetak yang berkaitan dengan media sosialisasi sebuah layanan atau produk, seperti kalender, brosur, poster, paper bag, pamflet, undangan, flyer, hanging mobile, company profile, atau katalog, company profile, danm lainnya.
Penerbitan, yaitu kebutuhan cetak yang berkaitan dengan usaha-usaha penerbitan seperti bulletin, majalah, tabloid, buku, agenda, dan lainnya.
Packaging, yaitu kebutuhan cetak yang berkaitan dengan kemasan sebuah produk misalnya kemasan pakaian ( baju, songkok, sarung) , kemasan makanan ( roti dan donat) , kemasan barang atau kemasan lainnya ( inner box) .
Administrasi, yaitu kebutuhan cetak yang berhubungan dengan administrasi seperti ID Card, kartu nama, atau form administrasi, dan lainnya. Jasa, yaitu layanan berupa jasa kerja di bidang percetakan seperti jasa desain grafis, jasa cetak atau jasa plong.
Publishing ( penerbitan) . layanan cetak seperti media buletin dan majalah yang muncul secara periodik, ataupun buku yang terbit di waktu tertentu saja. Advertising ( media pariwara) . Pada bidang ini kami menawarkan pembuatan: Merchandise ( kaos, mug, gantungan kunci, dan lainnya.) In Door ( art visual, x-banner, sticker vynil / cutting, dan lainnya.) Out Door ( umbul- umbul, spanduk, banner, baliho, billboard, neon sign/ box, dan lainnya) Komunikasi audiovisual ( cd interaktif, iklan radio, iklan televisi, company profile, dan lainnya) Lain-lain ( pembuatan logo perusahaan)

hubungi kami ---->>> 081217715726 , 085100812174website : www.sinarimajinasi.com            ","
              jl. rambutan 14 rt.5 rw 2 geluran taman sidoarjo             ",Surabaya,Jawa Timur,+62 812-1771-5726,None,None
