Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
zeropromosi,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
              Perkenalkan kami Zeropromosi.com merupakan penyedia aneka souvenir seperti: - souvenir kantor - souvenir ultah - souvenir pernikahan Produk kami terdiri dari flashdisk, payung, tumbler, pulpen, mug/gelas, powerbank, tali id card dan banyak lainnya Kami sudah berpengalaman dibidang barang promosi & souvenir dengan selalu memenuhi deadline yang ketat serta yang tidak kalah penting adalah HARGA KOMPETITIF. Min order 100pcsharga blm termasuk cetakJika ada yang belum jelas dan ingin ditanyakan bisa langsung menghubungi kami di:mkt 1 WA / Tlp : 0877 8186 7176mkt 2 WA / Tlp : 0877 8185 7176Email : zeropromosi@gmail.comLine : @zeropromosi (harus pake @)            ","
              Jl. Arcadia Daan Mogot Blok H7 No.16,  Batuceper, Kec. Batuceper, Kota Tangerang, Banten 15122, Indonesia            ",Tangerang,Banten,087781857176,087781867176,081808064176
PT. Hanja Prima Loka,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
              PT. Hanja Prima Loka sudah beroperasi sejak tahun 2001. Kami memproduksi Galon dengan bahan Polycarbonate ( PC) yang tersedia dengan berbagai jenis yaitu Prime Grade, Medium Grade dan Lower Grade. Produk yang kami tawarkan tidak hanya galon, tetapi juga pelengkap kebutuhan Galon seperti tutup galon, tissue, segel ( printing dan sablon) , dan juga sticker untuk memenuhi kebutuhan konsumen. Kami memenuhi kebutuhan konsumen  Air Minum Dalam Kemasan ( AMDK) yang bermerek maupun air minum isi ulang ( galon polos) .            ","
              Komplek Pergudangan Nusa Indah Blok A No. 21. Jln. Husein Sastranegara, Jurumudi            ",Tangerang,Banten,08558800556,None,None
PT. Haliplast Century Indonesia,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
Perusahaan kami memproduksi tutup galon dengan bahan murni LDPE. Kami melayani permintaan tutup galon polos maupun merk untuk Air Minum Dalam Kemasan ( AMDK) di seluruh wilayah Indonesia. Tersedia banyak varian warna cerah untuk permintaan polos maupun merk AMDK.Contact Person :PT. Haliplast Century IndonesiaMobile : 0857 1921 1427 // 0815-8812-741 ( Call/WA )Email  : haliplast.century@gmail.comWebsite : www.suppliertutupgalon.com ","
              Jurumudi, Tangerang            ",Jakarta,Banten,+62 815-8812-741,None,None
PT PUTRA ANDALAN JAYA,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
              Sprinkler irigasi taman, kebun, supplier / distributor / jual sprinkler, kontraktor pemasangan sistem irigasi dan konsultan. Irigasi sprinkler adalah sistem penyiraman tanaman otomatis, alat siram, alat semprot air, sprinkler head, sprinkler taman, sprinkler golf, sprinkler kebun pertanian, rain gun / pop up sprinkler lapangan olahraga, roof garden, drip irigasi vertical wall garden, mist spray untuk green house, nursery kelapa sawit, dust suppression for mining / road, mist / kabut. Produk sprinkler golf, sprinkler taman, impact sprinkler, pop up sprinkler, rotary sprinkler, nozzle, drip sistem, sistem tetes, micro sprinkler, spuyer walet, spray jet, 4 way fogger, fitting, rain big gun, disc filter, fertilizer injector, dosing pump, pressure reducing valve, air relief valve, controller / timer, solenoid valve / remote control valve, quick qoupling valve, box valve, rain sensor, soil moisture sensor, batere/ solar controller Authorised Distributor Hunter, USA * Sprinkler system untuk landscape dan agriculture, Senninger, USA *Wobbler sprinkler dan Mining sprinkler. Antelco , Australia * Mini spray system, landscape , horticulture Azud, Spain * Disc filter, agriculture products Dosatron, France * Fertigation water powered dosing pump Ez-Flo, USA * Fertigation product Irriforce-Yuzuak * Traveller Irrigator, Big Gun, Fogco, USA * Fog cooling and mist special effect, Bermad  * Irrigation valve. Personal berpengalaman dalam proyek irigasi sejak 1997, design dan kontraktor: Landscape: irigasi sprinkler perumahan pribadi, lahan komersial, taman kota, vertical garden, roof garden, memorial park, jalur busway, lapangan olahraga sepak bola,Perkebunan: irigasi impact sprinkler nursery kelapa sawit, drip system, mist system green house, rain gun / big gun dengan pipa aluminium / galvanis , travelling irigasi Pertambangan, dust suppresion untuk pile area, jalan berdebu Golf Course: system sprinkler golf, central controller, satellite, decoder, pump station. Consultant dan designer, kami yang pertama dan satu satunya perusahaan irigasi di Indonesia yang menggunakan licence professional CAD irrigation design software dengan standar pipa yang umum dipakai di Indonesia, standar AW, JIS, SNI untuk pipa uPVC, HDPE dan PPR. Keuntungan dari Irigasi Automatis Apakah Irigasi? Pada awalnya irigasi pertanian melibatkan penggalian kanal dan mengalirkan air sungai ke lahan dan dikenal dengan irigasi terbuka. Dalam perkembangan dipakai irigasi sprinkler yang digunakan pada lahan pertanian, golf course, taman rumah, taman rekreasi maupun lapangan olahraga. Kegunaan sprinkler adalah menyediakan air seperlunya bagi tanaman dan rumput. Irigasi sprinkler mendominasi penggunaan irigasi automatis didunia. Jenis sprinkler antara lain pop up spray head sprinkler, rotor dengan teknologi rain curtain, rotary nozzle, impact sprinkler umumnya digunakan di halaman rumah, taman lingkungan dan golf course sampai ke big gun, rotating sprinkler, moveable irrigator yang lebih besar untuk penggunaan di lahan komersial maupun pertanian seperti lahan tebu, kentang dan jagung. Irigasi automatis low volume juga mulai terkenal karena dengan cara pemakaian yang tepat system ini dapat mencapai efisiensi penggunaan air sampai 98% . Irigasi low volume menggunakan, drip emitter, dripline, bubbler dan micro spray memberikan kebutuhan air secara tepat, perlahan dan merata, langsung ke akar tanaman. Penggunaan controller dan electric valve akan mengatur schedule penyiraman sesuai dengan kondisi cuaca dan kebutuhan tanaman. Seiring dengan perkembangan green building konsep maka trend memanfaatkan lahan hijau dengan cara menggunakan vertical green wall dan roof top garden memerlukan konsep irigasi tersendiri. Tersedianya alat fertilizer injector akan sangat membantu pemupukan. Pertamanan adalah aset yang berharga dan indah bagi lingkungan kita. Taman yang didesign dengan benar akan meningkatkan kualitas hidup di rumah tinggal dan komunitas kita dalam banyak hal antara lain: Menyediakan area yang aman dan berkualitas tinggi untuk bermain, berolahraga dan bersantai. Meningkatkan nilai jual perumahan. Lapangan rumput, perdu dan pepohonan mengurangi tingkat polusi kebisingan sampai dengan 50% . Irigasi sprinkler automatis adalah komponen yang sangat penting dalam pertamanan, menghemat waktu dan penyiraman dengan lebih efisien, lebih tepat sasaran dan lebih merata berdasarkan kebutuhan masing masing tanaman. Hemat waktu : Sistem akan melakukan semua tugas penyiraman untuk anda. Jadwal penyiraman yang teratur akan menghasilkan tanaman yang lebih sehat, lebih hijau dan rerumputan yang lebih merata pertumbuhannya. Hemat air : Automatis system menggunakan lebih sedikit air dari pada penyiraman manual. Hemat biaya : Tagihan air lebih hemat dan tanaman akan hidup lebih indah dan lama. Penyiraman secara manual sepertinya lebih hemat biaya dari pada automatis, tetapi bukan cara yang efisien untuk penyiraman, dan dapat berakibat seperti: Tanaman yang mengering bahkan mati karena kekurangan air. Tanaman mengalami stress yang dapat mengakibatkan kematian akibat kelebihan penyiraman atau jadwal penyiraman yang tidak beraturan. Air terbuang percuma akibat waktu penyiraman terlalu lama dan kemungkinan penyiraman pedestrian, jalan setapak maupun garasi. Biaya lebih tinggi untuk pemakaian air, dan meningkatkan biaya tenaga kerja Memilih Kontraktor Irigasi Keputusan yang paling penting, Investasilah secara bijaksana Pemasangan system irigasi sprinkler secara professional merupakan cara bijaksana untuk membuat taman indah dan akan membuat hidup lebih mudah. Untuk memaksimalkan investasi anda pastikan system di design dan dipasang secara benar oleh tenaga yang ahli dan berpengalaman dibidangnya. Mohon diingat, bahwa masih banyak hal lain yang diperlukan untuk sebuah system sprinkler bukan hanya sprinkler saja. Pemilihan product yang tepat, ukuran pemipaan, pompa, dan alat penunjang lainnya memerlukan suatu profesionalisme tersendiri bukan sekedar tukang pasang pipa biasa. Kontraktor irigasi akan mendesign dan memasang system automatic sprinkler anda dan memastikan produk yang tepat digunakan pada taman anda. Design dan pemasangan merupakan faktor utama yang akan mempengaruhi performance dan umur pemakaian secara keseluruhan.            ","
              Sentra Gading Serpong Blok SG 3 / 23 Jl Boulevard Gading Serpong            ",Tangerang,Banten,+62 878-7883-6908,None,None
Dunia Rak Minimarket,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
Produsen Perlengkapan Supermarket atau Minimarket, kami menyediakan semua kebutuhan Pendukung supermarket atau minimarket Anda. yang sudah ada sejak Tahun 2010, lokasi di Tangerang Banten ","
              pondok alam permai blok E8 No 22 Gembor            ",Tangerang,Banten,+62 821-1364-7899,None,None
PT. ANUGRAH PUTRA KENCANA,"
PREMIUM RUBY
",Kemasan Botol,"
PT. Anugrah Putra Kencana adalah perusahaan yang bergerak dalam bidang perdagangan umum atau industry supply seperti : kimia industri, kimia analis, glassware ( alat-alat laboratorium ), laboratorium instrument, laboratorium equipment, furniture lab ( lemari Asam, wall bench, island bench, balance table, lemari kimia, lemari glassware ), timbangan analis, chain dan kebutuhan industry lainnya.Kami memiliki principal dari Jerman, Rusia, Korea, Japan, China, Taiwan, India, dan juga beberapa pemasok lokal yang mendukung bisnis kami sampai sekarang.PT. Anugrah Putra Kencana corporation specializes in the field of general trading / supply industries such as chemical industry, chemical analysts, laboratory glassware equipments, laboratory instruments / equipments, laboratory furniture ( Fume hood, wall benches, island benches , balance tables, chemicals storage cabinet, glassware storage cabinet ),  analytical balance and chain.We have principals from the following countries: Germany, Russia, Korea, Japan, China, Taiwan, and India, as well as local suppliers who continue in supporting our business.  ","
              Pergudangan Segitigamas Pintu 6 UKM center Jl. Samsung IIc Blok C3i            ",Bekasi,Jawa Barat,+62 821-1399-3562,+62 877-4142-8040,+62 896-0555-3944
CV.BINTANG BOTOL PLASTINDO,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
CV.BINTANG BOTOL PLASTINDO
Usaha yang bergerak dibidang packaging pembuatan botol plastik. Kami melayani Partai besar dan Partai kecil dengan harga yang kompetitif. From our home to yours. Our Products are : 
• Hdpe PET• Botol Herbal• Botol Kosmetik • Botol Air Mineral• Botol Oli & Minyak Rem• Botol hotel  dan masih banyak lagi lainnyaa
All stuff made by order only, you can give any measurements of your bottle and we will make it.
Contact UsEmail  : Bintangbotolplastik@gmail.comPhone               : 0816533839 085720000439 Whatsapp          : +62 822 2220 5499BBM                 : D3549910
www.bintangbotolplastik.net www.bintangbotolplastindo.com ","
              jl.alternatif cibubur Cileungsi km.7 No.63C.Cileungsi Bogor 16820 sebrang Telkom Cileungsi            ",bogor,Jawa Barat,+62 816-533-839,+62 857-2000-0439,None
Omah Dodolan Fiafi,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
              Berdiri sejak awal Agustus 2020. Dengan 4 orang tenaga kerja yang menjadi motor dalam usaha di Omah Dodolan FIAFI ini.Berusaha menyediakan minuman sehat yang terbuat dari buah asli tanpa bahan pengawet, pewarna dan perasa. Meskipun terbilang baru, tetapi bertekad untuk segera bertumbuh dan berkembang agar bisa menjadi UMKM yang naik kelas.            ","
              Taman Bekasi Asri blok F no 9, RT 03/RW.29, Kel. Pengasinan, Kec. Rawalumbu, Bekasi 17115            ",Bekasi,Jawa Barat,085889688462,None,None
CV.changdong Indonesia,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
CV.Changdong Indonesia di dirikan pada tgl 05 Mei 2007, Tujuan didirikan perusahaan adalah memproduksi mesin-mesin pertanian, perkebunan, perikanan, Industri Kecil Menengah dan Usaha Kecil Menengah. demi mendukung percepatan pertumbuhan ekonomi masyarakat menengah kebawah serta membuka lapangan kerja baru. Pada saat ini, CV.Changdong Indonesia memproduksi mesin-mesin pertanian antara lain :
- Power Thresher- Mesin Pengurai Sabut Kelapa- Mesin Pencacah Sampah Organik ( APPO)- Mesin Press Kemasan Hidrolik- Mesin Pres Kemasa- Mesin Pencetak Pellet- Mesin Press Batako- Mesin Paving Blok Hidrolik- Mesin Pencacah Plastik- Mesin Granulator- Mesin Press Bata Merah- Mesin Mixer- Mesin Pirolisis Arang- Mesin Gongsengan Kopi- Mesin Pemipil Jagung- Mesin Hammer Mill atau Penghalus Jagung- Dan masih banyak yang lainnya
Lokasi CV. Changdong Indonesia terletak di Jl. Gondang No.13 RT 01/RW 10 Kecamatan Mustika Jaya, Kota Bekasi -Jawa Barat  CV. Changdong Indonesia memilih bahan baku seperti Plat Mild steel, Kanal UNP, Plat Strip dan Besi Beton, Stainless steel dengan memilih kualitas yang baik. Dan kami juga menerima segala permintaan bahan baku dari setiap costumer kami. Didukung pula oleh Teknisi yang berpengalaman dan terlatih. Pada saat ini CV.Changdong Indonesia menghasilkan produk dan kapasitas disesuaikan dengan permintaan pasar. Konsumen CV.Changdong Indonesia adalah Petani, Pengusaha, Pemerintahan, Swasta dan Rekanan dari pemerintahan di seluruh Indonesia. Visi CV. ChangdongIndonesia: “ Mengutamakan kepuasan pelanggan atas layanan kami ” Misi CV. Changdong Indonesia : “ Meningkatkan mutu dan kualitas, Efisiensi yang ramah lingkungan ”Untuk Informasi Lebih Lanjut Hubungi
CV Changdong IndonesiaJl. Gondang No.13, RT 01/RW10 KecamatanMustika Jaya,Kota Bekasi -  Jawa Barat 17158Hp : 085287938886 - 081280097909 - 08788728889
 ","
              JL. Gondang No.13 Kec Mustika Jaya Kota Bekasi -  Jawa Barat             ",Bekasi,Jawa Barat,+62 852-8793-8886,None,None
CV. HERRY JAYA UTAMA,"
                                    PREMIUM GOLD
                                ",Kemasan Botol,"
              CV. HERRY JAYA UTAMA ( freza_ wa@ yahoo.co.id) Sebagai Sole Agent / Distributor, Jual alat kesling / laboratorium product : Haz Dust, Wohler / woehler, Kimo Instruments, E Instruments, HI-Q, Staplex, Sensit Technologies, Vzor, Partech UK Instruments, dengan ini kami menjual peralatan sebagai berikut : MENJUAL : ALAT SAFETY ALAT TEHNIK CIPIL ALAT INSTRUMENTS ALAT LINGKUNGAN HIDUP ALAT KESEHATAN ALAT UJI AIR ( WATER TEST KIT ) ALAT UJI MAKANAN ( FOOD DETECTION KIT ) ALAT UKUR INTENSITAS SUARA SOUND LEVEL METER ALAT UKUR KEBISINGAN DI AREA KERJA ALAT LABORATURIUM KESEHATAN ALAT UJI EMISI / GAS BUANG INSENERATOR RANSEL TAS PUNGGUNG PEMADAM KEBAKARAN MICROSCOPE ALAT UKUR NOISE DOSIMETER ALAT UKUR KEBISINGAN PERSONAL VIBRATION METER ALAT UKUR GETARAN HUMIDITY METER ALAT UKUR KELEMBABAN ALAT UKUR SUHU ALAT UKUR KECEPATAN ALIRAN UDARA LUX METER ALAT UKUR INTENSITAS CAHAYA ALAT UKUR KEDALAMAN TANGKI MINYAK WBGT METER ALAT UKUR IKLIM KERJA DEEP STICk MIST BLOWER STIHL CHAINSAW STIHL TMBANGAN KURSI RODA SPECTROPHOTOMETER MICROSCOPE BLOOD LEAD TEST INCUBATOR WATER ANALYS Kami Juga Menyediakan IPAL untuk puskesmas atau rumah sakit.            ","
              Komplek Samudera Indonesia A3 no. 6 Jl. Tole Iskandar            ",Depok,Jawa Barat,+62 812-1226-5508,None,None
