Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
CV. JAYA MAKMUR ABADI,"
PREMIUM RUBY
",Kontraktor,"
CV. Jaya Makmur Abadi, perusahaan yang bergerak dibidang perdagangan umum Material Konstruksi & material lainnya, dan telah berpengalaman lebih dari 10 Tahun. 
Berdiri sejak Tahun 2005 dengan nama Jaya Makmur Abadi, dan diresmikan pada tahun 2010 oleh notaris Edward Agustin menjadi CV. Jaya Makmur Abadi. 
CV. Jaya Makmur Abadi bekerja sama dengan beberapa Pabrik & Distributor Material dan hingga kini sudah melayani lebih dari 900 pelanggan, yang terdiri dari pelanggan pribadi/perusahaan baik dari dalam & luar daerah di Indonesia. 
 
Visi & Misi : 


Menciptakan sistem perusahaan yang sistematis & fleksibel dalam hal pelayanan.
Menciptakan lapangan kerja & Sumber daya Manusia yang terampil, profesional& handal. 
Menciptakan pelayanan & kerjasama yang berkesinambungan dengan pelanggan.
Menjadi perusahaan multinasional yang dapat memberi sumbangsih terhadap perekonomian di Indonesia. 

CV. Jaya Makmur Abadi.General Supplier & Trading : Besi Beton & Baja. Rangka Baja Ringan & Atapnya.Aluminium Kusen Pintu & Jendela.Plywood & Kayu lainnya.Pipa Paralon & Pipa Lainnya. 
Keramik & Granit.Perlengkapan Sanitary. Aksesories Pintu & Jendela.
Segala jenis Kaca Bangunan.Aluminium Composite Panel.Kawat Baja & Besi. 
Karpet Import & VINYL. Kusen, Pintu & Jendela Kayu. Windows Fashion.Mekanikal Elektrikal.Meubelair Kantor & Sekolah.
Pipa HDPE.Pipa Air Panas.HPL.Cat.Pipa Gorong-Gorong.Plat Kapal.Dll.
Untuk melengkapi kebutuhan pelanggan, kami juga menyediakan Jasa Kontraktor, Jasa Arsitek & Jasa Konsultan.
Untuk informasi lebih jelas, dapat menghubungi Marketing kami.
Terima kasih. www.jayamakmurabadi.co.id
CV. Jaya Makmur Abadi 
Jl. Brigjend Katamso No. 2 Samarinda. Kalimantan Timur 75117.Telp : 0541-7802915Fax. : 0541-766315Email : sales@jayamakmurabadi.co.id
 

 
 ","
              Head Office :Jl. Brigjend Katamso No. 2. Samarinda. Kalimantan Timur ",Samarinda ,Kalimantan Timur,+62 823-5215-3244,+62 813-4942-8940,+62 852-4900-5619
PT. TRIPUTRA JAYA MAKMUR,"
PREMIUM RUBY
",Kontraktor,"
PT. TRIPUTRA JAYA MAKMUR General Supplier, Contractor & Sub-Contractor Sipil- Arsitektur - Mekanikal & Elektrikal. 
Mulai berkarya dalam bidang Perdagangan umum barang & Jasa untuk melayani infrastruktur di Kalimantan Timur sejak tahun 2005, berawal dengan nama CV. TRIPUTRA JAYA MAKMUR diresmikan pada tahun 2015 oleh Notaris Samarinda. Kemudian pada Tahun 2020, mendirikan perusahaan PT. TRIPUTRA JAYA MAKMUR.Kami menawarkan Jasa Kontraktor & Sub-kontraktor khusus wilayah Kalimantan dengan keterangan pekerjaan sebagai berikut :ARSITEKTUR 

Perumahan tunggal dan Koppel serta perawatannya.
Perumahan multi hunian beserta perawatannya.
Bangunan pergudangan dan industry beserta perawatannya
Bangunan komersial beserta perawatannya.
Bangunan non perumahan serta perawatannya.
Fasilitas pelatihan sport di luar gedung, tempat rekreasi serta perawatannya.
Pertamanan serta perawatannya.
Pemasangan aksesoris bangunan serta perawatannya.
Pekerjaan dinding dan jendela serta perawatannya.
Pekerjaan interior termasuk perawatannya.
Pengerjaan logam.
Pengerjaan kayu.
Pengerjaan bangunan dan gedung.
Pengerjaan Kaca & Aluminium.
Pengerjaan Aluminium Composite Panel

ELEKTRIKAL

Pembangkit tenaga listrik semua daya beserata perawatannya.
Pembangkit tenaga listrik dengan daya maksimal 10MW beserta perawatannya.
Jaringan transmisi tenaga listrik baru dan terbarukan beserta perawatannya.
Jaringan transmisi tenaga listrik tegangan tinggi dan ekstra tegangan.
Jaringan transmisi telekomunikasi serta perawatannya.
Instalasi kontrol dan instrumentasi serta perawatannya.
Instalasi listrik gedung dan pabrik serta perawatannya.
Instalasi listrik lainnya serta perawatannya.

 MEKANIKAL

Instalasi pemanasan, ventilasi udara dan AC serta perawatannya.
Perpipaan air dalam bangunan serta perawatannya.
Instalasi pipa gas dalam bangunan serta perawatannya.
Insulasi dalam bangunan serta perawatannya.
Instalasi lift dan escalator serta perawatannya.
Pertambangan dan manufaktur serta perawatannya.
Instalasi thermal, bertekanan, minyak, gas, pekerjaan rekayasa serta perawatannya.
Konstruksi alat angkut dan alat angkat serta perawatannya.
Konstruksi perpipaan minyak, gas, dan energy serta perawatannya.
Fasilitas produksi penyimpanan minyak dan gas serta perawatannya.
Jasa penyedia peralatan konstruksi.

 PEKERJAAN SIPIL

Jalan raya dan jalan lingkungan serta perawatannya.
Lapangan terbang dan runway serta perawatannya.
Jembatan serta perawatannya.
Terowongan serta perawatannya.
Jalan bawah tanah serta perawatannya.
Pelabuhan dan dermaga serta perawatannya.
Drainase kota serta perawatannya.
Bendungan serta perawatannya.
Irigasi dan drainase serta perawatannya.
Pengerukan dan pengurukan serta perawatannya.
Pekerjaan penghancuran.
Pekerjaan penyiapan dan pengupasan lahan.
Pekerjaan penggalian dan pemindahan.
Pekerjaan pemancangan.
Pekerjaan pondasi.
Pekerjaan kerangka atap serta perawatannya.
Pekerjaan pembetonan.
Pekerjaan konstruksi baja serta perawatannya.
Pekerja pelaksana khusus lainnya.

Untuk informasi lebih jelas, hubungi Marketing kami. Email : triputrajayamakmurindonesia@yahoo.com
  ","
              Head Office :Panin Tower 8th Floor Jl. Jenderal Sudirman No.7 Klandasan Ilir, Balikpapan.Branch Office :Jl. Brigjend Katamso No. 2A Samarinda. ", ,Kalimantan Timur,+62 858-4906-8419,+62 831-5376-6410,None
PT. Jaya Persada Nusantara,"
PREMIUM RUBY
",Kontraktor,"
PT. Jaya Persada Nusantara Jasa Kontraktor Lapangan Olahraga yang berdiri lebih dari 33 tahun, Spesialisasi jasa kontraktor Pembuatan Lapangan dan Renovasi sarana Lapangan Olahraga yang meliputi Kontraktor lapangan tenis, Kontraktor lapangan basket, Kontraktor lapangan futsal, Kontraktor lapangan badminton, Kontraktor lapangan voli, kontraktor lapangan lintasan lari, Kontraktor lapangan Squash, Area bermain anak-anak dan Kontraktor lapangan multifungsi.PT. Jaya Persada Nusantara siap memberikan solusi untuk Anda mewujudkan lapangan olahraga yang paling ideal dengan biaya yang terjangkau dengan Kualitas yang Baik. Produk dan jasa yang kami tawarkan adalah produk khusus pelapisan permukaan sarana lapangan olahraga beserta jasa di aplikasikan di tempat, dengan spesialisasi material He’Pro™ Rubber Cushion Technology USA yang dapat memperbaiki beton yang rusak separah apapun, Lapangan / Lantai Aspal yang rusak, Retak tanpa harus Dibongkar Secara Keseluruhan/total. Produk kami dapat diaplikasikan baik untuk kebutuhan lapangan indoor maupun lapangan outdoor, karena teknologi He’Pro™ Surface memiliki resistensi yang kuat terhadap sinar ultraviolet dan air hujan. Kami dapat mewujudkan harapan anda untuk meminimumkan biaya, karena kami memiliki teknologi Coating dari teknologi USA / asing namun sarat kandungan material lokal, sehingga klien kami dapat menghemat biaya, menikmati lapangan olahraga berkualitas dengan harga yang ekonomis. Kami juga melayani jasa renovasi lapangan / perbaikan lapangan olahraga baik lapangan tenis, lapangan badminton, lapangan futsal, lapangan basket, lapangan voli, lapangan lintasan lari, lapangan Squash, Area bermain anak-anak dan lapangan multifungsi dengan metode terbaru yang lebih ekonomis, tanpa perlu dibongkar ulang.Anda dapat mengubungi kami untuk informasi lebih lanjut dan terinci untuk mendapatkan Estimasi biaya. Pengalaman kami Sejak Tahun 1977 dalam sport court surfacing technology di seluruh Indonesia, kami adalah partner yang tepat untuk perusahaan Anda dalam melakukan kerja sama di pembuatan atau renovasi Lapangan Olahraga khususnya renovasi lapangan / perbaikan lapangan olahraga baik lapangan tenis, lapangan badminton, lapangan futsal, lapangan basket, lapangan voli, lapangan lintasan lari , lapangan Squash, Area bermain anak-anak dan lapangan multifungsi. Hubungi kami segera untuk mewujudkan keinginan Anda di dalam produk dan jasa yang Anda perlukan pada lapangan olahraga dengan produk He’Pro™ Surface yang berkualitas, tahan lama, gesekan dan Tahan terhadap sinar ultraviolet.Contact Person :Hermawan BudionoTelp. : 021-5375585 / 081285175563 / 08164824272Fax  : 021-5377364Website : www.jaya-sportbuilder.com www.kontraktorolahraga.comEmail : info@ jaya-sportbuilder.com        jaya_sportbuilder@yahoo.com        jayapersada7@gmail.com ","
              Komp. Ruko BSD Blok RF 2 No.19 Sektor 1-2 Serpong            ",Tangerang,Banten,+62 816-4824-272,None,None
Keep Smile Playground,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
              Keep Smile adalah unit usaha manufaktur PT Reka Bersama Solusindo yang bergerak dibidang pembuatan wahana waterpark, themes art, sipil umum, kontruksk baja, landscaping, dan peralatan permainan anak seperti indoor – outdoor playground, peralatan permainan air, outbond, dll. MENGAPA HARUS KEEP SMILE? ( KEUNGGULAN KOMPETITIF) 1. Harga bersaing ( boleh diadu) 2. Tingkat keamanan yang tinggi ( high safety) 3. Estetika yang indah dan membuat anak betah untuk belajar sambil bermain 4. Kualitas yang baik 5. Produk dapat disesuaikan dengan kebutuhan pelangganCall/wa :082211680000 /0817117009 /0817117002            ","
              Jl.Pahlawan Raya 35A, Taman Rempoa, Rempoa-Ciputat (samping mama laundry)            ",Tangerang Selatan - Jakarta Selatan (perbatasan),Banten,0817117009,+82 2-116-8000,0817117002
ZULINDO JAYA MANDIRI,"
PREMIUM RUBY
",Kontraktor,"
ZULINDO JAYA MANDIRI merupakan Perusahaan yang Siap Membantu Anda dalam Bidang :• Penyediaan, Pemasangan dan Perawatan Filter AHU• Pengadaan dan Perawatan berbagai Type AC• Pengerjaan Konstruksi Besi, Aluminium, Stainless• Kontraktor HV AC untuk Ruang Operasi, Ruang Isolasi dan Ruang CCSD (Pusat Sterilisasi)Dan telah Melayani Berbagai Instansi dan Perusahaan Ternama, Khususnya di Area Jawa Tengah. Beberapa diantaranya :• RSUD KRMT WONGSONEGORO• RSUD IR SUKARNO SUKOHARJO• RSI KENDAL• RS Kariadi• RS Roemani• RS Elisabeth• Telkom• PT Indofood• Ciputra• Perusahaan Farmasi dan Mall di SemarangUntuk diluar Jawa Tengah beberapa diantaranya :• RS Bunda Lhoksumawe, Makasar dan Kalimantan.""Pelayanan Terbaik, Tepat, Efisien adalah Semangat Kami""-----Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP).
• Phone : 0813-2542-2349 (Peni Eka Prastyawati)
• e-Mail : zulindo.jayamandiri@gmail.com• Website : www.ZulindoFilterSemarang.com
 ","
              KANTOR PUSAT📍 Jln. Condrokusumo Raya No. 21-D Bongsari Semarang BaratPHONE / WHATSAPP☎️ 0813-2542-2349—            ",SEMARANG,Jawa Tengah,+62 813-2542-2349,None,None
PT PANGESTU MEGA GRAHA,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
              PT PANGESTU MEGA GRAHA, anak perusahaan dari PANGESTU GROUP yang bergerak dalam bidang fabrikasi konstruksi baja untuk gudang ataupun pabrik dan konstruksi bidang sipil. Sebagai perusahaan yang bergerak di bidang jasa konstruksi dan di bidang jasa penunjang konstruksi ( pra-konstruksi ) , kami memberikan pekerjaan pelayanan sebagai berikut : 1. Penyediaan Lahan tanah untuk industri sesuai kebutuhan dengan lokasi strategis, dekat pelabuhan internasional dengan harga terjangkau. 2. Pengurusan perijinan Industri ( IMB, ijin HO, UKL-UPL, SIUP, TDP, IUI ) sampai dengan perijinan Kawasan Berikat. 3. Pekerjaan Pengurugan, galian tanah dan pemerataan lahan. 4. Pekerjaan Pembersihan Lahan. 5. Desain, fabrikasi, pemasangan pekerjaan konstruksi rangka atap baja. 6. Pekerjaan konstruksi bidang sipil ( bangunan gedung, kantor, selokan, paving, pagar ) . 7. Instalasi Listrik / electrical.            ","
              JL. MAJAPAHIT NO 76            ",SEMARANG,Jawa Tengah,+62 877-3426-3783,None,None
Karya Hutama Mandiri,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
Karya Hutama Mandiri adalah Specialis dibidang Property, mulai dari Design Denah Lantai, Gambar Tampak, Potongan, Perhitungan Konstruksi dan RAB (Rancangan Anggaran Biaya).Kami memulai Usaha Jasa Konstruksii sejak tahun 1989, mulai dari Pembangunan Gudang, Ruko, Rumah Tinggal Mewah, Perkantoran, Gedung Pertemuan.Visi kami adalah Bertekad untuk menjadi sebuah perusahaan jasa konstruksi dengan kualifikasi & kompetensi, serta berorientasi bisnis secara Profesional.Misi kami adalah Menjadi perusahaan yang terdepan dalam bidangnya dengan selalu memberikan pelayanan, mutu dan kualitas serta solusi yang terbaik guna kepuasan dan harapan setiap pelanggan kami.---*Note : Hubungi Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing. ","
              Jagalan Solo, Jawa Tengah, Indonesia            ",Solo,Jawa Tengah,+62 851-0232-0077,None,None
Sentra Kerajinan Wahana Waterboom Composite,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
Sentra Kerajinan Wahana Waterboom Composite.Kami memproduksi beraneka ragam model wahana seluncuran untuk waterboom dan waterpark. Dengan menggunakan material composite yang terbukti lebih tahan lama.Kami menerima Jasa Konsultasi Waterpark, Jasa Perencanaan Waterpark dan Jasa Pembangunan Waterpark.
Jenis Jenis Wahana Waterboom yang kami produksi :

Wahana Tornado Slide
Wahana Space Bowl Slide
Wahana King Cobra Slide
Wahana Slip n Fly
Wahana Kamikaze Slide
Wahana Free Fall Slide
Wahana Thrill Slide
Wahana Spiral Body Slide
Wahana Rafting Slide
Wahana Tube Slide
Wahana Race Multilane Slide
Wahana Adventure Slide
Wahana Big Jump Slide
Wahana Ember Tumpah
Wahana Family Slide
Wahana Bermain Anak RPTRA
Playground RPTRA
Alat Fitness Outdoor RPTRA
Patung Composite
Ornamen Composite
Custom Product

GARANSI 1 TAHUN (service & spare part)GARANSI 5 TAHUN (ketersediaan spare part)
Untuk mendapatkan Informasi dan Cara Pemesanan silahkan menghubungi kami melalui: Tlp/SMS : 0821 3660 8248 (09.00-15.00) Whatsapp : 0821 3660 8248 (09.00-21.00) email : sales.rajafiber@gmail.com, rajafiber.info@gmail.com ","
              Dukuh Cebukan RT 04/05 Desa Sonorejo Sukoharjo Jawa Tengah            ",Sukoharjo,Jawa Tengah,+62 821-3660-8248,None,None
FOCUS MANDIRI PERDANA,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
Dear Costumer,
CV. FOCUS MANDIRI PERDANA sebagai perusahaan yang sedang berkembang bergerak di bidang JASA KONSTRUKSI SIPIL & MEKANIKAL ENGINEERING yang telah berbadan hukum dan berdomisili di Kota Surabaya. 
 
Sejalan dengan VISI dan MISI perusahaan dalam memberikan layanan, kami selalu berpegang pada asas manfaat yang optimal bagi pengguna jasa. Dengan didukung para profesional muda yang optimis, dinamis dan berkomitmen tinggi.
Bidang Kegiatan CV. FOCUS MANDIRI PERDANA :
A. Jasa Kontraktor Sipil Gedung
B. Jasa Konstruksi Baja
C. Jasa Perencana & Pengawasan
D. Jasa Fabrikasi & Instalasi Mekanikal Elektrikal Industri
 
Best Regards, 
 
CV. FOCUS MANDIRI PERDANA
Civil construction & mechanical engineering
Web : www.focus-contractor.com
Email : focus.mperdana@ gmail.com
 
Office : 
Jl. Manyar Tirtoasri I No. 4 Surabaya 60117
 
Telp. : 
031– 99445468
 
HOTLINE : 081 1334 9454
 
: kontraktor sipil surabaya | kontraktor surabaya | kontraktor mekanikal| kontraktor pergudangan | kontraktor gudang | konstruksi baja | jasa konstruksi | kontraktor rumah | kontraktor rumah surabaya | kontraktor perumahan | kontraktor ruko | kontraktor elektrikal | renovasi bangunan | renovasi gedung | jasa renovasi kantor | jasa renovasi | jasa renovasi rumah | jasa renovasi interior | jasa renovasi surabaya | jasa renovasi rumah surabaya | jasa bangun rumah surabaya | renovasi ruko | paving blok | konstruksi billboard | konstruksi neon box | konstruksi neon sign | konsultan perencana | desain interior | konsultan | desain lansekap | konsultan proyek | konsultan pengawas | desain | desain rumah | jasa desain | desain gedung | desain gudang | desain ruko | jasa pengurusan imb surabaya 
  ","
              Jl. Manyar Tirtoasri I No. 4 Surabaya            ",60117,Jawa Timur,+62 811-3349-454,None,None
PT SEAN INDONESIA,"
                                    PREMIUM GOLD
                                ",Kontraktor,"
PT SURYA ENERGI ANUGERAH NUSANTARA INDONESIA ( PT SEAN INDONESIA ) was established in  2017, and rapidly grew into and aggressive and commited distributor of industrial, General Contractor, Mechanical & Electrical, Civil and Construction, Logistic Solutions, Design and Supply. 
In the General Contractor, Mechanical & Electric, Civil and Construction, Design & Supply, PT SEAN INDONESIA has M1 category ( Grade 5 ) & NFPA Member* Scope of work PT SEAN INDONESIA *
• GENERAL CONTRACTOR, MECHANICAL & ELECTRIC, CIVIL & CONSTRUCTION, DESIGN & SUPPLY ( M1 category – Grade 5 ) – NFPA MEMBER
• SAFETY SPECIALIST of FIXED FIRE FIGHTING SYSTEM, FIRE DETECTION & GENERAL ALARM SYSTEM
• SAFETY SPECIALIST of BUILDING, INDUSTRIAL ,MARINE FIRE PROTECTION SYSTEM & EQUIPMENT AND LIFE SAVING
• A PROFESSIONAL SUPPLIER for INDUSTRIAL SECTIONAL DOORS, LOADING DOCK SYSTEMS, HIGH SPEED DOORS, & AUTOMATION SYSTEM
• MATERIAL HANDLING, WAREHOUSE EQUIPMENT & SAFETY EQUIPMENT
• STORAGE RACKING SYSTEM, SOLUTION OF AS/RS, AUTOMATION EQUIPMENT,  WAREHOUSE PROTECTION • MPM PLASTIC PROTECTIONS• SOLAR PANEL, SOLAR SYSTEM, SOLAR INVERTER, SOLAR COMPONENT
• RENTAL FORKLIFT, HAND PALLET  - SERVICE AND SPARE PART
• APPLIANCES CUSTOMIZED FILTRATION, WORK OF RUBBER SEALS, VITTON, PU, NBR, GRAPHITE, NYLON etc
• SEAN Conveyor Product's gravity roller conveyors are available in many sizes and configurations. Gravity roller will convey light, medium, and heavy loads that have firm flat bottoms such as cartons, totes, cases, skids, drums, etc.
Through ingenious design and quality that’s proven and tested, Sean Indonesia is the supplier for product to many Foreign Based Companies ( PMA ) in the manufacturing, Pharmaceutical, Chemical ,cigarette Industrial and others. 
We company’s commitment is simple and yet something that we sincerely wish for all of our customers, Principals, employees, and shareholder... “  We serve, innovation and solution “  ","
               Office : The Taman Dhika Cluster Boulevard BL 8 No. 8 , Jl Kesatrian Buduran - Sidoarjo 61252            ",Sidoarjo,Jawa Timur,+82 12-228-5168,None,None
