Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
CV. MEGASUKSES,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
              Support industri, Industrial supplier. Menyediakan segala support industri, komponen electronics, IGBT Power Modules, Standard Parts, Spare Parts Mesin, Aksesoris fargo printer hdp 5000, YMCK Ribbon, Film Ribbon, cleaning kit dll. Interested, please call or send message via email Komponen elektronik: MITSUBISHI IPM DIPIPM Tyristor Module MOSFET Modules Darlington/ Transistor Module HVDIODE Modules IGBT Modules SANREX Thyristors IGBT Modules 3 Phase SCR 3 Phase Diode Diode Module Diode Bridge Thyristor Module Stud Tyristor Darlington Mosfet Triac IXYS POWER SEMICONDUCTOR MIDORI POTENTIO METERS SAKAE POT EUPEC Thyristors IGBT Modules Thyristor Module Diode Module Disc Tyristor Stud Tyristor SEMIKRON Thyristors IGBT Modules Thyristor Module Thyristor / Diode Modules Diode Bridge 3 phase Diode Module Disc Tyristor & Diode Stud Tyristor & Diode Darlington Mosfet FUJI ELECTRIC IGBT Modules PIM IGBT Modules 6-Pack IGBT Modules 4-Pack IGBT Modules 2-Pack IGBT Modules 1-Pack IGBT Modules IPM IGBT Discr TOSHIBA IGBT Module CRYDOM Solid State Relays SIEMENS Disc Thyristor IR / VISHAY IGBT Diode Thyristor Module Thyristor Diode Module Diode - Module Stud thyristor SCR - M NIHON Diode Module Diode Bridge Disc Thyristor GTO   Jika Anda berdomisili di Indonesia | Jakarta | Bandung | Bogor | Tangerang | bali | pekanbaru | yogyakarta | pontianak | banjarmasin | balik papan | bekasi | batam | semarang | surabaya | medan | banda aceh | makasar | palembang | padang | pontianak | cari IGBT| komponen elektronik | kami siap kirim ke kota anda, seluruh indonesia | cek harga | distributor | agen | terlengkap            ","
              Komplek Ruko San Fransisco, Blok A1 No 14, Depan Perum. Putri Tujuh, Batu Aji

Telp : 0778 3850407: WA 081283446344,  081276662006            ",Batam,Kepulauan Riau,+62 812-8344-6344,None,None
PT GRESINDO MAS UTAMA,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"

PT GRESINDO MAS UTAMA adalah perusahaan General Trading bergerak dibidang pengadaan barang dan jasa seperti Elektrikal, Mekanikal, instrument , automation dll.

 

Kami menyediakan kebutuhan pendukung industri seperti PLC, Inverter, Encoder, Tension systems, Pneumatic, Hydraulic, Sensor, Actuator, Valve, Clutch& brake, Cable, Lamps, dll.    

 

Ada banyak industri yang kami dukung seperti automotive industri, packaging industri, steel industri, Contractor, dll Dibawah ini adalah beberapa contoh produk yang dapat kami supply :      

 

PRODUK JEPANG : SUMITOMO, HITACHI, TAMAGAWA, SHIMPO, TAKENAKA, MITSUBISHI,  SUNTES, MINEBEA, THK, WATANABE, SHINKO, SHIMADEN, NISSEI, TERAL, SHOWA DENKI, TOSHIBA, TAIYO, YAMATAKE, SAKAI, TAKAHIRO, NMB, OGURA, ORIENTAL, SANYO DENKI ETC.    

 

PRODUK EROPA & USA : FLUKE, ENIDINE, MARSH BELLOFARM, VAISALA, BAUMULLER, SIEMENS, DWYER, JOHNSON CONTROL, HAMMOND VALVE, SPIRAX SARCO, WEST INSTRUMENT, EATON, ORTLINGHAUS, WARNER ELECTRIC, WICHITA, TWIFLEX, SCHMIDTZ, etc.    

 

Untuk produk dan harga dapat menghubungi kontak marketing kami dibawah ini :
Kontak : Arief N
Mobile  : 0853 1002 5656
E-mail  : ariefgmu@gmail.com
 ","
              Jl. Kelapa Puan 26 AK6/25 Gading Serpong 15810 Tangerang            ",Tangerang,Banten,085310025656,None,None
PD KING PLASTIK,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
Produksi berbagai macam produk  extrusion antara lain media MBBR / kaldnes, sedotan  dan Tali Rafia berbagai macam pilihan dan warna ( hitam, abu2, merah, biru, hijau, kuning, pink, ungu, putih, coklatt) roll/ gelondongan 40 - 50kg dan kemasan roll kecil sesuai permintaan antara 3 ons s/ d 1 kg melayani penjualan kiloan ( karungan) maupun yang sudah dipacking sesuai permintaan.. Cocok bagi anda yang masih mencari peluang usaha home industri, kami juga menyediakan mesin gulung tali, perakitan mesin extrusion, mesin tali rafia dan mesin sedotan. mesin penghasil sedotan, tali rafia, dll dgn harga bersaing
Kami menerima pesanan produk khusus (costum profil extrusion) seperti profil2, hollow, pipa, price tag dll            ","
              Jl. H Joan No. 46 Pondok Jagung, Graha Raya, Bintaro, Serpong            ",Tangerang,Banten,+62 851-0072-0039,None,None
PT. DWIYUDHA JAYA MANDIRI,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
              Kami adalah Perusahaan Trading dan Importir yang bergerak dalam bidang Mesin High Frequency, Mesin Welding ( Penyambung) Plastik, Mesin pembuat bahan Map Plastik, ATK, Mesin Pembuat Kosmetik, Pasta Gigi, Balon, kolam Plastik, Kantong kain sintetis ( Cooton bag) , Tas Plastik, Dus Plastik, Box Plastik makanan ringan/ kue, Mainan anak, Mesin Emboss Sepatu, Sandal, dan lain sebagainya, berikut Spare part dan Jasa Perbaikan service, Belt Convayor Khusus untuk makanan dan Pabrik Semen, Rotary Joint ,Dll Distributor plastik PVC Sheet/ lembaran dari tebal 0, 50 - 5 mm warna transparant, hijau, biru dll. Mesin-Mesin Pembuatan/ Penyambungan semua bahan dari Plastik dan sejenisnya. Semua mesin yang kami jual mendapatkan garansi dan after sales service selama 6 bulan.            ","
              Ruko perum Banjar Wijaya blok B1 no 15, Jl. KH Hasyim Ashari, Cipondoh            ",Tangerang,Banten,+62 877-7700-0488,+62 816-1970-534,None
PT Biruni Geo Pratama,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
Tahun 2007 kami memulai usaha dibidang penjualan alat survey dan pemetaan seperti GPS, Total Station, Theodolite,echo sunder, water pass, Laser distance meter dan alat pendukung lainnya seperti software dan peta digital. Tahun 2008 kami mulai ekspansi dengan memasarkan  teleskop dan binocular. Kami berusaha memberikan total solusi dibidang survey dan pemetaan, kami tidak hanya menjual dengan harga terbaik tetapi kami juga memberikan layanan support seperti konsultasi dan training pemakaian alat.
 
Didukung tenaga dibidang survey specialist ( Geodetic Engineer), kami berusaha memberikan solusi masalah-masalah teknis dibidang survey dan pemetaan. Karena membuat peta bukan sekedar menarik meteran tapi banyak sekali faktor-faktor yang perlu dipertimbangkan seperti  transformasi koordinat dan proyeksi.Saat ini kami juga melayani Jasa service, Kalibrasi dan rental alat survey dan Jasa Survey teristris dan pemetaan udara 
 
Visi dan Misi kami :
 


Menjadi mitra yang sinergi  bagi Perusahaan atau perorangan yang membutuhkan alat survey dan pemetaan.
Memajukan dunia survey dan pemetaan di Indonesia, dengan menyediakan alat yang bermutu dan didukung support teknis yang benar.
Mampu bersaing menghadapi era ekonomi global, dengan menjadi perusahaan yang bisa berskala nasional.


 
 
Apa kelebihan kami
 


Kami ditunjuk sebagai reseller resmi untuk memasarkan alat survey merk : Leica, Trimble, Nikon, Spectra,Topcon, Geomax.
Tahun 2009 kami ditunjuk authorized dealer untuk produk Teleskop dan binocular merk Celestron
Tahun 2012 kami ditunjuk sebagai authorized dealer untuk Produk GPS merk TOMTOM
Tahun 2016 kami ditunjuk untuk memasarkan Drone Merk DJI dan UAV Fixwing

 ","
              Mall WTC Matahari Serpong Lantai 2 blok S20 Tangerang
021- 53153871  021-7410545 Fax 021-7410064
Email : info@biruni.co.id  http://www.biruni.co.id
SMS/WA/Call : +6281298737575            ",Tangerang Selatan,Banten,+62 812-9873-7575,None,None
SURVINDO . CV,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
Anda dapat menghubungi kami di :

RUKO WISMA HARAPAN BLOK E1-NO.34 Jl. Regensi 2, Gembor, Periuk, TANGERANG 15131, Banten - Indonesia

Telepon :

( 021 ) 2943 3824

Handphone & WA :

0896-1574-0924

E-mail :cv.survindo@yahoo.co.id
cv.survindo@gmail.com
Account Bank :
BCA, Mandiri, BNI, BRI ","
              RUKO WISMA HARAPAN BLOK E1-NO. 34 Jl. Regensi 2, Gembor, Periuk, Tangerang.             ",TANGERANG,Banten,+62 896-1574-0924,+62 812-8855-0107,None
CV. AIRMAS TEKNIK,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
CV. AIRMAS TEKNIK
PERUSAHAAN YANG BERDIRI SEJAK 12 NOVEMBER 2012 YANG BERGERAK DALAM BIDANG :

SUPPLY DIESEL GENSET SPAREPART
PANEL ELECTRIC
MAINTENANCE SERVICE MECHANICAL ELECTRIC
REPAIR AND REWINDING GENERATOR / INDUCTION MOTOR
SALE AND RENTAL DIESEL GENSET
JUAL BELI DAN SEWA UNIT GENSET

Supply Diesel Genset 10-1500 KVA, Untuk kebutuhan industri, proyek, gedung, rumah sakit, perhotelan, perkantoran, rumahan, restoran, cafe, kampus dan kebutuhan anda lainnya.Merk-merk genset yang kami supply adalah:

MITSUBISHI
CATERPILLAR
ISUZU
KOMATSU
DEUTZ
YANMAR
DENYO
KUBOTA
CUMMINS
MERCEDES BENZ
MWM
MAN
PERKINS
LOVOL
FOTON
-DLL.

CV. AIRMAS TEKNIK, MELAYANI PENJUALAN GENSET SECOND HAND DAN PEMBELIAN SEBAGAI BERIKUT 1. JUAL GENSET SECOND HAND CONDITION 80%2. SEWA GENSET UNTUK PROJECT 10-1500 KVA3. TERIMA TUKAR TAMBAH GENSET BEKAS, CAPACITY 10 KVA S/D 1500 KVA 4. TERIMA GENSET BEKAS BERCAPACITY MULAI DARI 10 KVA S/D 1500 KVA MELAYANI MAINTENANCE SERVICE BERKALA DAN OVER HAUL. - OVERHAUL - TOP OVERHAUL- GENERAL OVERHAUL - MAYOR OVERHAUL- SERVICE BERKALA INFORMASI LEBIH LANJUT DAPAT MENGHUBUNGI KAMI. Sebuah hubungan Business dapat berlangsung lama karena kepercayaan dari dua belah pihak, disini kami sebagai pihak seller, akan memenuhi semua kewajiban kami dengan sebaik-baiknya tanpa ada maksud sedikitpun untuk merugikan pihak buyers, karena kami percaya bahwa hubungan baik adalah kunci dari sebuah Business yang sukses.CV. AIRMAS TEKNIK MEMILIKI REKANAN DAN HUBUNGAN KERJA DENGAN BANYAK CLIENT YANG SAMPAI SEKARANG MASIH BERJALAN DENGAN ERAT. KARENA CV. AIRMAS TEKNIK MEMILIKI SDM YANG BERMUTU, KEPERCAYAAN DAN CAPABILITY YANG SELALU DIJAGA UNTUK MELAYANI CLIENT SEHINGGA JALINAN DAN HUBUNGAN KERJA TERUS BERLANGSUNGSebuah Kepercayaan dan Hubungan didalam bisnis akan tetap terjalin apabila pihak-pihak yang terlibat didalamnya bisa saling PERCAYA, MENJAGA dan PROFESIONAL. Salam Sejahtera, CV. AIRMAS TEKNIK            ","
              Jl. Raya Perancis No. 88A RT. 01/09 Kel. jatimulya, Kec. Kosambi, Kab. Tangerang            ",Kab. Tangerang,Banten,+62 812-9516-6610,None,None
PT. BEN GOLAN BERKARYA,"
PREMIUM RUBY
",Elektronik Konsumen,"
Selamat Datang di Website PT. Ben Golan Berkarya. Kami merupakan perusahaan yang bergerak dalam industri Alat Proteksi Diri dan Keamanan, Alat Pertahanan Diri, Eye Protection, Face Protection, First Aid Kit, Alat Detector, Hearing Protection, Masker, Rompi, Helmet, Fire Extinguisher, Marka Jalan, Safety Shoes, Marine Equipment, Safety Sign, Head Protection, Wearpack, Sarung Tangan, EEBD (Emergency Escape Breathing Escape), Eye Wash, Body Harnes, GPS DAN NAVIGASI, Material Handling, dll.Kami Adalah Perusahaan Berkembang Yang Melayani Penjualan Secara Eceran Dan Grosir Ke Seluruh Indonesia. Menyediakan Segala Perlengkapan Untuk Keselamatan Kerja (Safety Equipment) Dan Perlengkapan Perkapalan (Marine). Kami Juga Menerima Pesanan Khusus Untuk Seragam Kerja,Pdh/Pdl Dan Menerima Pesanan Khusus Kabel Tray.

MEDAN:
Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan Sumatera Utara 20238
 
JAKARTA:
MGK Kemayoran Lantai GF Blok A3 No.2 Jalan Angkasa Kav.B6 Kota Baru Bandar Kemayoran, Jakarta Pusat
 
BALI:
Simpang 6, Jl.Pulau Rembulan No 15 Denpasar - Bali  ","
              Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan            ",Medan,Sumatera Utara,+62 811-909-805,None,None
Multi Control Indonesia,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
Multi Control Indonesia adalah perusahaan yang bergerak di bidang penjualan kebutuhan industri, untuk semua jenis industri seperti textile, plastik, makanan & minuman, obat, pengolahan kayu, farmasi dan lain-lainnya, serta menjual berbagai kebutuhan untuk trainer pendidikan. Ada pun product-product yang dijual antara lain seperti Frequency Inverter ( VFD), frequency inverter, AC Drives, frequency converters, frequency changers, adjustable speed drives (ASD), adjustable frequency drives (AFD), variable frequency drives (VFD), variable speed drives (VSD), Soft Starters, Soft Stop, Soft Starters for AC Motor, Motor Starters,  Motor Soft Starters, EMI filter, Input EMI Filters, Output EMI Filters, AC Choke, AC Reactor, Input AC Choke， Output AC Choke， Input AC Reactor, Output AC Reactor, DC Choke, DC Reactor, Input DC Choke, Output DC Reactor, Input DC Reactor, HMI, Human Machine Interface,PLC，Programmable Logic Controller, Servo Drive, Servo Motor, Servo Motor & Drive, Servo Motor & Drive, Dioda Module, Darlington, IGBT, Transistor Module, IPM Module, Rectifier Bridge, SCR,GTO & Dioda, Mosfet,Fanuc part, Elevator Board,Fuse, Melt Pressure transmitter, Melt Pressure tranducer, Pressure Sensor,Melt Pressure gauge,Level Transmitter,Differential Pressure transmitter,Mud Pressure Transmitter,Instrument,Diaphragm pressure gauge,Temperature Transmitter, segala model jenis sensor. Propeller flow meter,Ultrasonic Water meter,magnetic flow meter,Gas turbin meter,Radar level meter dan bekerja sama dengan beberapa merk terkenal seperti 

ABB, SIEMENS, DANFOSS, VACON, SEW, LENZE, PETER ELECTRONIC, LEISTER, WATT DRIVE, KEB, BONFIGLIOLI, NORD, CAG ELECTRIC MACHINERY, INTECNO, SYCOTEC, KB ELECTRONICS,  TDE MACNO SPA, GEFRAN, CONTROL TECHNIQUES, PEPPERL FUCHS, GRUNDFOS, VEM MOTORS, BR INDUSTRI-ELEKTRONIK, RK ROSE+KRIEGER, CARLO GAVAZZI, LEROY SOMER, VERLINDE, TRANSTECNO, STAHL CRANE SYSTEMS GMBH, MIYACHI, DEMAG CRANES COMPONENTS, ABM, ROSSI, COGNITO QUAM, GE, AIRTECNICS, Delta, Teco, Toshiba, Mitsubishi, fuji, Yaskawa, Hitachi, Omron, Panasonic, HYUNDAI, LS/LG

Tujuan utama kami adalah untuk menyediakan kebutuhan sarana industri yang tepat dan lengkap dengan layanan yang komprehensif kepada pelanggan, tidak hanya sumber daya saham tetapi juga dukungan teknis dan keahlian teknik. ","
              Villa Payung Indah B 27            ",Semarang,Jawa Tengah,6585225548633,None,None
GLOS -GREEN LEAVES ORCHID SALATIGA,"
                                    PREMIUM GOLD
                                ",Elektronik Konsumen,"
GLOS, Green Leaves Orchid Salatiga, Kami bergerak dibidang kebun pembibitan dan pengembangan tanaman anggrek. Kami menyediakan berbagai jenis dan ukuran anggrek, hybrid/ mericlone hasil produksi kami atau import. Contoh beberapa jenis yang tersedia: Dendrobium, Phalaenopsis, Vanda, Oncidium, Cattleya, Brassia, Degarmoara, Zygopetalum dan lainnya. Selain itu kami juga memasarkan beberapa sarana pertanian seperti: Pot tray, Pot trai, Fibroot tray, bermacam-macam Paranet, net/ jaring peneduh, lokal/ import, insect/screennet, plastik UV, penjepit plastik uv/springclip, plastikclip, spacnum moss, pot transparan/lunak, terpal plastik khusus dan lainnya ","
              Sinoman Tempel III/235            ",Salatiga,Jawa Tengah,+62 811-298-163,+62 815-7837-6322,None
