Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT. TRIPUTRA JAYA MAKMUR,"
PREMIUM RUBY
",Mesin & Peralatan Las,"
PT. TRIPUTRA JAYA MAKMUR General Supplier, Contractor & Sub-Contractor Sipil- Arsitektur - Mekanikal & Elektrikal. 
Mulai berkarya dalam bidang Perdagangan umum barang & Jasa untuk melayani infrastruktur di Kalimantan Timur sejak tahun 2005, berawal dengan nama CV. TRIPUTRA JAYA MAKMUR diresmikan pada tahun 2015 oleh Notaris Samarinda. Kemudian pada Tahun 2020, mendirikan perusahaan PT. TRIPUTRA JAYA MAKMUR.Kami menawarkan Jasa Kontraktor & Sub-kontraktor khusus wilayah Kalimantan dengan keterangan pekerjaan sebagai berikut :ARSITEKTUR 

Perumahan tunggal dan Koppel serta perawatannya.
Perumahan multi hunian beserta perawatannya.
Bangunan pergudangan dan industry beserta perawatannya
Bangunan komersial beserta perawatannya.
Bangunan non perumahan serta perawatannya.
Fasilitas pelatihan sport di luar gedung, tempat rekreasi serta perawatannya.
Pertamanan serta perawatannya.
Pemasangan aksesoris bangunan serta perawatannya.
Pekerjaan dinding dan jendela serta perawatannya.
Pekerjaan interior termasuk perawatannya.
Pengerjaan logam.
Pengerjaan kayu.
Pengerjaan bangunan dan gedung.
Pengerjaan Kaca & Aluminium.
Pengerjaan Aluminium Composite Panel

ELEKTRIKAL

Pembangkit tenaga listrik semua daya beserata perawatannya.
Pembangkit tenaga listrik dengan daya maksimal 10MW beserta perawatannya.
Jaringan transmisi tenaga listrik baru dan terbarukan beserta perawatannya.
Jaringan transmisi tenaga listrik tegangan tinggi dan ekstra tegangan.
Jaringan transmisi telekomunikasi serta perawatannya.
Instalasi kontrol dan instrumentasi serta perawatannya.
Instalasi listrik gedung dan pabrik serta perawatannya.
Instalasi listrik lainnya serta perawatannya.

 MEKANIKAL

Instalasi pemanasan, ventilasi udara dan AC serta perawatannya.
Perpipaan air dalam bangunan serta perawatannya.
Instalasi pipa gas dalam bangunan serta perawatannya.
Insulasi dalam bangunan serta perawatannya.
Instalasi lift dan escalator serta perawatannya.
Pertambangan dan manufaktur serta perawatannya.
Instalasi thermal, bertekanan, minyak, gas, pekerjaan rekayasa serta perawatannya.
Konstruksi alat angkut dan alat angkat serta perawatannya.
Konstruksi perpipaan minyak, gas, dan energy serta perawatannya.
Fasilitas produksi penyimpanan minyak dan gas serta perawatannya.
Jasa penyedia peralatan konstruksi.

 PEKERJAAN SIPIL

Jalan raya dan jalan lingkungan serta perawatannya.
Lapangan terbang dan runway serta perawatannya.
Jembatan serta perawatannya.
Terowongan serta perawatannya.
Jalan bawah tanah serta perawatannya.
Pelabuhan dan dermaga serta perawatannya.
Drainase kota serta perawatannya.
Bendungan serta perawatannya.
Irigasi dan drainase serta perawatannya.
Pengerukan dan pengurukan serta perawatannya.
Pekerjaan penghancuran.
Pekerjaan penyiapan dan pengupasan lahan.
Pekerjaan penggalian dan pemindahan.
Pekerjaan pemancangan.
Pekerjaan pondasi.
Pekerjaan kerangka atap serta perawatannya.
Pekerjaan pembetonan.
Pekerjaan konstruksi baja serta perawatannya.
Pekerja pelaksana khusus lainnya.

Untuk informasi lebih jelas, hubungi Marketing kami. Email : triputrajayamakmurindonesia@yahoo.com
  ","
              Head Office :Panin Tower 8th Floor Jl. Jenderal Sudirman No.7 Klandasan Ilir, Balikpapan.Branch Office :Jl. Brigjend Katamso No. 2A Samarinda. ", ,Kalimantan Timur,+62 858-4906-8419,+62 831-5376-6410,None
CV. JAYA MAKMUR ABADI,"
PREMIUM RUBY
",Mesin & Peralatan Las,"
CV. Jaya Makmur Abadi, perusahaan yang bergerak dibidang perdagangan umum Material Konstruksi & material lainnya, dan telah berpengalaman lebih dari 10 Tahun. 
Berdiri sejak Tahun 2005 dengan nama Jaya Makmur Abadi, dan diresmikan pada tahun 2010 oleh notaris Edward Agustin menjadi CV. Jaya Makmur Abadi. 
CV. Jaya Makmur Abadi bekerja sama dengan beberapa Pabrik & Distributor Material dan hingga kini sudah melayani lebih dari 900 pelanggan, yang terdiri dari pelanggan pribadi/perusahaan baik dari dalam & luar daerah di Indonesia. 
 
Visi & Misi : 


Menciptakan sistem perusahaan yang sistematis & fleksibel dalam hal pelayanan.
Menciptakan lapangan kerja & Sumber daya Manusia yang terampil, profesional& handal. 
Menciptakan pelayanan & kerjasama yang berkesinambungan dengan pelanggan.
Menjadi perusahaan multinasional yang dapat memberi sumbangsih terhadap perekonomian di Indonesia. 

CV. Jaya Makmur Abadi.General Supplier & Trading : Besi Beton & Baja. Rangka Baja Ringan & Atapnya.Aluminium Kusen Pintu & Jendela.Plywood & Kayu lainnya.Pipa Paralon & Pipa Lainnya. 
Keramik & Granit.Perlengkapan Sanitary. Aksesories Pintu & Jendela.
Segala jenis Kaca Bangunan.Aluminium Composite Panel.Kawat Baja & Besi. 
Karpet Import & VINYL. Kusen, Pintu & Jendela Kayu. Windows Fashion.Mekanikal Elektrikal.Meubelair Kantor & Sekolah.
Pipa HDPE.Pipa Air Panas.HPL.Cat.Pipa Gorong-Gorong.Plat Kapal.Dll.
Untuk melengkapi kebutuhan pelanggan, kami juga menyediakan Jasa Kontraktor, Jasa Arsitek & Jasa Konsultan.
Untuk informasi lebih jelas, dapat menghubungi Marketing kami.
Terima kasih. www.jayamakmurabadi.co.id
CV. Jaya Makmur Abadi 
Jl. Brigjend Katamso No. 2 Samarinda. Kalimantan Timur 75117.Telp : 0541-7802915Fax. : 0541-766315Email : sales@jayamakmurabadi.co.id
 

 
 ","
              Head Office :Jl. Brigjend Katamso No. 2. Samarinda. Kalimantan Timur ",Samarinda ,Kalimantan Timur,+62 823-5215-3244,+62 813-4942-8940,+62 852-4900-5619
PT. RAJA PIPA INDONESIA,"
PREMIUM RUBY
",Mesin & Peralatan Las,"
PT. RAJA PIPA INDONESIA ( RPI ) adalah sebuah perusahaan yang bergerak dalam bidang Distributor / Agen elektrikal, metalconduit , accessories, dan Plumbing. Didukung dengan tim yang profesional dibidangnya kami siap melayani perusahaan Anda yang membutuhkan produk-produk kami. Raja Pipa Indonesia di dukung oleh produk handal dan merek ternama seperti KSS, Unibell, Panasonic, Kabel Tray di elektrikal dan Pipa PVC Wavin, Pipa PVC Rucika, Pipa PPR Toro, Pipa PPR GF, Pipa PPR Wavin Tiggris, Pipa HDPE Wavin, Pipa HDPE Vinilon, Pipa UPVC, Pipa CPVC SCH 40 dan 80 Pipa Subduct , Pipa PVC SNI, Pipa PEX Westpex, Rifeng, Ginde, Aeroflex, dan lain lain di plumbing kami siap mensupport perusahaan anda dengan produk-produk kami, dan kami siap memberikan jasa sehingga kami dapat menjadi "" Your choice for Plumbing and Electrical System! ""Visi Kami Menjadi partner yang dapat diandalkan bagi perusahaan yang membutuhkan material plumbing dan electrical di indonesia Misi Kami Selalu konsisten untuk mencapai kepuasan pelanggan.Info Produk & Order Hubungi : Phone : 021 - 5571 4844 / 021 - 5571 4274 // 0877-9840-7788Fax    : 021 - 5571 4274 Mobile : 0812-9840-7788 ( Call/WA)Website : www.rajapipaindonesia.co.id ","
              Office :Taman Royal  3Ruko Edelweiss No. 17JL. Benteng Betawi - Poris Plawad Utara - Cipondoh -  TangerangBranch Medan :Jl. Setia Budi Komplek Unika No.5 Tanjung Sari., Medan Sumatera Utara            ",Tangerang,Banten,+62 812-9840-7788,None,None
PT. Langgeng Gumelar Sejati | Div. Stainless Steel dan Fiberglass | Industrial parts,"
PREMIUM RUBY
",Mesin & Peralatan Las,"
              PT. Langgeng Gumelar Sejati adalah perusahaan yang bergerak dalam bidang pabrikasi, konstruksi, general trading dan kontraktor, jasa-jasa kami diantaranya pengerjaan/ pabrikasi Tower untuk XL, Indosat, Telkomsel dll. PT. Langgeng Gumelar Sejati juga menerima jasa pabrikasi dan menjual berbagai macam produk antara lain produk-produk interior dan eksterior stainless, alat-alat kesehatan, lapisan dinding dari stainless, tiang stainless, list stainless, grestrap stainless, ornament stainless steel. Stainless Steel Kitchen Equipment atau produk-produk dapur yang terbuat dari bahan-bahan stainless steel dan lainnya, Trolley bandara, Troli hotel, Troli pelabuhan, Trolley Hospital, Produk Stainless, Tangki Stainless, Rak Stainless, Bak sampah stainless, tempat sampah stainless, tong sampah stainless, tempat sampah stainless pedal atau injak, seluncuran stainless untuk tangga darurat seperti di kantor google, Railing Tangga Stainless, Canopy Stainless Steel, Rak Stainless Steel, Pagar Stainless Steel, balkon stainless steel, meja stainless steel, kursi stainless steel, kursi lipat stainless steel, meja dapur stainless, worktable stainless, meja kerja stainless, meja dapur stainless, pintu lab stainless, pintu rumah sakit stainless, pintu stainless steel, frame stainless steel, kusen stainless, jendela stainless, pintu otomatis stainless, casing lift stainless, cover lift stainless, interior dan eksterior stainless dan lain sebagainya. Setelah kami sukses dalam bidang pabrikasi produk-produk stainless steel dan mild steel, kami melihat prospek dalam bidang fiberglass untuk memenuhi kebutuhan para customer dari perusahaan, instansi pemerintah dan lembaga pendidikan universitas sangat besar, maka kami menambah bidang divisi pekerjaan kami yaitu pabrikasi fiberglass. Produk Fiberglass adalah produk-produk yang terbuat dari bahan-bahan fiberglass. Kaca serat atau sering diterjemahkan menjadi serat gelas adalah kaca cair yang ditarik menjadi serat tipis dengan garis tengah sekitar 0,005 mm – 0,01 mm. Serat ini dapat dipintal menjadi benang atau ditenun menjadi kain, yang kemudian diresapi dengan resin sehingga menjadi bahan yang kuat dan tahan korosi untuk digunakan sebagai badan mobil dan bangunan kapal. Dia juga digunakan sebagai agen penguat untuk banyak produk plastik; material komposit yang dihasilkan dikenal sebagai plastik diperkuat-gelas (glass-reinforced plastic, GRP) atauepoxy diperkuat glass-fiber (GRE), disebut “fiberglass” dalam penggunaan umumnya. Produk produk Fiberglass seperti: Tempat sampah Fiber, Tong Sampah Fiber, Seluncur Fiber untuk wahana waterboom, Peluncur Fiber, Tangki Panel Fiber, Tangki Fiber, Bak Fiber, Pelampung Fiber Separator Fiber, Fiber Boat, Fiberglass Boat, perahu Fiberglass, Kapal Fiber, Kapal Fiberglass, Kapal Pleasure, Kapal Patroli, Kapal Pengawas, Kapal Penumpang, Kapal Penyeberangan, Kapal Ferry, Kapal Penyelamat, Sekoci, SAR, Kapal Ikan : Pole & Line, perahu fiber, Speed Boat, air boat, Passenger Boat, tandon fiber, depot air minum dari fiber, Dispenser fiber, Box motor fiber, waterpark fiber, tangga darurat fiber untuk digedung-gedung, furniture fiber, aquarium fiber, kolam fiber, septitank fiber, toilet fiber, arena bermain fiber, atap fiber, pot fiber, pot fiberglass, pelampung fiberglass, papan panjat tebing fiberglass, wallpaper fiberglass, dinding fiberglass, ducting fiberglass, kursi stadion fiberglass, kursi tunggu fiberglass, kursi bus fiberglass, meja fiberglass, meja kantin fiberglass, atap fiberglass, dll dan semua produk yang berbahan fiber. Untuk Info lebih lanjut, silahkan contact marketing kami di: 087779000633 - 0812.1030.9526 - 082122822285 ( Ismail ) email: stainlessindonesia@yahoo.com / fiberindonesia@yahoo.com / pabrikasi_stainless@yahoo.co.idWhatsApp: 087779000633 Website: http://www.stainlesssteel.co.id/  | http://www.fiberindonesia.co.id/ Untuk Tower dan kontraktor: Bpk. Abdul Manan 0817 752 143 - 0811 988 974            ","
              Jl. AMD No 88 Pondok Kacang Barat, Pondok Aren Tangerang            ",Tangerang,Banten,+62 877-7900-0633,None,None
CV. DUTA MESH,"
PREMIUM BLUE ONYX
",Mesin & Peralatan Las,"
              SIAPA KAMI merupakan salah satu perusahaan pembuatan pagar dan merupakan perusahaan publik yang bergerak pada industri agribisnis di indonesia. Kantor pusat kami berlokasi di Tangerang Indonesia, dimana fasilitas dan kegiatan operasional tidak hanya ada di Jakarta tetapi juga kami bergerak di beberapa daerah seperti keluar kota dan puklau yang memiliki potensial ekonomi seperti di jawa, sumatra, Kalimantan, sulawesi dan papua. Kegiatan bisnis bergerak di bidang agrabisnis yang meliputi pembuatan pagar brc, pagar harmonika, pagar trails dan sebagai distributor produk steel seperti pipa, pipa hollow, siku, besi beton, hbeam, iwf, plate dan lain lain KEUNTUNGAN KOMPETISI Secara keseluruhan mengerti sekali kesempatan dalam berkompetisi secara vertikal skala ekonomi prioritas. Dan menembus sistem operasi upstream dan downstream telah sanggup menjamin produk yang berkualitas di setiap bidang industri dari pabrik pagar BRC hingga tambahan produk-produk pagar lainnya. Perkembangan secara vertikal tetap memperhatikan Kwalitas pagar dan memudahkan perusahaan untuk menyalurkan produk-produknya secara kontinue dengan harga stabil, tanpa terpengaruh oleh fluktuasi dalam penyaluran dan permintaan secara berkelanjutan lebih jauh, hal tersebut terjadi karena secara keseluruhan, mampu menyediakan produk-produk yang secara spesifik dibutuhkan oleh konsumen, satu contoh kami telah sanggup Menyuplai hingga keluar kota skalipun untuk pemagaran perbatasan, kebun sawit, lapangan terbang bandara, perumahan pemagaran BTS tower seluruh Indonesia dll. anda bisa menghubungi marketing kontak kami di : Telepon : 021 29861696 Hp : 08127941128. MOTTO KAMI “ Berkembang Menuju Kesejahteraan Bersama“ adalah sesuatu yang benar untuk menjamin kesuksesan. Pusat dari kesuksesan perusahaan kami adalah kepercayaan yang kuat di dalam menjalin kerjasama yang baik berdasarkan kepercayaan dan pengakuan. • Dengan seluruh pemegang saham kami, dapat berperan aktif dalam mengembangkan kerjasama yang saling menguntungkan. • Dengan rekan bisnis            ","
              Office : Jln, Bhayangkara Raya No 10 ( Depan Kantor Puysdiklantas Polri )            ",Tangerang,Banten,+62 811-8889-128,None,None
Bintang Barra,"
                                    PREMIUM GOLD
                                ",Mesin & Peralatan Las,"
              Bergerak di bidang Stainless Steel, mengerjakan berbagai macam produk-produk dari stainless steel seperti Canopy stainless steel, Pagar stainless steel, Railing stainless steel, Balkon stainless steel, Kursi stainless steel, Kaki meja stainless steel, Tangki stainless steel, Signboard stainless steel, Kitchen Set stainless steel, Lemari stainless steel, tiang antrian dan berbagai macam produk-produk dari stainless steel lainnya.Produk unggulan kami :
1.kitchen set stainless Steel
2.kitchen equipment stainless
3.railing tangga stainless
4.jasa tekuk plat stainless
5.jasa bending plat stainless
6.meja stainless steelWA : 0811 340 9323 ","
              Jl. Raya Bukit Indah No. 33, Desa Sarua Indah Kec. Ciputat  - Tangerang SelatanTelpon : 021 7463 5238WA       : 0811 340 9323            ",Tangerang Selatan,Banten,+62 811-3409-323,None,None
PT GRESINDO MAS UTAMA,"
                                    PREMIUM GOLD
                                ",Mesin & Peralatan Las,"

PT GRESINDO MAS UTAMA adalah perusahaan General Trading bergerak dibidang pengadaan barang dan jasa seperti Elektrikal, Mekanikal, instrument , automation dll.

 

Kami menyediakan kebutuhan pendukung industri seperti PLC, Inverter, Encoder, Tension systems, Pneumatic, Hydraulic, Sensor, Actuator, Valve, Clutch& brake, Cable, Lamps, dll.    

 

Ada banyak industri yang kami dukung seperti automotive industri, packaging industri, steel industri, Contractor, dll Dibawah ini adalah beberapa contoh produk yang dapat kami supply :      

 

PRODUK JEPANG : SUMITOMO, HITACHI, TAMAGAWA, SHIMPO, TAKENAKA, MITSUBISHI,  SUNTES, MINEBEA, THK, WATANABE, SHINKO, SHIMADEN, NISSEI, TERAL, SHOWA DENKI, TOSHIBA, TAIYO, YAMATAKE, SAKAI, TAKAHIRO, NMB, OGURA, ORIENTAL, SANYO DENKI ETC.    

 

PRODUK EROPA & USA : FLUKE, ENIDINE, MARSH BELLOFARM, VAISALA, BAUMULLER, SIEMENS, DWYER, JOHNSON CONTROL, HAMMOND VALVE, SPIRAX SARCO, WEST INSTRUMENT, EATON, ORTLINGHAUS, WARNER ELECTRIC, WICHITA, TWIFLEX, SCHMIDTZ, etc.    

 

Untuk produk dan harga dapat menghubungi kontak marketing kami dibawah ini :
Kontak : Arief N
Mobile  : 0853 1002 5656
E-mail  : ariefgmu@gmail.com
 ","
              Jl. Kelapa Puan 26 AK6/25 Gading Serpong 15810 Tangerang            ",Tangerang,Banten,085310025656,None,None
Sentra Buana Cipta.PT,"
                                    PREMIUM GOLD
                                ",Mesin & Peralatan Las,"
              Sentra Buana Cipta adalah perusahaan yang bergerak dibidang engineering. Menyediakan service untuk desain, pabrikasi sampai dengan installasi produk dan machine.Untuk Pemesanan Hubungi ;02159497678081291717961081310359238            ","
              Jl PLP Curug Km 5 no 88, Bitung - Tangerang            ",Tangerang,Banten,+62 813-1035-9238,None,None
PT.Metal Makmur Mandiri,"
                                    PREMIUM GOLD
                                ",Mesin & Peralatan Las,"
Perusahaan kami bergerak dalam bidang sheet metal fabrication dan jasa servis untuk segala macam box yang terbuat dari lembaran besi dan baja. Kami menyediakan Jasa CNC Punching, Bending (Tekuk), Shearing (Potong) terbaik kami untuk membuat box panel, box genset, box mesin bubut CNC, rak server, rak kabinet, rak shelving supermarket, peralatan dapur stainless, peralatan laboratorium dan lain sebagainya.
Kami menggunakan mesin AMADA CNC Turret punch dan AMADA Bending pressbrake untuk keakuratan dan kualitas barang yang kita hasilkan. Material (Plat) yang didukung adalah dengan dimensi 8' x 4' (2400mm x 1200mm) dengan maximum ketebalan 3.2mm untuk Mild Steel, 2mm untuk Stainless Steel dan 4mm untuk aluminium.
Misi kami adalah untuk menyediakan jasa servis yang baik dan terpercaya dengan harga yang kompetitif. Kami akan mengejar target waktu anda untuk pengerjaan setiap barang yang anda percayakan kepada kami dan tentunya dengan tetap memperhatikan kualitas dari hasil produksi dari barang anda di tempat kami.
Jangan ragu untuk menghubungi kami, Staff Kami akan siap membantu anda. Terima Kasih Kunjungi kami juga di www.metalmakmurmandiri.com ","
              Kawasan Industri Manis, jatiuwung - Tangerang Banten            ",Tangerang,Banten,+62 852-1344-7088,None,None
PT Banyoe Atika Mandiri,"
                                    PREMIUM GOLD
                                ",Mesin & Peralatan Las,"
              Perusahaan Kami bergerak di bidang Industri Pengecoran logam :Kami Jual atau Supplier, cast iron, aluminium, kuningan dan stainless steel. Produk - produk yang di hasilkan di antaranya : manhole, grill, greating, dack drain, roof drain, floor drain, Grease Trap, dan juga Perusahaan Kami siap menerima pesanan khusus, dengan harga bersaing. Hubungi Kami : m : + 628118833662t : + 6221-22524647 f : + 6221-22524541 e : info@banyoe.co.id            ","
              RUKAN CBD BLOK C NO.75A GREEND LAKE CITY            ",Tangerang,Banten,+62 811-8833-662,None,None
