Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT Pantja Putra Mashindo,"
PREMIUM RUBY
",Service Compressor,"
SELAMAT ANDA BERUNTUNG DATANG DIWEBSITE INI SEWA RENTAL SERVICE DIESEL GENERATOR SET / GENSET KAPASITAS 10 - 1000 KVA, RENTAL FORKLIFT DIESEL KAPASITAS 2.5 - 15 TON, RENTAL SEWA FORKLIFT BATTERY KAPASITAS 1-2.5 TON, RENTAL Air Compressor Baru - Bekas Ex ( Eks) Jepang 125 CFM, 175 CFM, 390 CFM, 655 CFM, 750 CFM -- Airman, Denyo, Atlas Copco. Air Compressor Bekas - Built Up Jepang. Juga tersedia High Pressure Air Compressor bertekanan tinggi sampai 20 Bar.  “ HADIR KAMI SOLUSI ANDA !  * Harga dengan KUALITAS * * Harga untuk semua PELANGGAN * * Harga dengan layanan PRIORITAS   supplai untuk wilayah: Jakarta, bogor, cirebon tangerang, bekasi, cibitung, cikarang, semarang, solo, yogyakarta, surabaya, bandung, subang, sumedang, sulawesi utara, barat, timur, selatan, kalimantan barat, kalimantan timur, kalimantan utara, dll  http: / / www.youtube.com/ watch? v= g6ZvYwp38cA  MENYEWAKAN / RENTAL GENSET SILENT OR OPEN KAP 20-1000 KVA VOLTASE : 110/ 220/ 380/ 440, 50/ 60 HZ Merk-merk Diesel Genset yang kami supply adalah: MITSUBISHI-ISUZU-YANMAR-DENYO- AIRMAN - KUBOTA-CUMMINS-MERCEDES BENZ-MWM-MAN-PERKINS-LOVOL-FOTON-DLL  https: / / www.youtube.com/ watch? v= 3RyFcD4R9EU  Air Compressor Baru - Bekas Ex ( Eks) Jepang 125 CFM, 175 CFM, 185 CFM, 390 CFM, 655 CFM, 750 CFM -- Airman, Denyo, Atlas Copco.  Hub :  081296161886 /081380001576/ WA 083870551617 Email : sugengparanto.pp@gmail.com / cvpantjaputra@gmail.com  ","
              Jl  An-nur No 106 Rt 005/ 012 Perwira,
Bekasi Utara, Perwira, Bekasi Utara, Kota Bks            ",bekasi,Jawa Barat,+81 3-8000-1576,None,None
PT HASTA KARYA TEKNIK,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
              Kami bergerak di bidang Electrical, Mechanical dan Fabrikasi untuk kebutuhan industri. Bidang electrical meliputi Pembuatan panel distribusi, repair electrical part sampai dengan pembuatan sistem automation menggunakan plc dan HMI. Bidang Mechanical meliputi overhoul dan trouble shooting mesin industri seperti, milling cnc , bubut cnc, injection moulding, die casting dll. Maker mesin seperti Fanuc, moriseiki, takizawa, takamaz, okuma howa, enshu, toshiba, niigata, jsw, nissei , hitachi seiki dllJasa Pembuatan Spray Booth, Backing Oven, Conveyor, Maskig Jig Painting.            ","
              Jalan Raya Selang Jati No 56 RT 03 RW 03 Kampung Selang Jati Desa Wanajaya Kecamatan Cibitung Kabupaten Bekasi Jawa Barat Indonesia            ",Bekasi,Jawa Barat,+62 813-1580-2088,None,None
* * * ADIGUNA SARANA AIRCON * * *,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
              Adiguna sarana Aircon adalah Perusahaan yang bergerak di bidang Air conditioning dan Refrigerasi. Yang mana meliputi : # Installasi dan desain Air conditioning. # Installasi dan desain water chiller ( Air cooled chiller & water cooled chiller) . # Jasa perawatan dan perbaikan Air Conditioning, Water chiller, Air dryer, & Cold storage. # Supplay produk-produk Heat transfer ( Evaporator, condenser, oil cooler, air cooler & lain-lain ) . # Kami juga melayani installasi dan design air conditioning system VRV, dari merk Daikin, Mc Quay. Untuk kebutuhan Industri, hotel, gedung perkantoran, industri farmasi dan berbagai industry lainnya. * * * * * * * * * * Masalah anda, Kami Solusinya * * * * * * * * * * * * * * * * * * Hubungi Kami Adiguna Sarana Aircon * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * ADIGUNA SARANA AIRCON JL KETEGAN BARAT III/ 4 SIDOARJO, JATIM. INDONESIA Tlp : 03170288160/ 081230088130 Fax : 0317876632 E' mail : adiguna.aircon@ gmail.com * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *            ","
              Jl Ketegan Barat III No:4            ",Sidoarjo,Jawa Timur,+62 812-3008-8130,None,None
Maju Teknik Utama,"
                                    PREMIUM GOLD
                                ",Service Compressor,"

Teknik Utama Adalah perusahaan yang bergerak dibidang penjualan, perbaikan dan sewa Screw Air Compressor. Juga melayani spare part dan consumable part. Kami juga specialist di bidang Water chiler. Dengan di dukung Teknisi yang handal dan berpengalaman, kami siap memberikan support yang berarti bagi perusahaan anda. Untuk Screw Compressor kami melayani part dan sewa. brand : SCRKaeserAtlas copcoSullairHitachiAirmanLGELGIKobelcoBogeFu Sheng serta merk lainnya..
Chiller sendiri umumnya digunakan untuk menurunkan suhu semua jenis peralatan dan proses seperti untuk mesin injeksi, peralatan pengelasan, kilang minyak, stasiun pembangkit listrik, pabrik kimia dan pabrik makanan dan minuman. Sehingga Mesin ini merupakan kebutuhan pokok yang sangat dibutuhkan oleh Perusahaan/Instansi pada sektornya.
Saat ini banyak Perusahaan / Industrial yang menggunakan water chiller sebagai pendukung untuk Perusahaan meraka, antara lain :
Industri Plastik Industri Percetakan Industri Karet Industri Medis Industri Kosmetik Industri Makanan / Minuman Kemasan Industri Baja Dan lain sebagainya..
Silahkan Hubungi kami guna pelayanan terbaik :  TEKNIK UTAMA 
Jl.Raya Larangan, KM.28 Driyorejo -  Gresik, Jawa Timur Telp. 031-8981322 // Fax.031-8970863 // HP. 0811 3737 080 - 0815 1545 7358  Email : scr.surabaya@gmail.com // sales.teknikutama@gmail. com Website : www.compressorsurabaya.com // www.teknikutama.com
 ","
              Jl.Raya Larangan, KM.28 Driyorejo -  Gresik, Jawa Timur            ",Gresik,Jawa Timur,+62 815-5300-3615,None,None
PT Gecko Indonesia,"
PREMIUM RUBY
",Service Compressor,"
              Liquid and Air HandlingIndustrial Equipment Engineering ContractorService and Maintenance HVACUntuk pembelian atau pemesanan bisa menghubungi nomor telepon 021-29557452,
Inge    : 0816719556 / 081586477069 ","
              Menara Rajawali, Level 7-1Jl. DR Ide Anak Agung Gde AgungKawasan Mega KuninganJakarta Selatan | Contact : 0816719556             ",Jakarta Selatan,DKI Jakarta,+62 816-719-556,None,None
PT. SARANA-BLOWER COMPRESSOR ( SARANA GROUP),"
                                    PREMIUM GOLD
                                ",Service Compressor,"
              PT. SARANA- BLOWER COMPRESSOR ( SARANA GROUP)WWW.SARANA-TEKNIK.COMTEL 6519582- FAX 65305858-6400893 Email : saranagroup@ cbn.net.idDistributor Power Transmission, Electric Motor, blower & compressorKAMI MENJUAL BERMACAM BLOWERS & COMPRESSORS SBB .:1. RING BLOWER MERK CHUAN FAN2.TURBO BLOWER MERK CHUAN FAN3. RING BLOWER MERK CRELEEC4.RING BLOWER MERK SHOW FOW5 RING BLOWER MERK HO HSING6. COMPRESSOR PUMA7. COMPRESSOR PANTHER8. COMPRESSOR JAGUAR9.COMPRESSOR SWAN10.COMPRESSOR FUSHENG11, COMPRESSOR SHARKCHUAN FAN BLOWER : Chuan Fan Electric Co., Ltd. Chuan Fan Electric Co., Ltd. With the concept of best service, high quality, fast delivery, and creativity, Chuan Fan Electric Co., Ltd., founded in 1972, has been professionally producing Side channel blowers, Centrifugal blowers, and multistage turbo blowers as well as all kind of blowers in mid or low pressure. From casting, processing, to motor making, up to 95 of the procedures are finished in our factory. We produce over thirty-six thousand sets of blowers every year. We also manufacture dust collectors and pressure exhaust fans for industrial use.CHUAN FAN Side Channel Blowers- Ring Blowers CHUAN FAN Side Channel Blowers- Ring Blowers CHUAN FAN Side Channel Blowers- Ring BlowersMore Details CHUAN FAN Product ID: RB SERIES ( 50HZ) Futural: Ring Blowers are designed with practical regenerative theory. Require no maintenance! No oily odor! Eternity life! Specifications: Applications: Grain elevators. Textile fiber collections Paper industry Sewage treatments Cement manufacturing Diesel burning Pulp industry Class manufacturing Ice manufacturing Tunnel ventilation Fishery industry Features: Low noise and vibration Dynamic balancing minimizes vibration. Dust-proofed shaft seal Protects bearing from contaminated air stream and possible foreign particle damage. High reliability Directly connected motor shaft-impeller provides reliable, long term performance. No gears, belts, motor brushes or sliding blades to require periodic maintenance. Space-efficient design Unique design results in substantial airflows at moderate pressures in minimum space and weight. Versatility Easily throttled and changed from pressure to suction operation. May be mounted in a variety of fashiond. Stable airflow Centrifugal compressor design delivers smooth, stable airflow with no pulsations. High-pressure airflow Produces continuous high-pressure airflow. The Ring Blower is ideally suited to many industrial applications. A policy of continuous improvement is followed, and the right to alter any published data without notice is reserved. He maximent permissible temperature and the gas temperature at the inlet is 40 C.            ","
              KOMP PERKANTORAN SUNTER PERMAI BLOK B11, JL. SUNTER DANAU UTARA KAV K2,, TEL 6519582,,FAX 65305868,,EMAIL saranagroup@cbn.net.id            ",JAKARTA,DKI Jakarta,+62 815-1968-4035,None,None
PT. SARANA TEKNIK MOTOR & GEARBOX REDUCER > saranagroup@ cbn.net.id,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
              PT. SARANA TEKNIK MOTOR & GEARBOX REDUCER > saranagroup@ cbn.net.idkomp perkantoran sunter permai blok b11, jl danau sunter utara kav k2tel 6519582 fax 65305868- 6400893SELL PRODUK motor electric di Indonesia Sarana Teknik Group adalah sebuah didirikan sejak Oktober 1998. Perusahaan yang sudah menjadi distributor terkemuka transmisi daya berkualitas mekanis & produk motor listrik. Bertahun-tahun, kami telah mendidedikasikan untuk memecahkan masalah-masalah industri dan kami didukung oleh engineer yang sangat ahli melalui penjualan dan perwakilan layanan pelanggan yang tersebar di wilayah Indonesia yang terlatih memberikan bantuan teknis kepada pelanggan kami, Perusahaan kami selalu akan berusaha untuk membantu untuk mendistribusikan knowledge juga referensi untuk efisiensi. Perusahaan kami melalui ISO principals telah menjadikan kami NO 1 di Indonesia sebagai referensi pencarian dan pembelian serta purna jual untuk perangkat industri. Product kami; Brand Motor : Motor Teco , Motor Elektrim , Motor Siemens , Motor Fukuta , Motor Tatung , Motor Yuema , Motor Baldor ( Exsplotion Proof) , Motor Franklin ( Motor Deepwell ) , Motor Bonfiglioli , Motor Mez , Motor Flender , Motor Motovario , Motor sew            ","
              komplek Perkantoran Sunter Permai Blok B11 Jl.Danau Sunter Utara Kav. K-2 Sunter Agung            ",Jakarta,DKI Jakarta,+62 815-1968-4035,None,None
PT. SARANA TEKNIK,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
PT. Sarana Teknik adalah yang berdiri sejak Oktober 1998. WWW.SARANA-TEKNIK.COM EMAIL : saranagroup@cbn.net.idtel 021 6519582  Perusahaan yang menjadi distributor transmisi tenaga mekanik & produk motor listrik. Dengan penghargaan dari custumer akhir nya kami menjadi di kenal dengan Stokist pada product sebagai berikut:  BALDOR MOTOR DODGE COUPLING - DODGE BEARING FALK COUPLING REXNORD COUPLING - REXNORD CHAIN ADDAX COUPLING, THOMAS, FENNER BELT COUPLING PULLEY, SIHI PUMP, KOSHIN GEAR PUMP, SOUTHERN CROSS PUMP, EBARA PUMP, FRANKLIN SUMMESIBLE PUMP, KENFLO PUMP, BEARING, BANDO BELT, CONTINENTAL CONVEYOR BELT MARTIN, LINK BELT, HITACHI, MTK, NIKKEN, KHK, KTR, KB PENTA POWER, CUTES INVERTER, THOSIBA INVETER, DELTA INVERTER, KBMM, TECO MOTOR, SIEMENS MOTOR, YUEMA ELECTRIC MOTOR, TSUBAKI POWER HELICAl DRIVE REDUCER, KOPFLEX, TB WOOD' S, FLENDER, NBK, KTR, MITSUBOSHI, CENTA, EBARA, MOTOVARIO, MOTOVARIO GEARBOX, MOTOVARIO INDONESIA , MOTOVARIO WORM GEAR, BONFIGLIOLI, BONFIGLIOLI INDONESIA, BONFIGLIOLI RIDUTTORI, BONFIGLIOLI GEARMOTOR  Untuk informasi dan pemesanan :  KANTOR PUSAT PT. Sarana Teknik Kompleks Perkantoran Sunter Permai Blok B.11, Jl. Danau Sunter Utara Kav. K-2, Sunter Agung Jakarta 14350 Indonesia Phone : ( 021) 651-9582 ( Hunting) Fax : ( 021) 65305868 - 6400893 Fax Bebas Pulsa : 0800-1-666-777 Email : saranagroup@cbn.net.id  Website : www.sarana-teknik.com Branch Office A. Cikarang Jl. Raya Industri No. 54 Cikarang Jababeka - Cikarang ( Dekat Pintu Gebang Jababeka) Phone : ( 021) 89835649, 89835702 Fax : ( 021) 89835882 Email : sarana_ cikarang@ cbn.net.id/ saranagroup@ cbn.net.id ATTN BAPAK ADRIAN/ FARID/ WINARNO/ AJIN  B. Surabaya Ruko Sentra Tropodo Blok C-7 Jl. Raya Tropodo No. 115, Waru - Surabaya Phone : ( 031) 8685823 - 24 Fax : ( 031) 8685825 Email : sarana_ surabaya@cbn.net.id/ saranagroup@ cbn.net.id ATTN BAPAK JUANDI/ NANANG kusnindra ","
              Komplek Perkantoran Sunter Permai Blok B11 Jl.Danau Sunter Utara Kav. K-2 Sunter AgungSUNTER JAKARTA UTARA            ",Jakarta,DKI Jakarta,+62 815-1968-4035,None,None
cv lamtama sianturindo,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
Menjual macam macam spareparts Truck Eaton Fuller Transimission Parts Fast Fuller Transmission Parts FAW Fast Fuller Transmission Parts Shacman Truck Parts CAMC Fast Fuller Transmission Parts Sinotruck Truck Parts Foton Truck Parts Foton Auman Truck Fast Fuller Transmission Parts Kenworth Truck Parts Wabco Brake Valve Parts Meritor Parts Bulldozer Dresser and Dressta Parts Bendix Valve Parts Bendix Kompresor Parts Dana Spicer Parts DAF Genuine Parts PACCAR Genuine Parts Volvo FH16 Parts, Menjual FKM Seal Oring : Parco, Parker, Kalrez Dupont, National Komatsu caterpillar Cummins VOLVO MACK  GEAR GEAR ","
              jln. raya cilincing no 20 , rt 015 / rw 016 . semper barat , cilincing jakarta utara            ",Jakarta utara,DKI Jakarta,+81 3-1001-1108,None,None
PT INTIABADI MITRA SEJATI,"
                                    PREMIUM GOLD
                                ",Service Compressor,"
GENERAL TRADE - DIESEL ENGINE OVERHAUL & SPAREPARTS - INDUSTRIAL, ENGINEERING & ELECTRICAL SUPPLIERS - CONTRACTOR  Perusahaan kami berdiri sejak tahun 1991 dan terus berkembang hingga saat ini. Perusahaan kami bergerak di beberapa bidang, khususnya bidang Mesin seperti Mesin Diesel Engine Generator Set dan Panel AC Electrical System dan kami cukup berpengalaman dibidangnya. Kami juga Men-supply, Menyewakan, Menerima Service / Overhaul Generator Set, dan lain sebagainya sesuai permintaan konsumen kami.  DASAR & TUJUAN: Dasar dan Tujuan perusahaan kami adalah untuk memberikan kepuasan, membangun hubungan dan kerjasama jangka panjang yang baik dengan menanamkan rasa kepercayaan, serta mengutamakan kejujuran diantara perusahaan kami dengan konsumen atau perusahaan yang bersangkutan.  PERUSAHAAN KAMI BERGERAK DIBEBERAPA BIDANG, KHUSUSNYA BIDANG: 1. Generator Set : Overhaul, Service, Rental dan Spareparts. Engine buatan USA, U.K, Eropa, dan Jepang. 2. Panel AC untuk Generator Set: Troubleshooting dan Pembuatan Panel Baru. 3. Motor AC dan Pompa : Service, Gulung Baru, dan Spareparts. 4. Kami juga men-supply kebutuhan barang-barang umum untuk Industri dan Gedung-gedung.  Contact Us: - Phone : (021) 6345671 - Fax    : (021) 6313619 - Email  : ptims1991@gmail.com / ims_1991@yahoo.com ","
              JL. AM. SANGAJI No. 10
JAKARTA PUSAT 

TELEPHONE: 021-6345670-6345671-6345673-6345357            ",DKI JAKARTA,DKI Jakarta,+62 857-7663-3008,None,None
