Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT SURYA LISTRIK ELEKTRIK,"
PREMIUM BLUE ONYX
",Crane,"

PT. Surya Listrik Elektrik adalah perusahaan lokal di Batam – Kepulauan Riau yang bergerak dibidang distributor, supplier dan sistem integrator untuk peralatan kelistrikan. Kami mendukung berbagai aplikasi untuk industri manufaktur, galangan kapal, kapal laut, rumah sakit, bangunan, perumahan, dll.
PT. Surya Listrik Elektrik is a local company in Batam – Kepulauan Riau whose focusing in distributor, supplier and system integrator for electrical equipment. We are supporting various application for manufacturing industry, shipyard, vessel, hospital, building, housing, etc.
 
Kami juga mempunyai produk-produk Panel Surya beserta jasa pemasangan dan pemeliharaannya. Baik itu untuk perumahan, perkantoran, industri dan lain-lain.
We also have Solar Panel products with installation and maintenance. Our offer for rural, office, industry, etc.

www.serba-listrik-electric.com ","
              Jl. Ahmad Yani, Ruko Eden Park, Blok D no. 28 Batam Kota - Batam, Kepulauan RiauTelp       : 07784163519HP/WA  : 082169639565            ",Batam,Kepulauan Riau,+62 821-6963-9565,None,None
CV. BLATINDOPUTRA,"
                                    PREMIUM GOLD
                                ",Crane,"
              Perusahaan kami CV. Blatindoputra Utama merupakan perusahaan yg bergerak dibidang Supplier Industri. Kami sudah bekerjasama dengan beberapa perusahaan. Sehubungan dengan itu, kami bermaksud untuk menjadi supplier di perusahaan Bapak/ Ibu. Harapan kami, penawaran ini dapat terwujud dalam bentuk kerjasama sehingga dapat menguntungkan kedua belah pihak. Adapun produk yg akan kami sediakan adalah ( terlampir beberapa brosur produk) : 1. Material Handling Equipment • Hand Pallet Truck • Hand Trolley • Drum Handler dan Drum Porter • Stacker ( Manual, Semi Electric, dan Full Electric) • Hoist 2. Roda - Aneka Macam Roda 3. Filter • Filter Oli • Filter Udara • Filter Separator Air Oil 4. Tools            ","
              Plaza Merdeka (Harkot) JL. Merdeka Raya No. 53 Blok D7/ 2            ",Tangerang,Banten,None,None,None
ANUGRAH ELEKTRIC CV. (021) 5950 449,"
                                    PREMIUM GOLD
                                ",Crane,"
              ANUGRAH ELEKTRIC.CV (021)5950 449 - Toko Alat listrik, Alat Listrik, Jual Alat Listrik, Peralatan Listrik, Alat Listrik, Perlengkapan Listrik, Distibutor Alat Listrik, Suplier Alat Listrik seperti: Control Panel, Limit Switch, Inverter, Power Supply, Pompa, Motor Electric, Sensor, Contractor, MCB MCCB, Protection Relay, Cable, Transformer, Stabilizer, Capasitor Bank, Fuse, Temperatur Control, Box Panel Pressure, Valve, Submersible Pump, Centrifugal Pump, Flow Meter.
 Product Categories
 MCCB/ NFB/ BREAKER
 MCB
 SENSOR SWITCH
 PROXIMITY SWITCH
 MICRO SWITCH
 LEVEL SWITCH
 SELECTOR SWITCH
 CONTACTOR
 PLC
 PUMP ELEKTRIC
 TERMOCOUPLE
 CABLE
 PANEL ACESSORIS
 STABILIZER ( STAVOLT) 
 POWER SUPPLY
 CABLE TRAY stc, stu
 UPS
 LIGHTING
 TIMER
 SSR....
 INVERTER , ALTIVAR, DELTA, MITSUBISHI, HITACHI, FUJIELECTRIC
 OVERLOAD
 MOTOR INDUKSI
 EXHAUST FAN
 PRESSURE TRANSMITER
 TERMINAL BLOCK
 EOCR
 Relay OMRON
 BURNER & BOILER CONTROL
 FUJI ELECTRIC
 ELECTRIC CHAIN HOIST
 SENSORS AND CONTROLLERS
 MARKETING LEGRAND
 RESISTOR
 INDUSTRIAL PLUG and SOCKET.SURFACE MOUNTING
 DIODE, IGBT, SEMICONDUCTOR, TENMARS HUMIDITY TEMPERATURE
 
 Untuk Informasi dan Pemesanan hubungi: 
 CV. Anugrah Elektric, Jl. Raya Serang KM 27 No09-10 Balaraja, Depan Gedung PLN BALARAJA
 Tangerang - Indonesia 15610
 Telp.021 - 5950 449 -021 5950 650
 Fax. 021 - 5950 449
 HP. 0813 1600 5003 - 0878 8871 3474
 Up. Bambang Mugiyono.ST
 Email: listrikindustri@ yahoo.com
 listrikindustri2@ yahoo.com
 Web Site: www.listrikindustri.com            ","
              Jl.Raya Serang KM,27 No 09-10, BALARAJA-TANGERANG DEPAN GEDUNG PLN BALARAJA            ",TANGERANG,Banten,None,None,None
PT.Kharisma Pratama Abadi Sejatindo,"
                                    PREMIUM GOLD
                                ",Crane,"
Perkenalkan kami adalah perusahaan distributor utk mesin mesin pabrik sawit sejak tahun 1993,   berikut ini adalah sedikit informasi produk dan company profile perusahaan kami (www.kharisma-sawit.com)
 Selain itu liat juga mesin Continuous Sterilizer CB Modipalm di you tube: http://www.youtube.com/watch?v=9FPHXCQ71GU , UNIVESSEL Sterilizer Door / Vertical Sterilizer di you tube: http://www.youtube.com/watch?v=xET3TBndFek, Mesin Shredder /Pencacah Tankos: http://www.youtube.com/watch?v=OdGP-xJU6E0 , Mesin EFB Press – Press Tankos: http://www.youtube.com/watch?v=a5RfUAwkZfc   , Mesin Kernel Crushing Plant / PKO : http://www.youtube.com/watch?v=uc_iVmjPAkk, Mesin Super Press KH-777 SP3: http://www.youtube.com/watch?v=X8n6TsEUwrk, EFB Bunch Crusher: http://www.youtube.com/watch?v=iL7I5itAq8A, Compost Turner Machine: http://www.youtube.com/watch?v=_kxpBNLh8Qw , Overhead Travelling Crane: http://youtu.be/9q3avB9-MiU , Palm Oil Vibrating Screen/Ayakan Getar: http://www.youtube.com/watch?v=m25HlAbrsqM ,
 
Mesin-Mesin PKS yang kami jual adalah buatan Malaysia (merk CB-Modipalm, Khun Heng-YKL, BOILERMECH, MHE-DEMAG, KONECRANES, Wang Yuen, UNIVESSEL, PMT, SAWIPAC, SWF Krantechnik, HOLY Turner, EAST FORCE, MAX Chain, OBERON, SWECO, Wampfler-Conductix, DOLPHIN, MUAR BAN LEE, FOSS – NIR, dll) sbb:
- Boiler for Palm Oil Mill
- Screwpress dan Digester (P10, P15, P20, D3000l, 3500l, 4000l, 4500l, 5000l)
- Transfer Carriage
- Sludge Centrifuge (SC 3000l, SC 6000l, SC 8000l, SC10000l)
- Ripple Mill (KC 4T, KC 6T, KC 8T)
- Sterilizer Door (Pintu Rebusan 1200mm utk rebusan vertikal, diameter 2100mm, 2700mm, 2800mm, 3200mm)
- Fan & Heater
- EFB Press (Press Janjang Kosong kap 7-8 Ton Tandan Kosong /jam) KH-777, EFB Super Press KH-777 SP3
- EFB Shredder (Mesin Cincang Janjang Kosong kap 7-8 Ton Tandan Kosong /jam) - FFB Splitter (Mesin Pembelah TBS kapasitas 60 Ton TBS/jam)
- Kernel Press for Kernel Crushing Plant / KCP / Pabrik Kernel Sawit - Vibrating Screen (Ayakan Getar)
- Compost Turner Machine (Mesin Pembalik Kompos)
- Aerator / Deaerator
- Palm Oil Crane (merk DEMAG / SWF Krantechnik)
- Overhead Travelling Crane (merk: KONECRANES, SWF Krantechnik, DEMAG, ABUS, TBM)
- Sand Cyclone
- Vacuum Oil Drier
- Rotary Brush Strainer
- Palm Oil Chain
- Gearbox / Motor for Palm Oil Mill
- Palm Harvesting Tools (Alat Panen buah sawit: egrek, dodos, kapak, jaring, dll)
- Cable Reeling Drum, Conductor System (Flat Cables & Accessories)
- NIRS (Alat utk monitor Oil Loss di PKS & Refinery , waktu tercepat sekitar 1 menit) – NEW TECHNOLOGY....
- SPEC (Sovereign Palm Oil Extractor – Cleanser) – Bio Surfactant to enchance Oil Extraction & Cleanses POME – NEW INNOVATION.....(Increase Production (OER) by 0.3-0.4 %)
- Pellet Mill (raw material: wood, Empty Fruit Bunch/ EFB, etc)
- Air Separator (for separation of Nut, Stone & Cracked Mixture)
- dll
 
Selain dari penjualan unit baru diatas kita juga mensuplai spare parts utk mesin-mesin yg tersebut diatas dan sparepart mesin PKS lainnya seperti:
- wormsrew (Segmented, , press cage, drive shaft, Long Arm/Short Arm Digester, Worn Lengthening Shaft, Expeller Arm, Drive shaft, spur gear, Link Chain for Continuous Sterilizer, Shackle-Scrapper Bar-Sprocket  
  H19&Hub for Continuous Sterilizer, etc)
- rotor bar / rotor rod for Ripple Mill / Nut Cracker
- nozzle utk centrifuge (Tungsten Durat, Hexoloy, etc)
- re-meshing vibrating screen (20"", 30"", 40"")
- door packing/ karet pintu rebusan (semua ukuran) bahan EPDM, BUNA, etc
- repair/rekondisi pintu rebusan (2100mm, 2700mm, 2800mm, 3200mm)
- sparepart crane DEMAG, SWF Krantechnik, KONE, etc (shaft, brake, gearbox, motor, pinion, Joystick/pendant controller, travel wheel, rope drum, wirerope, Endless Link Chain for Palm Oil Crane)
- Kontrak Service Crane DEMAG, KONE, SWF Krantechnik
- dsb.Medan Head Office: Ph: 061-8469822 / 8469806 / 081264687412Fax: 061-8472878Email: sales.medan@kharisma-sawit.com/sparepart.medan@kharisma-sawit.comWebsite: www.kharisma-sawit.comJakarta Representative Ph: 021-6332821/082110867733Fax: 021-6345859Email: sales.jakarta@kharisma-sawit.com/ sparepart.jakarta@kharisma-sawit.comWebsite: www.kharisma-sawit.com ","
              Jl. Kompleks Bumi Sunggal Blok C/E no 7            ",Medan,Sumatera Utara,+81 3-6114-1950,+82 11-086-7733,+81 26-468-7412
Mitra Baru Gemilang,"
",Crane,"
              Mitra Baru Gemilang bergerak dibidang Engineering ( Mechanical, Electrical Contractors) seperti pembuatan Over Head Crane, Jib Crane, Table Lifter, Passanger/ Cargo Lift dan lain-lain. Perusahaan kami juga sebagai supplier untuk kebutuhan Technical Industri.            ","
              Jl. Bintara XI No.69, Bekasi Barat            ",Bekasi,Jawa Barat,None,None,None
PT. REXINDO OTOTEKNIK,"
                                    PREMIUM GOLD
                                ",Crane,"
PT. REXINDO OOTEKNIK incorporated in Bekasi, Indonesia to fulfill any rapid development of diverse modern industry commands an ever-increasing need for industrial plants and success of these industries is highly dependent on cooperation with the right partner for the business. 
 
PT. REXINDO OOTEKNIK established since 2012 by a group of engineers who have experience in the various fields of engineering that could support any industrial needs especially on Engineering, Technical Services, Instrumentation & Control and Industrial Supplies. 
We have some experiences of supplying products in varies kind of industries, such as Oil & Gas, Chemical, Power Generation, Petrochemical, Fertilizer, Coal & Mining, Pharmaceutical, Food Industries, Petrcochemical, etc. 
 
Our team of sales engineers possess many years of experience in assisting clients in automated processes to enhance product quality, increase productivity, reduce waste, improve safety, and to meet regulatory requirements. The result is a solution tailored to meet the unique needs of our customers. 
 
Therefore we represent some agency from International Company that related with our main business. ","
              Office & Workshop : Jl. Toyogiri Selatan No.77 Kel. Jatimulya Kec. Tambun Selatan Bekasi Timur Jawa Barat 17515 – INDONESIA.Phone:  (021) 82746125  Faximile: (021) 82435319Branch Office : Villa Mutiara Bogor I Blok C1/19  Kel. MekarwangiKec. Tanah Sareal Jawa Barat 16168 – INDONESIA.Phone (0251) 7595433.HP/WA : +62 812 9119 2569            ",Bekasi,Jawa Barat,+62 812-9119-2569,None,None
CV. Artha Kharisma,"
PREMIUM BLUE ONYX
",Crane,"
Artha Kharisma adalah sebuah perusahaan yang bergerak di bidang jual beli dan jasa rental alat berat seperti Excavator, Bulldozer, Grader, Loader, Truck, Vibro, Crane, dan Truck. Semua alat berat kami sediakan dalam keadaan sehat dan siap untuk digunakan. Selain itu kami juga menyediakan berbagai tipe dan merk alat berat seperti Komatsu, Kobelco, Hitachi, Caterpillar, Sakai, Mitsubishi, Zoomlion, dan Kato. Untuk info lebih lanjut mengenai unit kami bisa langsung mengunjungi workshop kami di Jalan Sidotopo Kidul 61 Surabaya (Artha Kharisma) atau hubungi WA Kami di 0813-3181-2666 (Ibu Vivi) ","
              Jl. Sidotopo Kidul 61 Surabaya            ",Surabaya,Jawa Timur,+62 813-3181-2666,None,None
Jalabuana Mandiri,"
PREMIUM BLUE ONYX
",Crane,"
Jalabuana Mandiri berdiri atas prakarya dan ide besar terhadap sebuah service and solution terhadap semua kebutuhan barang dan jasa khususnya untuk crane construction and mecanical electrical hoisting.
 
Jalabuana Mandiri menyediakan berbagai produk dan service dalam bidang , sebagai beirkut : 
1. Over Head Crane.
2. Hoist Crane.
3. Cargo Lift.
4. Passenger Lift / Elevator
5. Konstruksi baja. 
 
Kami selalu siap sedia Menjadi Mitra dan partner untuk melayani setiap kebutuhan akan produk kami secara cepat tepat dan berkesinambungan, serta mengedapankan service oriented yang menjadi prioritas dan komitmen kepada setiap dan semua coustomer, pelayanan after seles akan memberikan jaminan garansi terhadap produk kami, mengedapankan profesionalitas dan selalu memberikan dan menghadirkan produk produk yang berkualitas.
 
Untuk informasi lebih detail, harap menghubungin : 
 
Jalabuana Mandiri 
CP : 0813 3335 6618 / 031 9917 1407
Pergudangan Legundi Bizpark Blok D11 Legundi, Gresik, Jawa Timur ","
              Pergudangan Legundi Bizpark Blok D-11 Legundi            ",Gresik,Jawa Timur,+62 813-3335-6618,None,None
CV. MAJU JAYA MARINE,"
                                    PREMIUM GOLD
                                ",Crane,"
CV. MAJU JAYA MARINE merupakan Toko Perlengkapan Kapal di Surabaya yang menjual Segala Barang Kebutuhan Marine.
 
-----
 
Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP)
• Phone : 0813-3501-1024 (Marketing)
• e-Mail : marketing.majujayamarine@gmail.com
• Website : www.MajuJayaMarine.com
 ","
              • Head Office : Jln. Kaliagung 1 Blok F-17 (Komplek Kaliagung Megah) Surabaya, Jawa Timur, Indonesia• Phone : 0813-3501-1024 (Call or WhatsApp)            ",SURABAYA,Jawa Timur,+62 813-3501-1024,None,None
PT. Rajawali Trans Logistic,"
                                    PREMIUM GOLD
                                ",Crane,"
PT RAJAWALI TRANS LOGISTICS adalah Perusahaan pengiriman barang domestik swasta yang telah berdiri dan berpengalaman lebih dari 5 tahun. Sebagai penyedia jasa pengiriman barang yang berpengalaman, kami memberikan solusi total rantai pasokan untuk kebutuhan logistik dan manajemen pengiriman (mis. Layanan Door to Door, Pengangkutan, dokumen Pengiriman Barang, dll.)
 
Kami menawarkan semua jenis layanan pengiriman barang di Indonesia, serta transportasi laut internasional. Kami menawarkan solusi transportasi yang disesuaikan dengan kebutuhan dengan harga pasar yang kompetitif. Kepuasan pelanggan adalah prioritas utama kami, kami sangat berkomitmen untuk mencakup seluruh rantai pasokan dengan solusi pengiriman yang dipersonalisasi dan hemat biaya. Kami memastikan bahwa barang Anda sampai di tujuan dengan aman dan dengan harga terbaik. Semuanya diatur oleh tim profesional bermotivasi tinggi dengan latar belakang logistik yang luas. Jadi jika Anda berencana untuk mengekspor atau mengimpor barang dan sedang mencari perusahaan ekspedisi dengan pengalaman dan pengetahuan yang luas tentang peraturan bea cukai di Indonesia, jangan ragu untuk menghubungi kami untuk membantu Anda dalam operasi logistik.
 

TIM KITA
Di PT RAJAWALI TRANS LOGISTICS, kami selalu bekerja dengan hati-hati dalam memilih pribadi yang tepat, berpengalaman, dan sangat terlatih untuk mengelola dan menangani bisnis Anda dengan benar.
 
PENGLIHATAN
Menjadi perusahaan jasa pengiriman dan logistik multinasional di Indonesia.
 
MISI
Membantu pelanggan dalam mengirimkan barang dengan layanan yang sangat baik dan tepat waktu. Dipenuhi dengan tenaga manusia yang andal, transportasi unit tepat waktu, dan harga terjangkau.
 
TAGLINE
“ KEPUASAN PELANGGAN ADALAH HARGA TETAP ”
 
 
JASA
- Door To Door Project Cargo
- Kargo umum
- Wadah
- Kargo Proyek (mis. Minyak & Gas, Infrastruktur, Proyek Pipa, Semen, dll.)
- Heavylifts dan Turnkey Projects
- Izin Kustom
- Shore Crane, Forklift, dan Unit Medis Lainnya
- Bongkar muat
 
PELANGGAN KAMI
- WIJAYA KARYA, TBK.
- WIKA BETON, TBK.
- ADHI KARYA, TBK.
- WASKITA KARYA, TBK.
- ADHIMIX PRECAST INDONESIA
- STEEL PIPE INDUSTRY INDONESIA (SPINDO)
- PETROWOOD BANGUN MANDIRI
- PENGIRIMAN ADITYA ARYAPRAWIRA
- LAYANAN PEROLEUM HUABEI
- DLL
 
HUBUNGI KAMI
- Jln. Perak Barat No. 171 Surabaya
- (031) 3288-7007-10 / 0813-3250-5800
- rajawalilogistic@gmail.com ","
              KANTOR PUSAT (SURABAYA)📍 Jln. Perak Barat No. 171 SurabayaPHONE / WHATSAPP☎️ 0813-3250-5800—            ",SURABAYA,Jawa Timur,+62 813-3250-5800,None,None
