Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT Apases,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
              PT Apases merupakan perusahaan yang fokus di bidang penjualan pompa dan alat pendukungnya. Kami memiliki persediaan barang yang sangat cukup dan dimbangi dengan teknisi yang handal.Pelanggan kami berasal dari berbagai kalangan industri, galangan kapal, gedung tinggi, mall, shopping center, kolam renang umum maupun pribadi termasuk rumah tangga.Pompa yang kami supply dipakai untuk air tawar, air laut, lumpur, bahan kimia, minyak bakar, minyak goreng, oli , solar. Pompa pompa tersebut digerakkan oleh elektro motor 220V, 380V, 440V dan mesin diesel Alat pendukung pompa yang kami sediakan meliputi Cooling Tower, Sand Filter, Carbon Filter, Cartridge Filter, Electric Motor, Pressure Tank, Pressure Switch, Pressure Gauge (Manometer), Hydrophore Tank Spring Mounting, Rubber Mounting, Kontrol Panel DOL / Star Delta / VSD / Inverter, berbagai macam Valve, Electrode, WLC, Float Switch (Air / Minyak) , Flow Switch, Float Valve (Pelampung Air).Lokasi kami berada dalam kawasan industri tunas 2 , masuk Pos Satpam Kawasan Tunas 2 dan belok kiri pada simpang pertama. Kami tunggu kedatangan anda            ","
              Kawasan Industri Tunas 2 Type 2E Batam Center            ",Batam,Kepulauan Riau,+62 878-9401-3000,None,None
CV Bangkit Jaya Sealindo,"
PREMIUM RUBY
",Perlengkapan Alat Berat,"
              CV Bangkit Jaya Sealindo adalah suppier Mechanical Seal yang sudah berpengalaman dalam dunia ini.Kami spesialis dalam pembuatan MECHANICAL SEAL dan Seal custom lainnya, dapat membuat Mechanical Saeal / Seal sesuai contoh dan sesuai request yang diinginkan.            ","
              Komplek Ruko Kosambi Megah Blok A/34 kelurahan Jati Mulya Kecamatan kosambi kabupaten Tanggerang Banten 15211            ",Tanggerang,Banten,+81 3-5300-5500,None,None
PT. DUTA UTAMA SENJAYA,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
PT DUTA UTAMA SENJAYA Hp. 08128065385, WA. 087876638891, Telp: 0254570530, Fax: 0254570601, Email: sales@dutatop.co.id;barkah@dutatop.co.id, Dept. Spare Part Solution: www.dutatop.co.id, Dept. Energy solution: www.energysaverid.com  is a trading company which provides Mechanical, Electrical and Instrument spare parts and specializes supply to Industries: Steel Mills, Petrochemical Factories, Power Plants, Oil and Gas Industries, Sugar Refineries, etc.
 
PT DUTS has been existing and experienced since 1996 in serving the industries throughout Indonesia. Located in Cilegon, a hundred kilometers west of Jakarta, we have been truly committed to our service to build our business relationship with customers.
 
Mr. Ir. H. Sutopo Raharjo is the founder and Director of the company. He started his career in 1986 by joining a supply company specializing in hardware products of mechanical & electrical parts. Ten years later he established PT DUTS with a mission of giving quick service and growing successfully in business activities with other parties. 
 
Comprising a team which consists of 10 employees, PT DUTS has developed itself and served its customers with reliable and efficient products supplied by globally reputable manufacturers. ","
              Komp. Arga Baja Pura, Jl. Arga Patuha Blok D5/19 Grogol            ",Cilegon,Banten,+62 817-0703-575,None,None
PT. ASIA TEKNIK KREASINDO,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
Kami Bergerak dibidang kebutuhan industri specialis hydraulic, Pneumatic dan General Supplier. Produk Kami : * Hydraulic Hose * Industrial Hose * Pneumatic Part * Hydraulic Part  Dengan harga terbaik dikelasnya, produk berkualitas dan berGARANSI, memberikan solusi dan masukan untuk setiap permasalahan dibidangnya dengan teknikal support ahli dibidangnya. ","
              Jl. Gatot Subroto KM.2 No.23 ( Depan Ruko Harmoni Cimone ) Kel.Cimone Kec.Karawaci, Tangerang - Banten - Indonesia             ",TANGERANG,Banten,085776189919,+81 29-292-8585,081911193393
PT. Restu Raya Abadi,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
              PT. Restu Raya Abadi adalah perusahaan yang berdiri sejak Tahun 2009. Bergerak dibidang Desain dan Manufacturing Hydraulic dan Pneumatic Sistem yang dapat diaplikasikan pada mesin-mesin industri, otomotif, pengeboran minyak dan gas maupun pada komponen alat-alat berat. Meliputi semua jenis hydraulic, Pnuematic dan acsesories pendukungnya seperti Manifol Block, Selenoid Valve, Reliet Value, maupun perakitan sistem Power Pack itu sendiri. Kami juga memiliki beberapa fasilitas produksi berupa Workshop yang lebih dari satu tempat dengan didukung alat-alat produksi yang memadai dan sumber daya manusia yang terampil dan ahli dibidangnya.            ","
              Office & Warehouse : Taman Royal 1 Ruko Mahoni Niaga No 70, Kel Tanah Tinggi, Kec. Tangerang/Workshop : LTC Glodok & Bayur Kali RT04/RW04, Desa Lebak Wangi, Kec. Sepatan Timur, TangerangFax : 02129238243            ",Tangerang,Banten,+62 813-1093-2456,None,None
ZULINDO JAYA MANDIRI,"
PREMIUM RUBY
",Perlengkapan Alat Berat,"
ZULINDO JAYA MANDIRI merupakan Perusahaan yang Siap Membantu Anda dalam Bidang :• Penyediaan, Pemasangan dan Perawatan Filter AHU• Pengadaan dan Perawatan berbagai Type AC• Pengerjaan Konstruksi Besi, Aluminium, Stainless• Kontraktor HV AC untuk Ruang Operasi, Ruang Isolasi dan Ruang CCSD (Pusat Sterilisasi)Dan telah Melayani Berbagai Instansi dan Perusahaan Ternama, Khususnya di Area Jawa Tengah. Beberapa diantaranya :• RSUD KRMT WONGSONEGORO• RSUD IR SUKARNO SUKOHARJO• RSI KENDAL• RS Kariadi• RS Roemani• RS Elisabeth• Telkom• PT Indofood• Ciputra• Perusahaan Farmasi dan Mall di SemarangUntuk diluar Jawa Tengah beberapa diantaranya :• RS Bunda Lhoksumawe, Makasar dan Kalimantan.""Pelayanan Terbaik, Tepat, Efisien adalah Semangat Kami""-----Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP).
• Phone : 0813-2542-2349 (Peni Eka Prastyawati)
• e-Mail : zulindo.jayamandiri@gmail.com• Website : www.ZulindoFilterSemarang.com
 ","
              KANTOR PUSAT📍 Jln. Condrokusumo Raya No. 21-D Bongsari Semarang BaratPHONE / WHATSAPP☎️ 0813-2542-2349—            ",SEMARANG,Jawa Tengah,+62 813-2542-2349,None,None
CV. Berlian Saka Perkasa Engineering,"
PREMIUM BLUE ONYX
",Perlengkapan Alat Berat,"
CV. BERLIAN SAKA PERKASA ENGINEERING berdiri pada tahun 2015 di Kota Semarang, Jawa Tengah. 
Kami menyediakan berbagai macam produk Sparepart Industri dengan harga terjangkau dan menawarkan solusi yang terbaik . Kami bergerak dalam bidang Seal & Rubber, Mechanical Seal, Gland Packing & Expansion Joint, Pump ,Hydraulic, Metal Working, dan Engine Part Refurbish.
Untuk semakin meningkatkan kinerja kami, kami selalu berorientasi pada kualitas layanan, mengevaluasi dan menjaga kualitas barang dan jasa, serta berusaha keras untuk memberikan solusi yang terbaik. Kami ingin mencapai Visi dan Misi perusahaan dengan cara yang terbaik dan terarah, membangun konsep, menyediakan kualitas produk dan jasa untuk  memenuhi kebutuhan pelanggan dengan harga yang bersaing, dan kami berkomitmen untuk layanan pengiriman tepat waktu.  .
Untuk informasi lebih lengkap segera hubungin kami di 

Contac US :
CV. BERLIAN SAKA PERKASA ENGINEERING
Sales Office: Jl. Ngesrep Barat Dalam IV No.31, Srondol Kulon, Banyumanik, Semarang 
Phone : 024-74740724
Mobile/WA : 0822 2661 7956
Website  : www.berliansakaperkasa.co.id
Email : sales-support1@berliansakaperkasa.com | sales@berliansakaperkasa.com
 ","
              Jl. Ngesrep Barat Dalam IV No.31, Srondol Kulon, Banyumanik, Semarang  ",Semarang,Jawa Tengah,+62 822-2661-7956,None,None
TOKO SEMARANG TEKNIK,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
Selamat datang di website TOKO SEMARANG TEKNIKEMAIL : SARANA_SMG@CBN.NET.IDemail : SEMARANGTEKNIK@CBN.NET.IDPT. Sarana Teknik adalah Perusahaan yang menjadi distributor resmi penjualan Produk Electric Motor, Gear Motor, Gear Reducer, Gear box, Industrial Pump, Copling, Pulley, Chain, Conveyor Chain, Belt Conveyor, Sprocket, transmisi tenaga mekanik, dll. Dengan penghargaan dari custumer akhirnya kami menjadi di kenal dengan Stokist pada product sebagai berikut : BALDOR MOTOR DODGE COUPLING - DODGE BEARING FALK COUPLING REXNORD COUPLING - REXNORD CHAIN ADDAX COUPLING , THOMAS, FENNER BELT COUPLING PULLEY , SIHI PUMP, KOSHIN GEAR PUMP, SOUTHERN CROSS PUMP, EBARA PUMP, FRANKLIN SUBMERSIBLE PUMP, KENFLO PUMP, BEARING, BANDO BELT, CONTINENTAL CONVEYOR BELT MARTIN, LINK BELT, HITACHI, MTK, NIKKEN, KHK, KTR, KB PENTA POWER, CUTES INVERTER, TOSHIBA INVERTER, DELTA INVERTER, KBMM, TECO MOTOR, SIEMENS MOTOR, YUEMA ELECTRIC MOTOR, TSUBAKI POWER HELICAL DRIVE REDUCER, KOP-FLEX, TB WOOD' S, FLENDER, NBK, KTR, MITSUBOSHI, CENTA, EBARA, MOTOVARIO , MOTOVARIO GEARBOX , MOTOVARIO INDONESIA , MOTOVARIO WORM GEAR , BONFIGLIOLI , BONFIGLIOLI INDONESIA , BONFIGLIOLI RIDUTTORI , BONFIGLIOLI GEARMOTOR, dll.Untuk informasi dan pemesanan Hubungi Kami :Head OfficeToko Semarang TeknikJl. Wonodri Sendang Raya No.15 A Semarang 50242Phone : ( 024 ) 356 6377 ( Hunting)Fax   : ( 024 ) 356 9019EMAIL : SARANA_SMG@CBN.NET.IDEmail : semarangteknik@cbn.net.id ","
              Jl. Wonodri Sendang Raya No.15 A Semarang 50242            ",Semarang,Jawa Tengah,+62 815-2260-1312,None,None
Multi Control Indonesia,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
Multi Control Indonesia adalah perusahaan yang bergerak di bidang penjualan kebutuhan industri, untuk semua jenis industri seperti textile, plastik, makanan & minuman, obat, pengolahan kayu, farmasi dan lain-lainnya, serta menjual berbagai kebutuhan untuk trainer pendidikan. Ada pun product-product yang dijual antara lain seperti Frequency Inverter ( VFD), frequency inverter, AC Drives, frequency converters, frequency changers, adjustable speed drives (ASD), adjustable frequency drives (AFD), variable frequency drives (VFD), variable speed drives (VSD), Soft Starters, Soft Stop, Soft Starters for AC Motor, Motor Starters,  Motor Soft Starters, EMI filter, Input EMI Filters, Output EMI Filters, AC Choke, AC Reactor, Input AC Choke， Output AC Choke， Input AC Reactor, Output AC Reactor, DC Choke, DC Reactor, Input DC Choke, Output DC Reactor, Input DC Reactor, HMI, Human Machine Interface,PLC，Programmable Logic Controller, Servo Drive, Servo Motor, Servo Motor & Drive, Servo Motor & Drive, Dioda Module, Darlington, IGBT, Transistor Module, IPM Module, Rectifier Bridge, SCR,GTO & Dioda, Mosfet,Fanuc part, Elevator Board,Fuse, Melt Pressure transmitter, Melt Pressure tranducer, Pressure Sensor,Melt Pressure gauge,Level Transmitter,Differential Pressure transmitter,Mud Pressure Transmitter,Instrument,Diaphragm pressure gauge,Temperature Transmitter, segala model jenis sensor. Propeller flow meter,Ultrasonic Water meter,magnetic flow meter,Gas turbin meter,Radar level meter dan bekerja sama dengan beberapa merk terkenal seperti 

ABB, SIEMENS, DANFOSS, VACON, SEW, LENZE, PETER ELECTRONIC, LEISTER, WATT DRIVE, KEB, BONFIGLIOLI, NORD, CAG ELECTRIC MACHINERY, INTECNO, SYCOTEC, KB ELECTRONICS,  TDE MACNO SPA, GEFRAN, CONTROL TECHNIQUES, PEPPERL FUCHS, GRUNDFOS, VEM MOTORS, BR INDUSTRI-ELEKTRONIK, RK ROSE+KRIEGER, CARLO GAVAZZI, LEROY SOMER, VERLINDE, TRANSTECNO, STAHL CRANE SYSTEMS GMBH, MIYACHI, DEMAG CRANES COMPONENTS, ABM, ROSSI, COGNITO QUAM, GE, AIRTECNICS, Delta, Teco, Toshiba, Mitsubishi, fuji, Yaskawa, Hitachi, Omron, Panasonic, HYUNDAI, LS/LG

Tujuan utama kami adalah untuk menyediakan kebutuhan sarana industri yang tepat dan lengkap dengan layanan yang komprehensif kepada pelanggan, tidak hanya sumber daya saham tetapi juga dukungan teknis dan keahlian teknik. ","
              Villa Payung Indah B 27            ",Semarang,Jawa Tengah,6585225548633,None,None
PT.SARANA TEKNIK GROUP,"
                                    PREMIUM GOLD
                                ",Perlengkapan Alat Berat,"
PT. SARANA TEKNIKJln. Wonodri Sendang Raya No. 15ATelp: 024 – 3566377Email: sarana_smg@cbn.net.idWebsite: www.sarana-teknik.comJual: WIREMESH, MESIN CRUSHER, JAW CRUSHER, DAN UNIT CONVEYORProduk:BACKSTOP/CLUTCH BRAKE: Shinko Sinfonia, KEB, Mitsubishi, Osaka, Suntes, Airflex Eaton, Warner, dll.
RING BLOWER, TURBO BLOWER & ROOTS BLOWER Merk: Chuan Fan, Back Port, Ho-Hsing dan Showfou Produk INVERTER AC 1 Phase dan 3 Phase, Merk: LG/ LS, FUJI, HITACHI, CUTES, DELTA, TOSHIBA, SIEMENS, TECO, MITSUBISHI, ABB. DC Controller KB-Penta Power
Produk COMPRESSOR Merk: PUMA, PANTHER, JAGUAR, SWAN, dll.
Electric Motor: Baldor Electric motor, Explosion Prof motor BALDOR, Bonfiglioli electric motor, westcar electric motor, toyo electric motor, electrim electric motor, yuema electric motor, motovario electric motor, mitsibishi electric motor, quantum electric motor, Siemens electric motor, reliance electric motor, teco electric motor.
GEAR BOX & GEAR MOTORGear dan gear motor: Bonfiglioli Ridutori gear motor, Yuema gear motor, Mitshubishi gear motor, Motovario gear motor, Quantum gear motor, Reliance gear motor, Siemens gear motor, Teco gear motor, Flender gear motor, Omega Motori gear reducer.
Gear Box: FALK GEAR REDUCER REXNORD GEAR REDUCER FALK GEAR MOTOR REXNORD GEAR MOTOR FALK GEAR DRIVE DRIVES REXNORD DRIVE DRIVES REXNORD TABLE TOP CHAIN LINK BELT BEARING LINK BELT CHAIN TUNGLEE GEAR MOTOR
ALL BACKSTOP MERK: BACKSTOP FOR CONVEYOR, BACKSTOP MARLAN, BACKSTOP STIEBER, BACKSTOP RINGSPANN, BACKSTOP FORMSPRAG, BACKSTOP SAMBO, BACKSTOP MASTER, BACKSTOP TSUBAKI, ROSSI MOTORIDUTTORI, SITI, MAKISHINKO - GEAR BOX - GEAR MOTOR - GEAR REDUCER - GEAR BOXES KB1. BONFIGLIOLI RIDUTORI2. SEW3. FLENDER4. TSUBAKI5. YUEMA6. SOUTHERN CROSS7. SIHI PUMP9. DAVID BROWN10. TRANSMAX / OMEGA MOTORI11. MAKISHINKO
Electric / Induction Motor: TECO, TATUNG, LI-MING, ATT, FUKUTA. YUEMA. BALDOR, RELIANCE, ABB, SIEMENS, BONFIGLIOLI, ELEKTRIM, CANTONI,dll
DYNAMIC PLANETARI Merk Pump: ALFA LAVAL PUMP TORISHIMA SIHI PUMP, STERLING PUMP KSB PUMP APP PUMP LOWARA, CNP, GROUNFOS ORIENTAL KOSHIN EBARA, SHOWFU, KENFLO FRANKLIN, SOUTHERN CROSS
ALL COUPLING: Centa, Transfluid coupling, Dodge coupling, falk coupling, Fenner coupling, Flender coupling, addax coupling, IDD-FCL Coupling, KOPFLEX coupling, KTR coupling, LoveJoy coupling, Masterflex coupling, Mitsuboshi coupling, NBK coupling, Normex coupling, Rathi coupling, Rexnord coupling, Seisha coupling, TB WOOD' S coupling, Thomas coupling, Tsubaki coupling, Westcar coupling, Jointing
Universal jointing: KTR, Quantum, Sankyu Power Lock
Locking Bush: Quantum, Stand Word, Ring Feeder. Ringspann Backstop, Tsubaki Backstop
Flender: N-Eupex Coupling, Rupex Coupling, Bipex Coupling, Arpex Coupling, Zapex Coupling & Fludex Coupling.
RANTAI Chain: Link-Belt, AVE, Rexnord, Tsubaki, Fenner, Renold, DID, MTK. Table Top Chain Rexnord, & Cable Chain.
Taper Lock Timming Pulley & Pilot Bore Timming Pulley: Fenner Timming Pulley, Martin Timming Pulley, SIT Timiming Pulley, dan Timming Lokal Pilot Bore.
Cardan shaft: GWB cardan shaft, KKN cardan shaft, Quantum cardan Shaft, SanKyu cardan shaft, KHK stok Gear ( Rotary Joints Kao jyh )
Jointing: Ktr jointing, Quantum jointing, Sankyu jointing, Universal join. Merk LUX: Rotary Joints, Rotary Valve.
Universal Joint: Merk, Quantum, GWB, GKN, GMB, KYOWA, KTR, SANKYU,dll
Pump: Oriental Koshin pump, Southern Cross pump, Sterling Sihi pump, Torishima, Lowara, Ebara, CNP, Kenflo, dan Franklin Pump.
Material Handling: Cuan Fan Blower: Ring Blower, Turbo Blower & Root Blower.
Sprocket: MTK Sprocket, Tsubaki Sprocket, Renold.
Pulley: Fenner Pulley, Master Pro Pulley, NBK Pulley.
Conveyor belt: Link belt conveyor, Continental conveyor, Star Conveyor, Flexco conveyor, & Rock Trans.1. MITSUBISHI SUPERLINE MOTOR2. TRANSMAX MOTOR3. TOSHIBA INVETER4. DELTA INVETER5. TOP TEK INVERTER, INVERTER CUTES6. LG/ LS INVERTER7. YUEMA MOTOR, YUEMA GEAR MOTOR, YUEMA GEAR BOX, YUEMA GEAR PUMP8. EDDY CARRENT GEAR MOTOR + SPEED CONTROLLER TECO9. INVERTER DELTA10. SIEMENS MOTOR / SIEMENS FLENDERGEAR MOTOR / GEAR BOX
MERK QUANTUM: VIBRATOR MOTOR GEAR BOX REDUCER GEAR MOTOR GEAR BOX QUANTUM MASTER GEAR BOX POWER LOCK UNIVERSAL JOIN Type MA ( Single ) / MB ( Double )
Bearing: Fag bearing, SKF Bearing, NTN Bearing, INA Bearing, Iko bearing, dodge bearing, rexnord bearing, linkbelt bearing, morse bearing, seal master bearing, Timken bearing, nsk bearing.
PT. Sarana Teknik Group didirikan sejak Oktober 1998, Kami menjual:* COUPLING* RENOLD CONVEYOR CHAIN* TECO MOTOR* QUANTUM VIBRATOR MOTOR
Product yang kami jual: Electrik Motor AC Baldor, Ex.Proof Motor AC Baldor, Gear Box Baldor, DC Motor dan DC Control.
Product kami: BALDOR di INDONESIA untuk BALDOR AC MOTOR/ MOTORS BALDOR AC CONTROL BALDOR DC MOTOR/ MOTORS BALDOR DC CONTROL BALDOR EXPLOSION PROOF BALDOR EXPLOSION PROOF MOTOR/ MOTORS BALDOR GEAR MOTOR/ MOTOR ","
              Jl. Wonodri Sendang Raya no.15A            ",Semarang,Jawa Tengah,+62 815-2260-1312,None,None
