Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT. PAVA MANDIRI,"
PREMIUM RUBY
",Forklift,"
PT. PAVA MANDIRI berdiri sejak tahun 2015 bergerak dalam bidang fabrikasi berbagai macam part industri yang berbahan POLYURETHANE
Produk yang kami hasilkan seperti : 
Pigging pipa, 
Roda forklif, 
Belt cleaner dll.
 
Polyurethane  yang biasa disebut PU merupakan bahan cat premium yang berkualitas tinggi. Bahan yang dihasilkan dari POLYMERISASI dari URETHANE. Urethane dihasilkan dari reaksi antara Polyisocyanete dengan bahan yang mempunyai gugus Hidroksil. Pada umumnya yang dinamakan PU adalah suatu bahan yang terdiri dari dua komponen dimana terdapat bahan PU dan isocyanete sebagai Hardener, Bahan ini merupakan suatu jenis coating yang bisa menghasilkan lapisan film yang kuat dan keras, tahan terhadap panas, bahan Kimia dan goresan, tidak mudah robek.
Secara umum Polyrethane merupakan   pengisolvenan antara karet dan plastik sehingga didapatkan pelarutan material tahan gesek, tahan aus, tahan terhadap beberapa kimia ringan seperti oli dan Gemuk, stabil dalam suhu dingin samapi dengan 0 drajad Celcius, flexsible terhadap suhu panas S/D 100 drajad celcius. Lebih unggul dibandingkan dengan bahan lain seperti karet besi, kayu maupun plastik.
Kegunaan Polyurethane sangat membantu jalannya proses industri dan mengoptimalkan proses produksi. Oleh karena itu sebaiknay peralatan industri dilengkapi dengan polyurethane sebagai perlindungan dan peningkatan kinerja .
Beberapa Keunggulan Polyurethane :
1. Kekerasannya sangat beragam yaitu dari shore A sampai dengan shore D.
2. Amat sangat tahan aus.
3. Amat sangat tahan pukulan.
4. Amat sangat tahan gesek.
5. Cocok untuk heavy duty industry.
6. Kekenyalan yang sangat baik.
7. Tetap flexible pada temperature rendah.
8. Kemampuan isolasi yang baik.
9. Ketahanan terhadap keburukan yang disebabkan oleh atmosfir, oksigen dan ozon.
10. Tahan terhadap oli, gemuk dan beberapa bahan kimia  lainnya. ","
              Samudra Office TangerangRuko Graha Boulevard Summarecon Serpong Blok GBVB 10Jl. Gading Serpong Boulevard, Curug Sangereng, Kec. Klp. Dua, Tangerang Telp. 021-28541720/082113345602            ",TANGERANG ,Banten,+62 813-1778-9949,None,None
PT. Mulya Natama Teknik,"
                                    PREMIUM GOLD
                                ",Forklift,"

Kami PT. Mulya Natama Teknik specialist Polyrethane., Rubber Roll, Nylon, Teflon steinless, Alumunium Technical & Custome Product, bubut, hardchrome, spare part escalator, elevator, travolator dan Roda Forklift.
 ","
              Jl. Raya Regency 2, Blok AB.1 No.04Pasar Kemis, Tangerang-Banten            ",Tangerang,Banten,+62 812-9552-996,None,None
CV. Indo Raya Abadi ,"
                                    PREMIUM GOLD
                                ",Forklift,"
              CV. Indo Raya Abadi merupakan Perusahaan yang bergerak dibidang Suplay Pneumatic, Hydraulic, Filter Udara, Filter kompresor dan perlengkapan kebutuhan Spart Industri Textile dan lainya.            ","
              Citra Prima Serpong Dua Blok. HH3 No. 2,Muncul ,Tangerang Selatan Email : indorayaabadi82@gmail.com            ",Tangerang  Selatan,Banten,+62 812-9198-7382,+62 812-8805-4401,None
PT. DENKO WAHANA SAKTI,"
PREMIUM BLUE ONYX
",Forklift,"
              Welcome to PT Denko Wahana Sakti PT Denko Wahana Sakti didirikan pada Bulan November Tahun 1992. Berawal dari sebuah kantor di daerah Ketapang, Jakarta Pusat yang bergerak dalam bisnis penjualan Turbin Ventilator, Castor Wheel serta beberapa produk Material Handling PT Denko Wahana Sakti sebagai Holding Company dari DENKO GROUP melakukan ekspansi dengan menambah bidang bisnis penjualan yang baru dan membuka cabang yang di Kota Surabaya pada Tahun 1994, kemudian di Kota Bandung pada Tahun 1997 dengan nama PT Denko Wahana Prima. Dan PT. Denko Wahana Sakti Semarang berdiri pada tanggal 1 Mei 2008 untuk memenuhi kebutuhan produk-produk denko di area Jawa Tengah dan Yogyakarta Divisi Belden PT Denko Wahana Sakti merupakan Distributor berbagai jenis kabel dengan brand Belden yang merupakan brand terkemuka di pasar kabel saat ini. Kami menjual Kabel UTP Belden, rs485,rj45 dan rs232 Belden, Coaxial rg8 dan rg11, fiber optic belden, Patch Cord, Patch Panel, modular cat6 dan Face Plate dengan kantor di Jakarta, Surabaya dan Semarang ( melayani area Jawa Tengah dan daerah istimewa Yogyakarta ) Divisi Material Handling Kami juga menjual berbagai produk material handling seperti Hand Pallet Truck, Manual stacker, full electric stacker, electric pallet truck, aluminium work platform, drum porter, hand truck prestar, drum handler, drum tipper, drum gripper, trolly 3 susun, hand truck, pallet truck with scale, mini forklift, vertical lift, Hand truck, scissor lift, hand stacker full electric, hand stacker manual, hand drum lift, hand drum lift semi electric, lift table, trolly, tangga elektrik, turbine ventilator, semi electric stacker, hand pallet, tangga electric, hand stacker semi electric, forklift, pallet mesh, forklift, reach truck, pallet mover,electric tractor, towing dan hand pallet Divisi Dalton Tools Kami adalah distributor chainsaw, hand tool, Ladder, jack equipment, dustbin, gergaji pohon, mesin las, genset tiger, generator spakins, kunci pas, gergaji kayu, air compressor, welding machine, tang, mesin las inverter, kunci ring, engine water pump, mesin las, dongkrak botol, water pump, generator, genset , tong sampah, dongkrak buaya, bootle jack, floor jack, jack stand dan tangga Divisi Chastor Wheel Kami juga membantu anda untuk menyediakan roda trolley / chastor wheel berbagai tipe untuk kebutuhan industrial serta kebutuhan untuk roda scafolding, bed rumah sakit, troley supermarket, troley bandara dan laini-lainnya. Merk-merk terbaik yang kami sediakan diantara, Roda Nansin, Nippon, Star Rollen, Shengteng / STG, Shenpay, Sumo, Helver, Global dan Roda Triple-S. Divisi Turbin Ventilator Tersedia juga ditempat kami alat sirkulasi udara / turbin ventilator merk DENKO yang akan membantu mengeluarkan udara panas, kelembaban dan bau tidak sedap pada ruangan pabrik, ruangan produksi dan ruangan rumah anda. Menjadikan udara didalam ruangan pabrik, gudang dan rumah anda menjadi lebih nyaman dan segar. Kami telah membangun bisnis jangka panjang dengan pelanggan kami diseluruh Indonesia, jika anda tertarik dengan beberapa model dan tipe produk yang kami tawarkan didalam website ini, silahkan hubungi kami. Kami siap memberikan layanan konsultasi kepada anda, untuk memilih produk teknik berkualitas TERBAIK dengan harga yang TERMURAH dan tentunya bisa memenuhi kebutuhan anda saat ini. Terimakasih. PT DENKO WAHANA SAKTI Contact Person : Helmi Efendi, ST Office : Jalan Banjardowo Tengah Blok C No 8 Genuk, Semarang 50117, Jawa Tengah INDONESIA Fax : 024-76580141 Email 1 : pt_dws_semarang@yahoo.co.id Email 2 : helmi_effendi@denko.co.id Jam Kantor : Senin - Ju'mat : 08.00 - 17.00 Cara Pembayaran : Tunai, Pembayaran tempo bisa saja dilakukan bila kami telah survey ke tempat anda dan semuanya memenuhi kriteria yang kami telah tetapkan.            ","
              Jalan Banjardowo Tengah - Kompleks Industri Banjardowo Blok C No 8 Genuk, Semarang, Jawa Tengah INDONESIA            ",Semarang,Jawa Tengah,+62 812-3592-407,None,None
PT TRIGUNA KARYA NUSA,"
                                    PREMIUM GOLD
                                ",Forklift,"
              SALES - PARTS - SERVICE - RENTAL HEAVY DUTY EQUIPMENTKami adalah perusahaan yang bergerak dalam bidang jasa trading, support alat alat industri, meaning dan pertanian di Indonesia antara lain ( Forklift, Generator Set, Towing Tractors, Wheel Loader, Hydraulic Excavator, Mini Excavator, Backhoe Loader, Skid Steer Loader, Motor Grader, Bulldozer, Vibrator Roller, Stacker Container, Asphalt Finisher, Traction Battery, Concrete Batch Plant, Concrete Boom Pump, Concrete Line Pump, Concrete Trailler Pump, Concrete Truck Mixer, Crawler Crane, Truck Crane, Telescopic Crane, Solid Tyres, UPS power Supply, Panel Genset, Attachment Forklift).            ","
              M Gold Tower Lt. 16 B, Jl. KH Noer Ali Inspeksi Kalimalang            ",Bekasi,Jawa Barat,+62 811-9614-415,+62 812-8163-815,None
PT HASTA KARYA TEKNIK,"
                                    PREMIUM GOLD
                                ",Forklift,"
              Kami bergerak di bidang Electrical, Mechanical dan Fabrikasi untuk kebutuhan industri. Bidang electrical meliputi Pembuatan panel distribusi, repair electrical part sampai dengan pembuatan sistem automation menggunakan plc dan HMI. Bidang Mechanical meliputi overhoul dan trouble shooting mesin industri seperti, milling cnc , bubut cnc, injection moulding, die casting dll. Maker mesin seperti Fanuc, moriseiki, takizawa, takamaz, okuma howa, enshu, toshiba, niigata, jsw, nissei , hitachi seiki dllJasa Pembuatan Spray Booth, Backing Oven, Conveyor, Maskig Jig Painting.            ","
              Jalan Raya Selang Jati No 56 RT 03 RW 03 Kampung Selang Jati Desa Wanajaya Kecamatan Cibitung Kabupaten Bekasi Jawa Barat Indonesia            ",Bekasi,Jawa Barat,+62 813-1580-2088,None,None
PT DAVINDO JAYA SAKTI,"
                                    PREMIUM GOLD
                                ",Forklift,"
Website : www.sandblasting.co.id
PT. DAVINDO JAYA SAKTI sebagai anak perusahaan dari HARSA GROUP yang telah exsis selama 29 tahun, telah menjadi pionir dalam bidang Sandblasting dan Painting ( Corrosion Control) .
Kami telah melayani berbagai perusahaan perusahaan dalam skala nasional maupun internasional yang tersebar hampir di seluruh kawasan Indonesia.
PT. DAVINDO JAYA SAKTI didirikan sejak tahun 1997, pada awalnya kami hanya bergerak dalam bidang insulasi dan waterproofing, maka sejak tahun 2000, kami sudah merambah ke bidang Sandblasting dan painting.
 
Hubungi Kami :
Mr. Robert Saputra Phone : 081317143767
Email :robert@sandblasting.co.id
Whatsapp : 081317143767
 
WORKSHOP : Jl. Cempaka no. 88 Tambun - Bekasi Timur
 
Klik link dibawah ini untuk lebih jelas :
sandblasting.co.id ","
              Jl. Cempaka no. 88 Tambun Bekasi Tmur            ",Bekasi,Jawa Barat,+81 3-1714-3767,None,None
CV. Globalindo Teknik Mandiri,"
                                    PREMIUM GOLD
                                ",Forklift,"
CV GLOBALINDO TEKNIK MANDIRIKami merupakan Perusahaan yang bergerak dalam bidang Perdagangan umum, Pabrikasi Mesin, dll.VISI Menjadi dan membuat jaringan sumber distribusi mesin, elektronik, jasa yang dibutuhkan oleh konsumen (masyarakat umum).MISI ° Memberikan kepuasaan dalam pelayanan kepada konsumen/ customer. Selalu berusaha untuk menjadi yang terbaik dalam melakukan suatu hal yang baru agar kebutuhan konsumen/ customer bisa terpenuhi. ° Memberikan kinerja yang tepat waktu sesuai dengan yang dijanjikan dan yang diinginkan pihak konsumen/ customer.Dengan visi dan misi yang telah tercantum di atas anda boleh mempercayakan kepada kami untuk masalah kinerja kami. Pelayanan yang kami berikan kepada konsumen/ customer adalah menjadi hal utama yang kita Prioritaskan dan perhatikan. Menjaga kepercayaan customer itu adalah tanggung jawab kami untuk memberikan pelayanan/ service yang baik. Dengan dedikasi yang kita pelajari dari waktu ke waktu, kita akan selalu menjadi yang terbaik.CV Globalindo Teknik Mandiri terdiri dari beberapa divisi yang fokus dan spesialisasi di produk;- Mesin Marka Jalan dan Kelengkapannya : Mesin marka jalan thermopastic ° Mesin marka jalan coldplastic ( cat dingin) ° Mesin marka jalan screed ° Mesin marka jalan profile ° Mesin marka jalan sprayer coldplastic ° Mesin Preheater ( pengaduk cat thermoplastik) ° Mesin Penghapus Marka Jalan ° Cat Thermoplastik- Peralatan Test Teknik Sipil : Alat Testing Beton, Concrete, Testing Jembatan, Testing Asphal, Testing Aggregate, - Rambu Lalulintas - Rambu Pabrik - Rambu Kerja - Rambu Parkir - Lampu Lalulintas ( Traffic Light) - Delineator Post - Paku Jalan ( Road Stud) - Traffic Cone ( Rubber/ Plastic) - Cermin Lalulintas ( Safety Mirror) - Speed Gun - Road Barrier - Cat Thermoplastik - Glass Bead- Mesin Bor Tanah atau SAMPLING, Hand Auger dan Bor Pertambangan : Bor Biopori, Bor Tanah, Soil Auger, Bor Banka, Bor Gambut, Bor Bibit, Bor Jacro, Bor Power Rig, Bor Pile, Bor Sumur, Bor Pasir, Bor Nikel, Bor Timah, Bor Sawit, Hand Auger, Hole Digger Auger, Sampler Auger, Soil Sampler Tube, Double Ring Sampler / Infiltration, Soil Sampler, Soil Core Sampler, Soil Probes, Soil Auger & Sampling Kit, Sediment & Water Sampling, Bor Hole Preparation Kit, Bailers, Basic Hand Auger Set, Geotechnical Sampling & Testing, Professional Soil Sampling Kit, Soil Auger & Cor Sampling Kit, Peat Soil Auger Kit, Rain Gauge, Bor Spiral, Gouge auger set, Standard Hand Auger Set, Panci Penguapan, Gear down hole and Accessories Part: - Core Barrel Assy ( PQ3, HQ3, NQ3) dan parts - Inner Tube Assy - Inner Tube, Split, Outer Tube - Over shot Assy dan parts ( produk Australia dll) , Hoisting Plug, Head Assy - Cap Assy - Chasing Shoe Bit - Drill rods, Casing pipe PQ3 ( HWT) , HQ3, NQ3 ( Merk Sandvik ( dari Eropa) , Australia, Crown, Asahi) - Diamond Bits Impreg - Tungsten Bit - Threewing bit - PCD Bit - Reamer Bit - Surface Step Bit - Water Swivel - Core Lifter Case - Core Lifter - Stop Ring - Shut of Valve - Stabilizer Ring - Adaptor Coupling - Locking Coupling - Inner Tube Wrench - Cross Sub - Saver Sub - Tricone Bit - Lifting Dog - Latch, Drilling Mud: - Polymer - Bentonite ( Ausgel/ Stargel) - Hivis ( CR-650) - Austroll - Baraswell Engine: - FMC Been Pump- ALAT KLIMATOLOGI, METEOROLOGI, HIDROLOGI DAN GEOFISIKA : Fiber Glass MastCRM-10, Meteorological Probe ( Temperature and Humidity Sensor) , Sangkar Meteorologi Ukuran Besar ( Weather-Shelter) , Alat Ukur Curah Hujan Otomastis ( Rain Recorder Tipe Hellmann) , Psychrometer With Maximum and Minimum Thermometer + Holder, Counter Anemometer DR A MULLER, LUTRON AM4206M Anemometer, LUTRON ABH4224 Anemometer, Trotec T210 Thermohygrometer, Wind Run Counter Anemometer, Sunshine Duration - Sensor CSD3, Wind Sensor compact, First Class Wind Velocity Sensor, Weather and Thermal Radiation Shield - Compact, Weather and Thermal Radiation Shield, Sangkar Meteorologi, Tinta untuk Sample Charts, Panci Penguapan ( Evaporation Pan) , Weighing Precipitation Gauge, Sample Charts: Barograph, Thermograph, Hygrograph dan Thermo-Hygrograph- PERLENGKAPAN MALARIALOGI : Sangkar Nyamuk - Mosquito Box - Mosquito Breeder - Tempat Telur Nyamuk - Bio Assay Kit - Tempat Makanan Nyamuk - Box Pin - Pinning Block - Aspirator Nyamuk - Killing Jar - Plastic Box - Insect Cabinet - Insect Drawer- MESIN PERTANIAN : Mesin Pengolahan Gula Semut - Mesin Pengolahan Limbah Kayu - Mesin Pengolahan Tapioka Singkong - Mesin Pengolahan Pemotongan Ayam - Mesin Pengolahan Pakan Ternak - Mesin Pengolahan Melinjo - Mesin Pengolahan Mete - Mesin Pengolahan Sorgum / Hermada - Mesin Pengolahan Kakao / Coklat - Mesin Pengolahan Kacang - Mesin Pengolahan Cabe - Mesin Pengolahan Kemiri - Mesin Pengolahan Teh - Mesin Pengolahan Minyak Atsiri - Mesin Pengolahan Kopi - Mesin Pengolahan Karet - Mesin Pengolahan Kedelai / Soya - Mesin Pengolahan Tahu - Mesin Pengolahan Tempe - Mesin Pengolahan Jagung - Mesin Pengolahan Jeruk - Mesin Pengolahan Mie - Mesin Pengolahan Kompos - Mesin Pengolahan Sagu - Mesin Pengolahan Sabut Kelapa - Mesin Pengolahan Briket - Mesin Pengolahan Apel - Mesin Pengolahan Jarak - Mesin Pengolahan Padi - Mesin Pengolahan Sawit - Mesin Pengolahan Kentang - Mesin Pengolahan Bawang - Mesin Pengolahan Tanah / Soil - Mesin Pengolahan Tebu - Mesin Pengolahan Pupuk Organik - Mesin Pengolahan Emas / Ballmill / Glundung - Mesin Pengolahan Limbah - Mesin Pengolahan Sampah - Mesin Pengolahan Fiber - Mesin Pengolahan Makanan - Mesin Pengolahan Kripik - Mesin Pengolahan Dodol - Mesin Press Uang - Mesin Ethanol - Mesin Cetak Batako Pressn- Mesin Cetak Paving / Conblock - Mesin Cetak Batako Apung - Mesin Batako Hebel - Aplikasi Teknologi Resin - Alat Panen Sagu - Alat Panen Karet - Alat Panen Sawit - Ubinan ( Alat Analisis) - Green House - Pembuatan Batu Penyosok, Pembuatan Batu Penyosok- PELATIHAN : Teknik Pengolahan Minyak Atsiri ° Teknik Pengolahan Ethanol ° Teknik Pengolahan Tahu ° Teknik Pengolahan Jeruk ° Teknik Pengolahan Emas ° Teknik Pengolahan Tepung ° Teknik Pengolahan VCO ° Teknik Pengolahan Gula Jagung ° Teknik Pengolahan Gula Singkong / Cassava- PERLENGKAPAN JALAN RAYA : Rambu Lalulintas - Rambu Pabrik - Rambu Kerja - Rambu Parkir - Lampu Lalulintas ( Traffic Light) - Delineator Post - Paku Jalan ( Road Stud) - Traffic Cone ( Rubber/ Plastic) - Cermin Lalulintas ( Safety Mirror) - Speed Gun - Road Barrier - Cat Thermoplastik - Glass Bead - Mesin Marka Jalan - Mesin Preheater ( pengaduk cat thermoplastik) - Mesin Marka Jalan Profil - Mesin Marka Jalan Cold Plastic - Mesin Penghapus Marka Jalan - Concrete Cutter - Cover Blade - High Frequency Converter - Tamping Rammer - Plate Compactor Ride-On Trowels - Mechanical Engine Vibrator - Internal Vibrator - Concrete Power Trowel - Generator Engine - Electric Concrete Vibrator- SOIL & ASPHALT COMPACTION : Vibratory Rammer / Tamping Rammer - Single Direction and Reversible Vibratoy Plates - RIde-on Vibratory Roller - Double Drum Vibratory Rollers ( baby Roller)- DEMOLITON :Asphalt / Concrete Cutter /Diamond Cutting Blade - Gasoline Cut-off Saws - Drilling Hammers, Breaker Hammers - Gasoline Engine Breaker / Chisel Tools, Peralatan Geology, Peralatan Pengairan, Peralatan Survey dan Pemetaan, Alat Alat Teknik Civil, - Concrete Vibrator, - Plate Compator, - Vibro Roller, - Mesin Vacuum Jalan, - Tamping Rammer, - Concrete Mixer- FABRIKASI STEEL STRUCTURE : Beam, platform, ladder, handrail, insert plate, conduit pipe bending, and Container Basket - Pagar Besi, Meja Inspeksi, Meja Laboratorium, Lemari Besi, Lemari Kayu, Lemari Alumunium, pekerjaan besi / steel; stainless; alumunium, dll.- Fabrikasi Tenda, Tenda Pleton, Tenda Pengungsi, Tenda Pramuka, Tenda Dapur, Tenda PMI, Tenda Komando, Tenda Regu, Pergola, Awning, dll- ALAT PERTANIAN : Arboriculture and Holticulture Tools and Machinery - Soil Moisture - Soil Thermometer - Wood Moisture Meter - Thermohygrometer - Grain Moisture Meter - Soil pH Meter - Soil Salinity Meter - Pocket Penetrometer - Soil test kit - Soil Munsell Chart - Soil NPK Tester - Soil Auger - Dodos, Agrek Egrek, Alat Panen Kelapa Sawit - Sadap, Deres, Ember Karet, Emposan Tikus, Perangkap Tikus, Kandang Nyamuk - Peralatan tes concrete, jalan, beton, Hand Bor / Auger, Bucket Auger, One-Piece Auger, Soil Sampling Auger, Soil Core, Bor Tanah, Bor Banka, Bor Pertambangan, Bor Sample Tanah, Bor Gambut, Bor Sawah, Bor Kebun, Bor Biopori, Bor Resapan, Standard Penetration Test, Sample Extruder, Sample Extruder Electric, Dynamic Cone Penetrometer, Corps of Engineer Soil Surface Sampler, Dutch Cone Penetrometer, Plate Bearing Test Set, Field CBR Test Set, Proving Ring Penetrometer, TVA Penetrometer, Liquid Limit Test Set, Plastic Limit Test Set, Shrinkage Limit Test Set, Steel Augr Bucket Sludge Sampler Kit, Split Core Sampler, Extendible Core Sampler Kit, Soil Gas Vapor Probe, Sand / loose Sediment Probe, Sediment Sampler, Soil Sampler Tube, Soil Profiler, Peralatan Kehutanan, Mesin Pertanian, Alat Pertanian, Alat Peternakan, Dll.Address;Jl. Raya Johar No.26 rt.005 rw.004Kel.Cibadak, Kec.Tanah SarealKota Bogor 16161Contact Person;0812 1314 0604 (Abdullah)0813 1421 0880 (Nuswan)Office;0251-8329302E-mail;info@globalindoteknikmandiri.co.idLinks;globalindoteknikmandiri.co.idglobalindoteknikmandiri.comcarialat.comcarialat.co.idalatmarkajalan.combengkelpertanian.compabrikfurnitur.comfurniturelab.co.idbortambang.commesinhebel.com            ","
              Jl. Raya Johar No.26 rt.005 rw.004 Kel.Cibadak, Kec.Tanah Sareal Kota Bogor 16161            ",Bogor,Jawa Barat,+62 812-1314-0604,None,None
"AVODAMITRA INDOTECH, CV","
PREMIUM RUBY
",Forklift,"
              TIMBANGAN DIGITAL / WEIGHING SCALE : Jembatan Timbang , Conveyor Belt scale , Bagging Scale , Batching scale , AMP Scale , Batching plant scale , Floor Scale , Bench Scale , Timbangan hewan , Timbangan sapi , Timbangan emas , hand pallet scale , pocket scale , loadcell , waterproof scale BEST BRAND ; USA , EUROPE , JAPAN , KOREA , CHINA , TAIWAN , INDONESIA PROGRAM APLIKASI TIMBANGAN Program jembatan timbang , AMP , Batching plant , Chek weigher , belt scale , industrial automation MELAYANI SERVICE SEMUA MERK DAN TERA METROLOGY LEGAL TOTAL INDUSTRIAL MACHINERY : Stones Crusher Plant, Batching Plant , Bagging Scale , Conveyor Check Weigher , Conveyor belt scale , Aspalt mixing plant INDUSTRIAL AUTOMATION ; Electrical and control panel touch sceen , programable , database INDUSTRIAL INSTRUMENT Floow control, Temperatur control , Mouisture control TOTAL Weighing Solution and Automation            ","
              OFFICE 1 / WORKSHOP : Jl. Pranti Semampir RT 10 / RW 04, Samping Perum OASIS Village, Sedati, Sidoarjo 61253OFFICE 2 : Jl. Gunung Anyar Tengah No. 58A, Surabaya 60294 , Telp           ;  081357505788 081331599789Email        ;  avodamitra@yahoo.com            ",Sidoarjo,Jawa Timur,+62 813-5750-5788,+62 813-3159-9789,None
PT. SEMERU INTI SUKSES,"
PREMIUM RUBY
",Forklift,"
PT. Semeru Inti Sukses didirikan pada tahun 2012, merupakan salah satu perusahaan yang tergabung dalam kelompok usaha dari PT. Semeru Teknik yang telah berdiri sejak tahun 1978, untuk mendukung industri dan project ventilation di Indonesia. PT. Semeru Inti Sukses merupakan perusahaan importir dan distributor mesin industrial, fan, dan mesin pendukung peralatan industri untuk industri skala kecil, menengah, dan besar pada sektor pertanian, maritim, pertambangan, dan kehutanan. Hingga saat ini, kami melayani seluruh pelanggan yang tersebar di seluruh wilayah Indonesia. Kami merupakan pemegang merek ternama seperti Spectek, Takafan, dan masih banyak lainnya.Produk yang kami tawarkan memang spesialis di bidang industrial, building ventilation, marine blower, ducting in building, techincal supply, actuators, lifting tools, cooling tower, grill, dan lain-lain. Demi menunjang permintaan kebutuhan pelanggan serta layanan purna jual, kami memiliki distributor yang berada pada kota-kota besar lainnya di seluruh wilayah Indonesia, seperti Banjarmasin, Samarinda, Makasar, dan Kendari. Specialized in Building, Industrial Ventilation & Marine Blower Specialized Ducting in Industrial & Building :1. Air Compressor2. Aneka Grill3. Cooling Tower4. Lifting Tools / Hoist5. Noise, Shock & Vibration Control6. Safety Shoes7. Welding Machine / Mesin LasKANTOR PUSAT (SURABAYA)Jln. Raden Saleh No. 8 SurabayaT. 0315358158, 5358159 (Hunting) 5346212F. 0315358157E. sales@semeruintisukses.co.id, sales@semeruintisukses.com, sales@intisukses@gmail.comW. www.semeruintisukses.co.idBBM. 535A07A9WA. 081217922281LINE. sis_fan / 081217922261SMS. 081938590577KANTOR CABANG (SEMARANG)
Jln. MT. Haryono 728, SemarangHP. 087832073205, 085713747055E. salessemarang@semeruintisukses.co.idKANTOR CABANG (BANDUNG)CV. Bamboo Jaya TeknikJln. ABC Kompleks Ruko Banceuy Permai | Blok B3 No. 72 BandungT. 0224233605F. 0224235605E. bamboojayateknik@gmail.com ","
              KANTOR PUSAT (SURABAYA)📍 Jln. Raden Saleh No. 8 SurabayaKANTOR CABANG (SEMARANG)📍 Jln. MT. Haryono 728 SemarangKANTOR CABANG (BANDUNG)📍 Jln. ABC Kompleks Ruko Banceuy Permai | Blok B3 No. 72 Bandung—            ",SURABAYA,Jawa Timur,+62 817-9387-577,+62 812-1792-2281,None
