Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
zeropromosi,"
                                    PREMIUM GOLD
                                ",Tali,"
              Perkenalkan kami Zeropromosi.com merupakan penyedia aneka souvenir seperti: - souvenir kantor - souvenir ultah - souvenir pernikahan Produk kami terdiri dari flashdisk, payung, tumbler, pulpen, mug/gelas, powerbank, tali id card dan banyak lainnya Kami sudah berpengalaman dibidang barang promosi & souvenir dengan selalu memenuhi deadline yang ketat serta yang tidak kalah penting adalah HARGA KOMPETITIF. Min order 100pcsharga blm termasuk cetakJika ada yang belum jelas dan ingin ditanyakan bisa langsung menghubungi kami di:mkt 1 WA / Tlp : 0877 8186 7176mkt 2 WA / Tlp : 0877 8185 7176Email : zeropromosi@gmail.comLine : @zeropromosi (harus pake @)            ","
              Jl. Arcadia Daan Mogot Blok H7 No.16,  Batuceper, Kec. Batuceper, Kota Tangerang, Banten 15122, Indonesia            ",Tangerang,Banten,087781857176,087781867176,081808064176
PD KING PLASTIK,"
                                    PREMIUM GOLD
                                ",Tali,"
Produksi berbagai macam produk  extrusion antara lain media MBBR / kaldnes, sedotan  dan Tali Rafia berbagai macam pilihan dan warna ( hitam, abu2, merah, biru, hijau, kuning, pink, ungu, putih, coklatt) roll/ gelondongan 40 - 50kg dan kemasan roll kecil sesuai permintaan antara 3 ons s/ d 1 kg melayani penjualan kiloan ( karungan) maupun yang sudah dipacking sesuai permintaan.. Cocok bagi anda yang masih mencari peluang usaha home industri, kami juga menyediakan mesin gulung tali, perakitan mesin extrusion, mesin tali rafia dan mesin sedotan. mesin penghasil sedotan, tali rafia, dll dgn harga bersaing
Kami menerima pesanan produk khusus (costum profil extrusion) seperti profil2, hollow, pipa, price tag dll            ","
              Jl. H Joan No. 46 Pondok Jagung, Graha Raya, Bintaro, Serpong            ",Tangerang,Banten,+62 851-0072-0039,None,None
PT. BEN GOLAN BERKARYA,"
PREMIUM RUBY
",Tali,"
Selamat Datang di Website PT. Ben Golan Berkarya. Kami merupakan perusahaan yang bergerak dalam industri Alat Proteksi Diri dan Keamanan, Alat Pertahanan Diri, Eye Protection, Face Protection, First Aid Kit, Alat Detector, Hearing Protection, Masker, Rompi, Helmet, Fire Extinguisher, Marka Jalan, Safety Shoes, Marine Equipment, Safety Sign, Head Protection, Wearpack, Sarung Tangan, EEBD (Emergency Escape Breathing Escape), Eye Wash, Body Harnes, GPS DAN NAVIGASI, Material Handling, dll.Kami Adalah Perusahaan Berkembang Yang Melayani Penjualan Secara Eceran Dan Grosir Ke Seluruh Indonesia. Menyediakan Segala Perlengkapan Untuk Keselamatan Kerja (Safety Equipment) Dan Perlengkapan Perkapalan (Marine). Kami Juga Menerima Pesanan Khusus Untuk Seragam Kerja,Pdh/Pdl Dan Menerima Pesanan Khusus Kabel Tray.

MEDAN:
Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan Sumatera Utara 20238
 
JAKARTA:
MGK Kemayoran Lantai GF Blok A3 No.2 Jalan Angkasa Kav.B6 Kota Baru Bandar Kemayoran, Jakarta Pusat
 
BALI:
Simpang 6, Jl.Pulau Rembulan No 15 Denpasar - Bali  ","
              Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan            ",Medan,Sumatera Utara,+62 811-909-805,None,None
CV. SAMUDERA TEKNIKINDO SELARAS,"
                                    PREMIUM GOLD
                                ",Tali,"
CV SAMUDERA TEKNIKINDO SELARAS merupakan perusahaan yang bergerak dibidang general trading (General Supplier) dengan 2 (dua) divisi yaitu Perbaikan / Maintenance machine Industri khusus Electrical dan Import product part machine. 
CV SAMUDERA TEKNIKINDO SELARAS memiliki kualitas yang handal dan harga yang sangat ekonomis dan cocok untuk industries dan semua pabrik manufacturing. Adapun merk yang kami supply, diantaranya : Omron, Mitutoyo, Keyence, Yokogawa, SMC, Nagano Keiki, Panasonic, Hanyoung, LG / LS, Fuji Electric, Mitsubishi, Hanyound, Yamatake / Azbil, Klar Stern, Taffware, Panasonic, Hitachi, Siemens, Emerson, Taiyo Parker, Sipik, Shinko, Idec, Sanyo Denki / Dyna Ace, NMB, Daito / Fanuc, NTN, THK, Swan, Oriental Motor, CDK, Luyang, Sick, Bando V-Belt, Yamamoto, Steins, dan masih banyak produk lainnya dari berbagai merk yang kami sediakan, mulai  dari China, Jepang, Taiwan, Korea dan Produk Europa lainnya.
Untuk informasi dan pemesanan silahkan hubungi kami :
CV SAMUDERA TEKNIKINDO SELARAS
Jl. Tarum Barat 2, Ruko Pasar Bersih B-7 (Pintu 11) Kawasan Industri Jababeka II, Jayamukti, Cikarang, Bekasi - Jawa Barat
Phone : 081287602917 // 081219415790 (Call / WA)
Tlp : +62 21 2945 3721 // +62 21 2945 3722
Email : samuderateknikindo@yahoo.com
Website : www.samuderateknikindo.co.id ","
              Office : Jl. Tarum Barat 2, Ruko Pasar Bersih B-7 (Pintu 11) Kawasan Industri Jababeka II, Jayamukti, Cikarang, Bekasi - Jawa Barat ",Cikarang,Jawa Barat,+62 812-1941-5790,None,None
PD RAVIBORDIR Indramayu ,"
                                    PREMIUM GOLD
                                ",Tali,"
PD RAVI BORDIR Adalah perusahaan satu-satunya yg ada di kabupaten Indramayu JAWABARAT. Yang sudah terkenal dengan hasil kwalitas dan ketepatan produksi, juga desain nya. kami sudah berjalan SEJAK tahun 1998. Kami adalah perusahaan yg bergerak dalam bidang produksi & penjualan secara langsung DI TOKO KAMI , maupun ON LINE secara BISNIS. Bidang kami Dalam pembuatan perlengkapan TNI.POLISI.POLPP.DISHUB.SECURITY SEKOLAH PASKIBRA mulai dari Topi. Jaket. Rompi. Kaos. Tas/ ransel. Sepatu PDL/ PDH. Wearpakc. Kemeja. Training. Helm. Logam Gantungan Kuci. Jam Dinding, juga menerima Pembuatan Jas.Jasket. Tenda Pramuka. Tenda Dome. Tenda Kerucut. BORDIR LOGO SEKOLAH Dinas Organisasi. DLLFB : Ravibordir IndramayuPD Ravi BordirIndramayu Jawa barat HP wa 081 324 73 1399 Hp wa 0857 2016 8603 ","
              JL. SILIWANGI (PINTU MASUK BTN PAOMAN ASRI no 60)KEC/Kab. INDRAMAYU kode Pos 45212 Jawa barat IndonesiaHp wa  081324731399 - 085720168603 dekat 500 meteran dekat dengan kantor Bupati Indramayu Jawa barat            ",INDRAMAYU - JAWABARAT INDONESIA. ,Jawa Barat,+62 813-2473-1399,None,None
CV. Asstraco,"
PREMIUM RUBY
",Tali,"
CV. ASSTRACO SURABAYA berdiri sejak tahun 1988 dengan tujuan untuk membantu mengembangkan perekonomian masyarakat di Indonesia, khususnya di bidang Plastik. CV. ASSTRACO SURABAYA telah melayani konsumen dengan motto 4K : Komitmen, Kualitas, Kecepatan, dan Ketepatan.
Seiring berjalannya waktu, CV. ASSTRACO menjadi General Supplier terpercaya di Surabaya. Berbagai produk baru kami luncurkan hanya untuk kepuasan konsumen, diantaranya : Tali PE, Tali Tampar, Selang air Milliard, Terpal Plastik berbagai macam ukuran, Kain Layar, Kain Gelaran, berbagai macam Waring berkualitas tinggi seperti : Waring Hitam, Waring Paranet, Polinet / Safety Net dan lain-lain.
Kami Menjual : Karung Plastik,Tali,Terpal Plastik,Besi Baja,Selang Milliard,Kain Layar. ","
              Margomulyo permai blok AH-22 AsemRowo            ",Surabaya,Jawa Timur,+62 812-2294-5151,None,None
DUTA TEKNIK,"
                                    PREMIUM GOLD
                                ",Tali,"
DUTA TEKNIK merupakan Perusahaan yang Bergerak dalam Bidang Industrial Power Transmission Supplies seperti :• ELECTRC MOTOR (DINAMO PENGGERAK)• VIBRATOR MOTOR• SPEED REDUCERS / GEAR MOTORS• GEARBOX• COUPLINGS• CHAIN HOIST• CHAIN BLOCK• ELECTRIC TROLLEY• V-BELT• PULLEY• TAPERLOCK PULLEY• SPROCKET• CHAIN• CLUTCH AND BRAKES• PUMPS• INVERTERS• ROLLER CONVEYOR• CONVEYOR BELT and Keperluan Industri Lainnya.
-----
 
Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP)
• Phone : (031) 5317-226 (Customer Support)
• e-Mail : dutateknik17b@gmail.com
• Website : www.DutaTeknik.co.id
 ","
              • Branch Office : Jln. Raden Saleh No. 17 B Surabaya, Jawa Timur, Indonesia• Phone : 0822-5738-8188 (Call or WhatsApp)            ",SURABAYA,Jawa Timur,+62 878-5291-1180,+62 822-5738-8188,None
CV. TERUS JAYA GORDEN,"
                                    PREMIUM GOLD
                                ",Tali,"
              Kami berdiri sejak tahun 2000 di Surabaya, dengan langkah usaha lebih lanjut pada tahun 2008, kami membuka divisi produksi dimana para pelanggan akan menikmati harga rendah yang kami tawarkan. Kami bergerak di bidang aksesoris Gorden, antara lain: Rel gorden, tali tasel, Renda gorden, aneka macam hook gorden, dan variasi gorden. Tali untuk mebel dan lain-lainnya.            ","
              Jl. Gembong No 36A            ",Surabaya,Jawa Timur,+62 813-3223-3677,None,None
U.D. GEMBONG TEBASAN,"
                                    PREMIUM GOLD
                                ",Tali,"
              Spare part Jeep : Kami menyediakan segala suku cadang Jeep AMERIKA / spare part Jeep Amerika. Mulai dari suku cadang Jeep Ford ( 41-43) , Jeep 44 ( 44-47) , Jeep Willys CJ 3A , CJ 3B , Jeep Mambo , Mitsubishi Jeep , Jeep CJ5 , Jeep CJ6 , Jeep CJ7 , Jeep Wrangler YJ , Wrangler TJ , Jeep Cherokee , Grand Cherokee. Kami juga menyediakan segala keperluan peralatan OFFROAD dan ACCESORIESnya. Produk2 yang lainnya : Jerigen , jurigen , jerry can , winch , towing , Hi Lift Jack , Hitch ball , coupler , remote winch , wireless untuk winch , roller winch , Snatch block , synthetic rope , tali nylon , seling nylon , shackle , kaca spion , kampas kopling , pangkon mesin dll Spare part Jeep / Suku cadang Jeep : Jln. Gembong Tebasan No.9 Surabaya HP : 08123538311 / 087852781414 BB : 25CB91F7 www.sparepartjeep.com            ","
              GEMBONG TEBASAN No .9            ",SURABAYA,Jawa Timur,08123538311,None,None
CV. MAJU JAYA MARINE,"
                                    PREMIUM GOLD
                                ",Tali,"
CV. MAJU JAYA MARINE merupakan Toko Perlengkapan Kapal di Surabaya yang menjual Segala Barang Kebutuhan Marine.
 
-----
 
Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP)
• Phone : 0813-3501-1024 (Marketing)
• e-Mail : marketing.majujayamarine@gmail.com
• Website : www.MajuJayaMarine.com
 ","
              • Head Office : Jln. Kaliagung 1 Blok F-17 (Komplek Kaliagung Megah) Surabaya, Jawa Timur, Indonesia• Phone : 0813-3501-1024 (Call or WhatsApp)            ",SURABAYA,Jawa Timur,+62 813-3501-1024,None,None
