Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
CV. JAYA MAKMUR ABADI,"
PREMIUM RUBY
",Box Penyimpanan & Pallet,"
CV. Jaya Makmur Abadi, perusahaan yang bergerak dibidang perdagangan umum Material Konstruksi & material lainnya, dan telah berpengalaman lebih dari 10 Tahun. 
Berdiri sejak Tahun 2005 dengan nama Jaya Makmur Abadi, dan diresmikan pada tahun 2010 oleh notaris Edward Agustin menjadi CV. Jaya Makmur Abadi. 
CV. Jaya Makmur Abadi bekerja sama dengan beberapa Pabrik & Distributor Material dan hingga kini sudah melayani lebih dari 900 pelanggan, yang terdiri dari pelanggan pribadi/perusahaan baik dari dalam & luar daerah di Indonesia. 
 
Visi & Misi : 


Menciptakan sistem perusahaan yang sistematis & fleksibel dalam hal pelayanan.
Menciptakan lapangan kerja & Sumber daya Manusia yang terampil, profesional& handal. 
Menciptakan pelayanan & kerjasama yang berkesinambungan dengan pelanggan.
Menjadi perusahaan multinasional yang dapat memberi sumbangsih terhadap perekonomian di Indonesia. 

CV. Jaya Makmur Abadi.General Supplier & Trading : Besi Beton & Baja. Rangka Baja Ringan & Atapnya.Aluminium Kusen Pintu & Jendela.Plywood & Kayu lainnya.Pipa Paralon & Pipa Lainnya. 
Keramik & Granit.Perlengkapan Sanitary. Aksesories Pintu & Jendela.
Segala jenis Kaca Bangunan.Aluminium Composite Panel.Kawat Baja & Besi. 
Karpet Import & VINYL. Kusen, Pintu & Jendela Kayu. Windows Fashion.Mekanikal Elektrikal.Meubelair Kantor & Sekolah.
Pipa HDPE.Pipa Air Panas.HPL.Cat.Pipa Gorong-Gorong.Plat Kapal.Dll.
Untuk melengkapi kebutuhan pelanggan, kami juga menyediakan Jasa Kontraktor, Jasa Arsitek & Jasa Konsultan.
Untuk informasi lebih jelas, dapat menghubungi Marketing kami.
Terima kasih. www.jayamakmurabadi.co.id
CV. Jaya Makmur Abadi 
Jl. Brigjend Katamso No. 2 Samarinda. Kalimantan Timur 75117.Telp : 0541-7802915Fax. : 0541-766315Email : sales@jayamakmurabadi.co.id
 

 
 ","
              Head Office :Jl. Brigjend Katamso No. 2. Samarinda. Kalimantan Timur ",Samarinda ,Kalimantan Timur,+62 823-5215-3244,+62 813-4942-8940,+62 852-4900-5619
PT.LINARA MAS INDONESIA,"
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
              PT LINARA MAS INDONESIA, Divisi MATERIAL HANDLING & Divisi MECHANICAL ELECTRICAL, ingin menawarkan produk-produk kami yang mungkin dapat memenuhi kebutuhan perusahaan Bapak/ Ibu.            ","
              Jalan Merpati Raya No 47  Ciputat            ",Tangerang Selatan,Banten,None,None,None
PT.Metal Makmur Mandiri,"
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
Perusahaan kami bergerak dalam bidang sheet metal fabrication dan jasa servis untuk segala macam box yang terbuat dari lembaran besi dan baja. Kami menyediakan Jasa CNC Punching, Bending (Tekuk), Shearing (Potong) terbaik kami untuk membuat box panel, box genset, box mesin bubut CNC, rak server, rak kabinet, rak shelving supermarket, peralatan dapur stainless, peralatan laboratorium dan lain sebagainya.
Kami menggunakan mesin AMADA CNC Turret punch dan AMADA Bending pressbrake untuk keakuratan dan kualitas barang yang kita hasilkan. Material (Plat) yang didukung adalah dengan dimensi 8' x 4' (2400mm x 1200mm) dengan maximum ketebalan 3.2mm untuk Mild Steel, 2mm untuk Stainless Steel dan 4mm untuk aluminium.
Misi kami adalah untuk menyediakan jasa servis yang baik dan terpercaya dengan harga yang kompetitif. Kami akan mengejar target waktu anda untuk pengerjaan setiap barang yang anda percayakan kepada kami dan tentunya dengan tetap memperhatikan kualitas dari hasil produksi dari barang anda di tempat kami.
Jangan ragu untuk menghubungi kami, Staff Kami akan siap membantu anda. Terima Kasih Kunjungi kami juga di www.metalmakmurmandiri.com ","
              Kawasan Industri Manis, jatiuwung - Tangerang Banten            ",Tangerang,Banten,+62 852-1344-7088,None,None
PT. DAMASES SEJAHTERA,"
PREMIUM RUBY
",Box Penyimpanan & Pallet,"
              PT Damases Sejahtera adalah Perusahaan yang bergerak di bidang produksi dan perdagangan aneka produk penyerab kelembaban udara (desiccant) , yang berfungsi untuk menyerab kelembaban udara (humidty) untuk mencegah timbulnya jamur, korosi (karat), produk menjadi basah, label terlepas, peregangan pada perekat dan efek yang merugikan lainnya yang berhubungan dengan kelembaban udara selama barang disimpan di dalam gudang maupun selama pengiriman di dalam kontainer.Didirikan sejak tahun 2004 oleh Ir. Lazarus Arintoko dan Agus Mulia dengan pabrik seluas 3.600 M² di Klaten, Jawa Tengah, PT Damases Sejahtera secara berkesinambungan terus mengembangkan produk penyerap kelembapan udara dengan berbagai terobosan/inovasi baru untuk menjaga dan meningkatkan kualitas produknya.            ","
              Jln. Gading Permai Raya Blok AZ19-20 Grogol Grogol, Sukoharjo            ",Sukoharjo,Jawa Tengah,+62 812-5881-667,None,None
ZULINDO JAYA MANDIRI,"
PREMIUM RUBY
",Box Penyimpanan & Pallet,"
ZULINDO JAYA MANDIRI merupakan Perusahaan yang Siap Membantu Anda dalam Bidang :• Penyediaan, Pemasangan dan Perawatan Filter AHU• Pengadaan dan Perawatan berbagai Type AC• Pengerjaan Konstruksi Besi, Aluminium, Stainless• Kontraktor HV AC untuk Ruang Operasi, Ruang Isolasi dan Ruang CCSD (Pusat Sterilisasi)Dan telah Melayani Berbagai Instansi dan Perusahaan Ternama, Khususnya di Area Jawa Tengah. Beberapa diantaranya :• RSUD KRMT WONGSONEGORO• RSUD IR SUKARNO SUKOHARJO• RSI KENDAL• RS Kariadi• RS Roemani• RS Elisabeth• Telkom• PT Indofood• Ciputra• Perusahaan Farmasi dan Mall di SemarangUntuk diluar Jawa Tengah beberapa diantaranya :• RS Bunda Lhoksumawe, Makasar dan Kalimantan.""Pelayanan Terbaik, Tepat, Efisien adalah Semangat Kami""-----Hubungi Kontak Kami Sekarang untuk Dapatkan Penawaran Terbaik dan Harga Bersaing (CALL/WHATSAPP).
• Phone : 0813-2542-2349 (Peni Eka Prastyawati)
• e-Mail : zulindo.jayamandiri@gmail.com• Website : www.ZulindoFilterSemarang.com
 ","
              KANTOR PUSAT📍 Jln. Condrokusumo Raya No. 21-D Bongsari Semarang BaratPHONE / WHATSAPP☎️ 0813-2542-2349—            ",SEMARANG,Jawa Tengah,+62 813-2542-2349,None,None
CV.KARYA SEJATI,"
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
              CV.KARYA SEJATI bergerak di bidang suplier kebutuhan industri seperti Straping Band , Pallet Plastik , Lid cup , dll. Saat ini industri banyak memerlukan straping band dan pallet plastik bekas, karena pallet kayu sulit dicari , alternatif lain adalah menggunakan pallet plastik yang lebih kuat dan praktis.Kami juga menyedia produk-produk lain seperti Stationery Tape, Sofa Arab, Pure Lemon dan Paket Tour and Travel Umroh.Untuk Info dan Pemesanan anda bisa sewaktu waktu menghubungi kami pada :ASEP : 0813-3635-5399            ","
              Jl. Wr.Soepratman kav 42 Simongan            ",Semarang,Jawa Tengah,+62 813-3635-5399,None,None
CV.Revindo Karya Utama,"
PREMIUM RUBY
",Box Penyimpanan & Pallet,"
CV. Revindo Karya Utama adalah perusahaan manufacture yang bergerak dalam industri packing Dan packaging, kami melayani pembuatan pallet, Peti ( wooden Box), Bobbin ( wooden drum plywood ) dengan standard ISPM#15.Kami berkomitmen dalam kualitas, pelayanan dan nilai tambah, KUALITAS : Perusahaan kami selalu mengedepankan kualitas sesuai standard yang diinginan pelanggan kami,dan di jaga secara konsistentPELAYANAN: kami mengedepankan pelayanan dalam hal delivery yang tepat waktu, Pelayanan service yang memuaskan pelangganNILAI TAMBAH : kesesuain kualitas dan ketepatan delivery adalah sesuatu yang mendukung produksi pelanggan kami, sehingga menjadi nilai tambah untuk pelanggan kami, kami siap bekerja sama dengan perusahaan anda untuk berbagai kebutuhan, baik dalam jumlah besar ataupun dalam jumlah kecil. serta melayani permintaan spesifikasi khusus sesuai kebutuhan pelanggan, proses treatment yang sesuai standar ISPM #15adalah jaminan kami untuk kepuasan pelanggan, kami akan mempermudah anda dalam mencari solusi untuk mencari pallet,bobbin,bok kayu, berkualitas dengan harga yang sesuai dengan budget pelangganHubungi Kami :Phone : 021-82648350Mobile : 0821-1234-9747 ( Call/WA )Email : revindokaryautama@gmail.com ","
              Head Office :Jl. Bougenville Raya, Griya Timur indah Blok B1 No. 1A, Jatimulya, Tambun SelatanWorkshop :Jl. Desa Ciketing No.3 RT 01/03, Kel. Sumur Batu, Kec.Bantar Gebang,Bekasi            ",Bekasi,Jawa Barat,+62 821-1234-9747,None,None
PT. Mandiri Niagamas Cemerlang,"
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
PT. MANDIRI NIAGAMAS CEMERLANG adalah perusahan penyedia alat kebutuhan industri seperti :
 1. Gland Packing 2. Sheet Packing 3. Rubber Packing 4. Conveyor Belt 5. Industrial Machine 6. Machining 7. Heat Insulation 8. Rubber Lining 9. Casting 10. Mechanical Seal 11. Manufacturing 12. Elastomer Bearing Pad 13. Chemical Coal Additive 14. Heater Element 15. Pallet Kayu 16. Coarse River Aggregate ( Kerikil ) 17. Rubber Fender 18. Pressure Gauge 19. Vibrator 20. Valve 21. Handling Equipment 22. Bearing 23. Clutches & Breakes 24. Universal Joint & Cardan Shaft 25. Conveyor Chains 26. Chains 27. Pulley 28. Coupling 29. Gearbox & Wormgear 30. Gearmotor 31. Electric Motor 32. Control System 33. Hose 34. Slitter 35. Roll Conveyor 36. Pulley Conveyor 37. Pneumatic 38. HydraulicKami berkomitmen untuk memberikan pelayanan terbaik kepada semua klient kami dari setiap produk yang kami tawarkan.Contact Us :PT. MANDIRI NIAGAMAS CEMERLANGOffice     : Jl. Raya Cikarang - Cibarusah No 27, Lippo Cikarang – BekasiPhone     : 021 - 8990 0912Fax       : 021 – 8990 0912         Mobile    : 0812 8132 3388 // 0877 8913 6128Whatsapp : 0877 8913 6128Email     : mandiriniagamascemerlang@gmail.com ","
              Jl. Raya Cikarang - Cibarusah No. 27 , Lippo Cikarang - Bekasi            ",Bekasi,Jawa Barat,+62 877-8913-6128,None,None
PT EDPACK KARUNIA PERSADA,"
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
Sekilas PT Edpack Karunia Persada
PT Edpack Karunia Persada atau yang juga dikenal dengan Brand Edpack Persada merupakan perusahaan yang hingga saat ini bergerak dibidang produksi atau manufaktur produk-produk kemasan industri dan sekaligus mendistribusikan dan mensupply produk-produk industri tersebut ke berbagai Perusahaan di berbagai lokasi.
Bekerjasama dengan Berbagai Perusahaan
PT Edpack Karunia persada selama dalam menjalankan usaha dibidang produk-produk kemasan industri, telah mendistribusikan dan bekerjasama dengan berbagai perusahaan di berbagai lokasi baik perusahaan skala lokal, nasional maupun multinasional. Berbagai Jenis Perusaahaan tersbut misalnya :

perusahaan-perusahaan Semen, Semen Instan, Semen Mortar, Semen Putih
Perusahaan-perusahaan Makanan dan Minuman atau Food and beverage
Perusahaan-perusahaan dengan produk-produk makanan yang bersifat organik
Perusahaan-perusahaan arang seperti arang aktif, arang kelapa, arang kayu dan lainnya
Perusahaan Karbon Aktif
Perusahaan -Perusahaan kimia atau chemical company dengan berbagai jenis produk
Perusahaan Teh
Perusahaan dengan produk Aspal Dingin atau Cold Mix Asphalt
Perusahaan dengan produk-produk sabun dan sejenisnya
Perusahaan dengan produk biji plastik, compund dan sejenisnya
Perusahaan-perusahaan dengan produk-produk tekstil dan sejenisnya
Dan Berbagai Jenis Perusahaan lainnya

Produk produk PT Edpack Karunia Persada digunakan baik untuk keperluan lokal ataupun internasional atau export. Kedepannya PT Edpack Karunia Persada akan tetap menjalin kerjasama dengan berbagai jenis perusahaan atau pelaku industri lainnya.
Berpengalaman dibidangnya 
PT Edpack Karunia Persada telah berpengalaman dibidang produksi atau manufaktur dan distribusi produk-produk kemasan industri ke berbagai jenis industri. Produk-produk kemasan industri yang hingga saat ini kami produksi dan supply atau distirbusikan keberbagai perusahaan adalah :
Kemasan Kertas
Produk Kemasan kertas merupakan produk kemasan yang berbahan utama terbuat dari kertas. Produk-produk kemasan kertas misalnya Karung Kertas (Paper Sack) seperti Karung Kertas Kraft, Karung kertas laminasi woven (Sandwich Bag), karung kertas laminasi Aluminium Foil dan Karung kertas Laminasi PE coated, Siku Kertas (Paper Angle), Pallet Kertas (Paper Pallet), Tabung Kertas (Paper Core dan paper tube), Karton Box (Cartoon box), Honeycomb core dan Honeycomb Board
Kemasan Plastik
Produk Kemasan plastik adalah produk kemasan industri dengan berbahan utama terbuat dari jenis plasstik dan atau woven. Produk Produk Tersebut misalnya adalah Karung Woven (Woven Bag), Karung Jumbo (Jumbo Bag), Plastic Bag seperti HDPE, LLDPE dan PP, Plastic Vacuum, Pallet Plastik, Plastik Wrapping, Strapping Band, Infraboard
Kemasan Kayu
Produk Kemasan kayu merupakan produk dengan berbahan utama dari Kayu baik kayu mentah ataupun kayu olahan. Produk Tersebut misalnya Pallet Kayu (Wooden Pallet) dan Box Kayu (Wooden Crate). Produk ini tersedia dengan kualitas lokal dan kualitas ISPM No.15
Mengapa Bekerjasama dengan PT Edpack Karunia persada dalam memenuhi kebutuhan perusahaan anda akan produk kemasan industri adalah pilihan yang tepat? Hal ini tidak lepas dari apa yang menjadi Visi dan misi perusahaan, Sasaran mutu dan Motto atau slogan perusahaan serta nilai nilai perusahaan yang kami tanamkan pada segenap Team perusahaan dalam beraktivitas sehari hari.
Visi dan Misi PT Edpack Karunia Persada
Dalam menjalankan usahanya PT Edpack Karuia Persada memiliki visi dan misi dan komitment yang menjadi acuan dalam menjalankan usahanya sehari hari. adapun yang menjadi visi dan misi perusahaan adalah :
VISI PT EDPACK KARUNIA PERSADA
Menjadi Perusahaan yang Terpercaya, handal, cepat dan tepat serta komunikatif dalam menangai semua bisnis perusahaan dan menjadi perusahaan rujukan bagi pelanggan-pelanggan dan pasar dalam memenuhi kebutuhan mereka dan relasi mereka sehubungan dengan produk-produk kemasan baik untuk keperluan skala lokal, nasional dan internasional
MISI PT EDPACK KARUNIA PERSADA
Komitement penuh dalam menjawab kebutuhan pelanggan dan pasar yang semakin berkembang melalui penyediaan produk-produk yang berkualitas. Cepat, Tepat dan akurat dalam menjawab dan menyelesaikan permasalahan yang ada. Komunikatif dan persuasif dalam mendengar pelanggan. Trampil dan terlatih dalam menyelesaikan tugas dan tanggungjawab serta kewajiban. Pelayanan yang ramah dan management yang sistematis, terkendali dan terpercaya
SASARAN MUTU PT EDPACK KARUNIA PERSADA
Berusaha penuh dalam mencapai tingkat kepuasan Pelanggan dengan zero complaint serta efektifitas dan efisiensi proses produksi dan pelayanan pelanggan
MOTTO PT EDPACK KARUNIA PERSADA
PT Edpack Karunia Persada memiliki Motto atau slogan dalam berusaha yang kami singkat sebagai ""INNER QUALITY ONE STOP SERVICE"" yang merupakan singkatan dari Innovative, Excellence, Respect, Quality, dan One Stop Service. Berikut apa yang menjadi penjelasan dari Motto atau Slogan Peruahaan PT Edpack Karunia Persada :

Innovative : Perusahaan senantiasa melakukan inovasi baik pelayanan maupun produk dan jasa perusahaan dei mncapai visi dan misi perusahaan serta sasaran mutu perusahaan dalam berusaha.
Excellence : Bahwa Perusahaan senantiasa berusaha menyediaan produk dan jasa yang terbaik, pelayanan yang terbaik demi mencapai tujuan perusahaan serta visi, misi dan sasaran perusahaan dalam beraktivitas
Quality : Bahwa PT Edpack Karunia Persada dalam menjalankan usahanya senantiasa menyediakan produk dan jasa yang berkualitas, memenuhi standard kualitas yang terbaik sehingga produk dan jasa tersebut digunakan oleh pelanggan sesuai expektasi sehingga tercapai kepuaan pelanggan
One Stop Service : Bahwa PT Edpack Karunia Persada dalam menjalankan usahanya berusaha untuk menyediakan berbagai jenis komunikasi yang cepat dan tersedia baik melalui komunikasi langsung, chatting, maupun komunikasi melalui situs dan email sehingga pelayanan produk dan jasa perusahaan dapat diakses kapanpun dan dimanapun

Nilai Nilai Berusaha PT Edpack Karunia Persada
Nilai nilai PT Edpack Karunia Persada dalam menjalankan usaha sehari hari :

Bagi Kami, pelanggan bukanlah sarana untuk mendapatkan keuntungan semata, tetapi adalah Mitra Keluarga perusahaan yang harus tetap eksis, berkembang dan berkelanjutan dalam usahanya. Relasi jangka panjang dengan pelanggan serta kepercayaan pelanggan adalah hal yang tetap kami jaga.
Bagi Kami, Kualitas Produk dan pelayanan adalah hal yang sangat penting dan merupakan inti dari semua produk dan jasa yang kami sediakan
Bagi kami, Memberi kemudahan dan rasa nyaman bagi pelanggan dalam bekerjasama dengan kami adalah hal yang sangat mendasar. Kemudahan dalam mendapatkan produk berkualitas, kemudahan dalam berkomunikasi dan kemudahan dalam menyelesaikan berbagai permasalahan yang ada.
Bagi kami, Pelayanan yang ramah, komunikatif dan persuasif, pengiriman produk yang cepat, harga yang terjangkau, kualitas produk yang terjamin, tenaga kerja yang trampil, handal dan terlatih adalah hal yang menjadi faktor utama untuk mencapai kepuasan pelanggan.
Bagi Kami, tetap bersama pelanggan adalah suatu kewajiban. Untuk itu kami menyediakan layanan konsultasi dan layanan purna jual kepada semua pelanggan pelanggan kami

Segeralah bekerjasama dengan PT Edpack Karunia Persada. PT Edpack Karunia Persada akan melayani anda dengan baik. Hubungi kami segera. PT Edpack Karunia Persada hadir untuk anda.




PT.EDPACK KARUNIA PERSADA - PACKAGING MANUFACTURER
Email  :  csupport@edpackpersada.com
Web    : https://www.edpackpersada.com 

 
Follow Us On
 
        
Paper Packaging Division :  Paper Sack, Paper Angle, Paper core, paper pallet, honeycomb, paper box, 
Plastic Packaging Division :  Paper vacuum bag, Plastic Bag, Woven Bag, Jumbo Bag, Plastic Wrapping, Plastic Pallet, Strapping Band
Wooden Packaging : Wooden Pallet, Wooden Crate ISPM 15 quality
Other packaging : Jute Bag (Karung Goni) 
 
 
 



 ","
              Jl. Irigasi Komplek Edpack Persada No 1 RT 002/RW 003, Ciranji Barat, Ragemanunggal, Kecamatan Setu, Bekasi Jawa Barat 17320            ",setu bekasi ,Jawa Barat,+62 877-3561-5426,None,None
"Dian Perdana Indonesia, PT","
                                    PREMIUM GOLD
                                ",Box Penyimpanan & Pallet,"
              PT. Dian Perdana Indonesia berdiri pada tahun 2013. Pada awal berdiri, perusahaan kami bergerak dalam bidang produksi dan pemasaran kemasan kertas. Kemasan kertas yang kami produksi adalah paper sack atau karung kertas atau lebih dikenal dengan sebutan multiwall paper sack (paper bag).Seiring perkembangan dan permintaan pasar yang semakin pesat maka kami menambah pemasaran kami dibidang karung lainnya seperti karung plastik seperti karung woven dan plastik vacuum, plastic PE, karung aluminium foil dan karung jumbo.Guna melengkapi kebutuhan  kemasan pelanggan-pelanggan kami, kami menyediakan produk Pallet  seperti pallet kertas, pallet kayu dan pallet plastik.Dibidang perdagangan lainnya, perusahaan kami bekerjasama dengan beberapa rekanan dalam hal penyediaan  produk produk foods and beverage powder dari produk pertanian, organic dan rempah rempah seperti  coconut powder, cocoa powder, palm sugar, vanila, pala, lada dan juga produk produk bahan bangunan (mortar dan aspal dingin).Perusahaan kami senantiasi berusaha melakukan perbaikan dan pengembangan dalam seluruh aktivitas pelayanannya dan produk-produk yang diproduksi dan dipasarkan guna menyesuaikan diri dengan permintaan pelanggan-pelanggan kami dan keinginan pasar.Visi Perusahaan“Menjadi perusahaan yang terbesar dan tercepat dalam penanganan bidang kemasan sack kertas serta menjadi pemimpin pasar untuk mempertahankan keberadaan kami dalam mengejar perusahaan yang bertaraf Internasional untuk organisasi nasional maupun internasional”.Misi Perusahaan“Berkomitmen penuh dalam menjawab kebutuhan pelanggan, permintaan pasar dan penyelesaian permasalahan yang ada melalui penyediaan produk yang lengkap dan berkualitas, sumber daya manusia yang ramah, terlatih dan kompeten, managemen yang sistematis dan terkendali, pelayanan yang terpercaya dan akurat, infrastruktur yang tersedia serta pelayanan yang terintegrasi dan berbasis informasi dan teknologi”.Kebijakan Mutu“Memberikan pelayanan yang sistematis, tercepat dan terpercaya dalam semua aktivitas bisnis kami guna mempertahankan keberadaan sebagai pemimpin pasar terhadap organisai nasional maupun internasional”.Sasaran Mutu1.    Meningkatkan kepuasan pelanggan serta mengurangi keluhan pelanggan2.    Meningkatkan efektivitas dan efisiensi proses produksi dan pelayanan.Motto kami adalah "" INNER QUALITY ONE STOP SERVICE "" atau Innovation, Excellence, Respect, Quality dan One Stop Service.Produk - Produk Perusahaan Kami memproduksi beberapa produk-produk kemasan dan juga bekerjasama dengan beberapa supplier dalam menyalurkan produk-produk pertanian, organik, rempah-rempah dan bahan bangunan. Kemasan Karung (Sack Packaging) -    Karung Kertas (Paper Sack)Paper Sack yang kami produksi dan pasarkan terdiri dari beberapa tipe dan jenis berdaarkan bahan baku yang digunakan :Tipe atau Model Paper Sack yang kami produksi 1.    Paper Sack Tipe Jahit (Sewn Paper Sack)2.    Paper Sack Tipe Block Bottom Atas Terbuka (Block Bottom open mouth)3.    Paper Sack tipe Block Bottom Open Valve (valve Paper Sack)Jenis Paper Sack Berdasarkan Bahan Baku1.    Karung kertas kraft (Kraft paper Sack)2.    Karung kertas Kraft Sandwich (Woven Laminated Paper Sack Kraft)3.    Karung kertas Kraf laminasi PE coated (PE coated lamination Sack Kraft Paper)4.    Karung kertas Kraft laminasi Aluminium Foil (Aluminium foil laminated kraft paper sack)-    Karung Woven1.    Karung woven laminasi (Laminated woven bag)2.    Karung woven tanpa laminasi (Non lamination woven bag)3.    Karung Jumbo (Jumbo Bag)-    Karung Plastik1.    Karung Plastik PE/HD (PE/HD Plastic Bag)2.    Karung Plastic Vacuum (Plastic vacuum bag)-    Karung Aluminium Foil1.    Kantong Aluminium Foil ZipLock2.    Karung Aluminium Foil PouchKemasan Pallet (Pallet Packaging)-    Pallet Kertas-    Pallet Kayu-    Pallet PlastikProduk-produk food and beverage dari produk pertanian, organic dan rempah-rempah -    Coconut Powder (Tepung Kelapa)-    Cocoa Powder (Tepung Coklat)-    Palm Sugar Powder (Tepung Gula Semut)-    Vanila Powder (Tepung Vanila)-    Nutmeg Powder (Tepung Pala)-    Pepper Powder (Tepung Lada)Produk-Produk Bahan Bangunan-    Semen Mortar-    Asphalt DinginMarketing Office :Jl. Alternatif Cileungsi, Metropolitan Land Transyogi, Cluster Green Palma, Sektor Tanjung 14 No.20 Bogor - Jawa Barat, 16820
Hubungi kami segera dimarketing office : 
Tety : 085780546226
 
Raja : 081384422156
 
Ana : 081384422154
 
Fitri : 081384422152
 
Nurul : 081389214174
 
Nadia : 081389214175
 
Citra :  081384422153
 
Boy : 081384422155
 
No tlp office :
021-29628514
021-29628515
021-29628516
021-22950363
 
Email :info@dianperdanaindonesia.commarketing@dianperdanaindonesia.com ","
              Jl. Alternatif Cileungsi, Komplek Metropolitan Land Transyogi, Cluster Green Palma, Sektor Tanjung 14 No.20            ",Bogor,Jawa Barat,+62 813-8442-2155,+62 813-8442-2153,+62 813-8442-2157
