Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT. MANGGALA ARTHA INDONESIA,"
PREMIUM BLUE ONYX
",Instalasi Listrik,"
Kami adalah Perusahaan Yang Bergerak Dibidang Jasa dan Penjualan Alat-alat Elektrikal Tegangan Rendah Maupun Tegangan Menengah. Produk Yang Kami Jual, Merupakan Garansi Resmi Dari Pabrikan. Berikut Daftar Barang-barang Yang Kami Jual, Sebagai Berikut : 1. TRANSFORMATOR DISTRIBUSI ( TRAFINDO, SCHNEIDER, CENTRADO) 2. MV CUBICLE ( SCHNEIDER, ABB) 3. PANEL DISTRIBUSI TEGANGAN RENDAH ( LS/ LG, SCHNEIDER) 4. CT - VT ( TRAFINDO) 5. KABEL XLPE, POWER TM, POWER TR ( EXTRANA, SUPREME, KABELINDO, KABEL METAL) 6. TRANSFORMER AUTO / ISOLASI ( CENTRADO) Hubungi Kontak Kami Atau Kirimkan Permintaan Anda Ke Alamat Email Kami dan Dapatkan Harga Terbaik Dari Kami. Email : marketing.manggala@ gmail.com ","
              Binong Permai Blok K3 Nomor 16, Kecamatan Curug, Kabupaten Tangerang, BANTEN - 15810Telepon       : 021 - 598 98529Handphone : 0812 82834413Email           : marketing.manggala@gmail.com            ",Tangerang,Banten,+62 812-8283-4413,None,None
PT PANGESTU MEGA GRAHA,"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"
              PT PANGESTU MEGA GRAHA, anak perusahaan dari PANGESTU GROUP yang bergerak dalam bidang fabrikasi konstruksi baja untuk gudang ataupun pabrik dan konstruksi bidang sipil. Sebagai perusahaan yang bergerak di bidang jasa konstruksi dan di bidang jasa penunjang konstruksi ( pra-konstruksi ) , kami memberikan pekerjaan pelayanan sebagai berikut : 1. Penyediaan Lahan tanah untuk industri sesuai kebutuhan dengan lokasi strategis, dekat pelabuhan internasional dengan harga terjangkau. 2. Pengurusan perijinan Industri ( IMB, ijin HO, UKL-UPL, SIUP, TDP, IUI ) sampai dengan perijinan Kawasan Berikat. 3. Pekerjaan Pengurugan, galian tanah dan pemerataan lahan. 4. Pekerjaan Pembersihan Lahan. 5. Desain, fabrikasi, pemasangan pekerjaan konstruksi rangka atap baja. 6. Pekerjaan konstruksi bidang sipil ( bangunan gedung, kantor, selokan, paving, pagar ) . 7. Instalasi Listrik / electrical.            ","
              JL. MAJAPAHIT NO 76            ",SEMARANG,Jawa Tengah,+62 877-3426-3783,None,None
PT CAKRABUANA LANGGENG SUKSES,"
PREMIUM RUBY
",Instalasi Listrik,"
              PT Cakrabuana Langgeng Sukses adalah Distributor Gas Helium, Distributor Gas Industri, Distributor Gas Medis dan Perusahaan yang bergerak dibidang perdagangan Gas Industri dan Gas Medis, Medical Equipment serta Welding & Cutting Equipment, Instalasi Sentral Gas Medis, RegulatorTelepon. 021 29564344 PT Cakrabuana Langgeng Sukses menyediakan produk produk gas industri, welding equipment, medical equipment yang berkualitas tinggi serta pelayanan yang ramah dan memuaskan. Tersedia berbagai Produk Regulator, flowmeter, Suction Unit, Kompresor, Perusahaan kami didukung oleh tenaga kerja yang berpengalaman dan ahli dibidangnya. PRODUK PRODUK KAMI : 1. GAS OXYGEN GAS / CAIR O2 2. GAS NITROGEN GAS/ CAIR N2 3. ARGON GAS/ CAIR Ar 4. GAS CARBON DIOXIDE CO2 5. GAS NITROUS OXIDA N2O 6. GAS HELIUM He 7. GAS AMONIAX C3H4 8. INSTALASI GAS MEDIS / INDUSTRI, LPG 9. GAS REGULATOR 10. KAWAT LAS DAN MESIN LAS 11. ALAT KESEHATAN 12. TABUNG BAJA 13. Amoniak 14. LPG 15. Sulfur Hexafluoride / SF6 16. Gas Hydrogen            ","
              Mutiara Venezia Residence Blok C2 No 78 Dayeuh Cileungsi 16820082245428834            ",BOGOR,Jawa Barat,+62 822-4542-8834,None,None
PT. MAJU JAYA PRIMA PERKASA,"
PREMIUM RUBY
",Instalasi Listrik,"
PT. Maju Jaya Prima Perkasa merupakan Perusahaan yang bergerak dibidang SUPPLIER-ENGINEERING-CONTRACTOR. Merupakan pengembangan dari CV. Maju Jaya bersama yang sudah berdiri 27 Mei 2011 yang resmi berbadan hukum (Akta Notaris, Domisili, SIUP, TDP, NPWP dan PKP).
PT. Maju Jaya Prima Perkasa sudah sangat berpengalaman di bidang Kelistrikan, kami mengembangkan beberapa usaha seperti:

General Supplier (Trafo, Panel Cubicle, Panel LVMDP, Panel Capasitor Bank, Panel Distribusi, Kabel, Terminasi, Mechanical & Electrical Tools)


Engineering (Mechanical & Electrical)


Contractor (Pasang Baru, Tambah Daya, Repair/Maintenance, Perijinan, SLO, Test Commissioning dan Energize dll)

Dengan Sumber daya Manusia yang handal dan telah berpengalaman lebih dari 5 tahun dibidang kelistrikan maka kami melayani dengan sepenuh hati dibidang penyediaan material, pemasangan, instalasi, pemeliharaan perijinan dan pelayanan konsultasi 24 jam.
Beberapa Produk yang kami:
1. TrafoKami menjual trafo distribusi PLN 20kV-400 Volt atau pun trafo untuk kebutuhan manufacture / sesuai keinginan/requset, dengan kapasitas dari 1 KVA sampai dengan 30000KVA( 30MVA) . Merek : SCHNEIDER, TRAFINDO, STARLITE, VOLTRA, CENTRADO, SINTRA, BAMBANGDJAYA, WELLTRAF, MAX TRAFO, UNITRAF, dll.READY STOCK DARI 1 KVA SAMPAI DENGAN 2500 KVATrafo yang kami berikan Bersertifikat, garansi,surat asal usul barang, sertifikasi pengujian, LMK PLN
 
2. Panel CUBICLEKami menyediakan Cubicle dengan stock diperbaharui tiap bulan dengan berbagai merek : Schneider, ABB, Siemens, tamco, dll. Standar PLN atau sesuai permintaan/requestKami juga melayani cubicle dengan merek lain yang bisa disesuaikan dengan budget anggaran.Cubicle SCHNEIDER berbagai type IM SM6 manual, IM SM6 motorised, QM SM6, PM SM6, DM1A Manual , DM1A Motorised ; DM1A motorized+metering, DM1W motorised, DM1W –Metering, Ready stock
 
3. Panel MakerKami melayani pembuatan panel LVMDP, MVMDP, Panel bagi, panel jurusan/distribusi ,capasitorbank, control amf genset dll.Kami melayani service, maintenace,repair, pemasangan dan instalasi
 
4. Accessories ListrikKami menjual berbagai accessories jaringan tegangan menengah dan tegangan rendah, keperluan accessories jaringan listrik dll
 
5. Jasa / pengerjaankami melayani pemasangan instalasi cubicle, trafo, panel ,test commissioning dan energize/penyalaan serta maintenance rutin, test sertifikasi layak operasi dll.Kami juga melayani perijinan SLO, pasang baru, tambah daya, repair, maintenance, ganti oli/treatment oli , service trafo dan commissioning trafo.
 
6. KabelKami menjual berbagai macam kabel sesuai dengan permintaan : NYY , NYA, NYAF, NYM, NYMH, NYYHY, NYFGBY, N2XSY, N2XSEBY dan NA2XSEBYMerek Supreme, metal, kabelindo, eterna, Jembo, Extrana, Voksel dll (standar PLN)Office:PT. Maju Jaya Prima PerkasaMega Regency Blok B2 No.12, RT 004 RW 021, kel.Sukaragam, kec.Serang Baru Bekasi, Jawa BaratTelp. 021- 29370240Fax. 021-29370239Email: marketingmajujayaprimaperkasa@gmail.com            majujayaprimaperkasa@gmail.comAlamat Workshop:Kp.Sampora RT 01 RW 01 Jayasampurna, Serang Baru - BekasiTelp. 021-28514099Contact Person 24 Jam0821 2244 80000819 3244 8000 ","
              Mega Regency Blok B2 No. 12, Rt.004/Rw.021 Kel. Sukaragam, Kec. Serang baru Bekasi, Jawa Barat            ",Bekasi,Jawa Barat,+62 821-2244-8000,None,None
CV. SAMUDERA TEKNIKINDO SELARAS,"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"
CV SAMUDERA TEKNIKINDO SELARAS merupakan perusahaan yang bergerak dibidang general trading (General Supplier) dengan 2 (dua) divisi yaitu Perbaikan / Maintenance machine Industri khusus Electrical dan Import product part machine. 
CV SAMUDERA TEKNIKINDO SELARAS memiliki kualitas yang handal dan harga yang sangat ekonomis dan cocok untuk industries dan semua pabrik manufacturing. Adapun merk yang kami supply, diantaranya : Omron, Mitutoyo, Keyence, Yokogawa, SMC, Nagano Keiki, Panasonic, Hanyoung, LG / LS, Fuji Electric, Mitsubishi, Hanyound, Yamatake / Azbil, Klar Stern, Taffware, Panasonic, Hitachi, Siemens, Emerson, Taiyo Parker, Sipik, Shinko, Idec, Sanyo Denki / Dyna Ace, NMB, Daito / Fanuc, NTN, THK, Swan, Oriental Motor, CDK, Luyang, Sick, Bando V-Belt, Yamamoto, Steins, dan masih banyak produk lainnya dari berbagai merk yang kami sediakan, mulai  dari China, Jepang, Taiwan, Korea dan Produk Europa lainnya.
Untuk informasi dan pemesanan silahkan hubungi kami :
CV SAMUDERA TEKNIKINDO SELARAS
Jl. Tarum Barat 2, Ruko Pasar Bersih B-7 (Pintu 11) Kawasan Industri Jababeka II, Jayamukti, Cikarang, Bekasi - Jawa Barat
Phone : 081287602917 // 081219415790 (Call / WA)
Tlp : +62 21 2945 3721 // +62 21 2945 3722
Email : samuderateknikindo@yahoo.com
Website : www.samuderateknikindo.co.id ","
              Office : Jl. Tarum Barat 2, Ruko Pasar Bersih B-7 (Pintu 11) Kawasan Industri Jababeka II, Jayamukti, Cikarang, Bekasi - Jawa Barat ",Cikarang,Jawa Barat,+62 812-1941-5790,None,None
PT Mandala Geoteknika Mandiri,"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"



PT. MANDALA GEOTEKNIKA MANDIRI
 
Bermula dengan melihat peluang pembangunan dinegara kita Indonesia semakin meningkat dan juga atas upaya menngkatkan sumber daya manusia (SDM) menuju era perubahan menjadi negara maju maka PT. MANDALA GEOTEKNIKA MANDIRI sebelumnya yang memulai dengan mendirikan komanditer pada tanggal 29 Desember 2017 CV.MANDALA GEOTEKNIKA MANDIRI didirikan sesuai ketentuan yang berlaku dinegara Republik Indonesia dengan dasar akte pendirian Notaris Dudi Wahyudi ,SH No.32 tanggal 29 Desember 2017 di Kota Bandung. Kemudian adanya keluar masuk dan perubahan anggaran dasar maka CV. MANDALA GEOTEKNIKA MANDIRI merubah komanditer tersebut menjadi badan usaha yaitu PT. MANDALA GEOTEKNIKA MANDIRI pada tanggal 10 September 2019 sesuai ketentuan yang berlaku dinegara Republik Indonesia dengan dasar akte pendirian Notaris Dudi Wahyudi ,SH No.21 tanggal 10 September 2019 di Kabupaten Bandung Barat.
PT.MANDALA GEOTEKNIKA MANDIRI adalah suatu bentuk perusahaan untuk layanan dalam bidang Konsultan Jasa Survey Geologi dan Geofisika, Konsultan Jasa Desain Arsitek dan Perencanaan, General Supplier dan Industri yang dipersiapkan secara profesional dengan didukung tenaga-tenaga ahli dari berbagai disiplin ilmu yang mampu menghasilkan kualitas dan pelayanan terbaik yang dapat kami berikan.
Kepercayaan yang dibangun bersama klien-klien kami yakni kepercayaan akan kemampuan kinerja, kepercayaan dari pemberi tugas serta kepercayaan dari tim yang diharapkan akan mematangkan kami dalam bidang ini.






VISI & MISI

VISI PERUSAHAAN
Menjadikan perusahaan yang terkemuka dan dapat bermanfaat bagi masyarakat profesional tanah air dengan mengedepankan kemajuan teknologi yang terus berkembang.
MISI PERUSAHAAN

Membangun dan mengembangkan bisnis yang beretika dengan nilai-nilai kejujuran dan professional.
Melakukan inovasi teknologi berkelanjutan untuk menghasilkan pelayanan terbaik.
Mengembangkan kemampuan perusahaan dan masyarakat profesional untuk menjadikan tenaga ahli kompeten dalam menghadapi kompetisi global melalui penerapan ilmu pengetahuan.




 ","
              Cluster Selaras Blok E9            ",Bandung,Jawa Barat,085323639953,None,None
Trijaya Arsitek (081 330 2099 63),"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"
TRIJAYA ALUMINIUM( Aluminium and Glass Specialist )TRIJAYA ALUMINIUM bergerak di bidang jasa pembangunan Konstruksi, Exterrior, dan Interrior Gedung.Kami telah dipercaya Membangun & mempercantik gedung perkantoran, pusat perbelanjaan, showroom, pabrik, gudang, ruko, rumah tinggal dan fasilitas umum lainnya seperti rumah sakit, tempat ibadah, dan pom bensin (SPBU).Pekerjaan kami telah tersebar tidak hanya di pulau Jawa, tetapi hingga ke Madura, Sumatra, Bali, NTB, NTT, Sulawesi, Kalimantan, Papua.Percayakan pekerjaan :  - Konstruksi Baja - Aluminium Composite Panel (ACP) - Pintu jendela aluminium - Pintu kaca Tempered - Partisi kaca - Shower glass - Curtain wall - Spider System - Kanopy Kaca - Reling Tangga Kaca  - lantai kaca / atap kaca - Reklame - Letter Timbul - Neon Sign - Neon boxke kami yang telah terbukti mengutamakan kwalitas dan ketepatan waktu dalam pengerjaanya. Dapatkan harga yang kompetitif hanya di kami TRIJAYA ALUMINIUM, Didukung oleh tenaga ahli yang telah mempunyai teknik dan pengalaman dalam menangani berbagai proyek skala kecil, menengah maupun besar, Kami percaya bisa memberikan pelayanan terbaik, yang akan membantu memberikan saran & panduan di setiap proses, sehingga impian atau ide Anda bisa terwujud sesuai yang diharapkan.Goal nya adalah harga yang kompetitif dan reasonable, efisien dalam biaya dan waktu tanpa meninggalkan aspek estetika.Selain melayani Jasa pembangunan kami juga melayani penjualan material :Aluminium Composite Panel - Alucobond, Aluclad, Cladbond, Alucopan, Alcopan,- Goldstar, Seven, Alumetal, Alustar,- Winmetal, Maco, Aluprima, AlumebondAluminium Kusen- YKK, incom, Indal- Alexindo, Alko, HP MetalKaca- Asahi, Mulia, Tempered & Non tempered- Clear, Printing, Glass tone, Lacobel, Tinted- Mirror, Black Mirror, Sunergy, One Way- Stopsol, Laminated, TemperedBesi- WF, CNP, Pipa Besi, Hollow Besi, Besi Siku, Plat dllHubungi :Layanan 24jamMoch. Indra PrasetyoHp. 081 330 2099 63Kantor. 031 8490 309Web. www.trijayaaluminium.com ","
              Jagir Sidoresmo VI /140            ",Surabaya,Jawa Timur,+81 3-3020-9963,None,None
COLOSSAL ART INDONESIA,"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"
CV. Colossal Art Indonesia
merupakan perusahaan kontraktor yang bergerak khusus pada design dan produksi Pekerjaan Kayu, Metal, Fiber, dan Kriya untuk menunjang skup proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, Fiber Modeling, Advertising, dan General Contractor. Dengan Sistem manajemen ter-integrasi dan terancana serta di tunjang dengan tenaga ahli di bidangnya pada tiap - tiap workshop produksi.
WORKSHOP PRODUKSI 
Untuk memastikan ketepatan delivery aplikasi konsep design, mulai tahun 2008 Colossal Art Indonesia membangun beberapa workshop independent yang terus berkembang yang khusus menangani aplikasi produksi proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, Fiber Modeling, Advertising, dan General Contractor. Dengan adanya supply chain management yang terintegrasi di harapkan dapat menghasilkan sebuah produk yang berkualitas dan harga yang bersaing sehingga menghasilkan Competitive Advantage yang durable.
Colossal Art Indonesia memiliki 4 workshop yang khusus menangani spesifikasi pekerjaan yang berbeda, yaitu :
1. Workshop Khusus Pekerjaan Kayu 
Workshop independent milik sendiri yang khusus menangani semua pekerjaan kayu, multiplek, MDF, PB, IB dan pekerjaan kayu lainnya, mulai dari fabrikasi hingga finishing ( HPL, Vinyl, Duco, Melamic, Digital Printing) dikerjakan di workshop ini. Di dukung dengan tenaga – tenaga ahli di bidangnya dan peralatan yang memadai dan fasilitas gudang yang mencukupi sehingga di harapkan dapat mengaplikasikan design untuk produk kayu yang maksimal. Workshop ini untuk mensuport proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, Fiber Modeling, Advertising, dan General Contractor.
2. Workshop Khusus Pekerjaan Metal 
Workshop independent milik sendiri yang khusus menangani semua pekerjaan Besi, Stainless, Aluminium, ACP, Trust dan pekerjaan metal lainnya, mulai dari fabrikasi ( Cutting, Welding, Cor, Bubut, dll) hingga finishing ( Coating Powder, Spry coating, dll) dikerjakan di workshop ini. Di dukung dengan tenaga – tenaga ahli di bidangnya dan peralatan yang memadai dan fasilitas gudang yang mencukupi sehingga di harapkan dapat mengaplikasikan design untuk produk metal yang maksimal. Workshop ini untuk mensuport proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, Fiber Modeling, Advertising, dan General Contractor.
3. Workshop Khusus Pekerjaan Fiber, Kaca dan Acrylic
Workshop independent milik sendiri yang khusus menangani semua pekerjaan Fiber, Kaca dan Acrylic, mulai dari fabrikasi & Modeling hingga finishing ( Cutting Laser, Emboss, Polin, Bevel, Gravir, dll) dikerjakan di workshop ini. Di dukung dengan tenaga – tenaga ahli di bidangnya dan peralatan yang memadai dan fasilitas gudang yang mencukupi sehingga di harapkan dapat mengaplikasikan design untuk produk metal yang maksimal. Workshop ini untuk mensuport proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, Fiber Modeling, Advertising, dan General Contractor.
4. Workshop Khusus Pekerjaan Furnishing & Kriya 
Workshop independent milik sendiri yang khusus menangani semua pekerjaan Furnishing mulai dari Steyrofoam, kain, kulit, Corrugated, Baloon, craft, foam, dacron dikerjakan di workshop ini. Di dukung dengan tenaga – tenaga ahli di bidangnya dan peralatan yang memadai dan fasilitas gudang yang mencukupi sehingga di harapkan dapat mengaplikasikan design untuk produk furnishing yang maksimal. Workshop ini untuk mensuport proyek Interior – Arsitektur, Pameran – Eksebisi, Dekorasi, dan General Contractor.
Dengan memiliki workshop produksi sendiri kami dapat memastikan kualitasnya. Kami sudah berdedikasi sejak 2008 menjadi sub kontraktor dari berbagai mitra konsultan interior dan arsitektur ternama di berbagai daerah di indonesia. Kami akan berikan solusi terbaik agar dapat bermanfaat bagi perkembangan dan kemajuan bersama. ","
              Jln Gunung Muria No.6 16/07 Krembung            ",Sidoarjo,Jawa Timur,+62 822-4005-0012,+62 822-3305-0020,None
PT. ALFAN  MECHATRONICS  INNOVATION,"
                                    PREMIUM GOLD
                                ",Instalasi Listrik,"
PT. ALFAN MECHATRONIS INNOVATION - Malang
perusahaan yang bergerak di bidang mekanikal – elektrikal - plumbing dan  landscape
menerima  jasa mulai dari survey, perencanaan, perancangan, konsultan, estimator, penyusunan RAB, manufaktur, serta pelaksana instalasi
lokasi :
komplek Ruko Grand Hanan blok. A. no.1
alamat :
PT. Alfan Mechatronik Inovasi – Malangjl. Raya Mayjend Sungkono km.4komplek Ruko Grand Hanan, blok A, no.1lokasi:di depan seberang GOR Ken Arok,
Buring – Kedung Kandang, Malang 65132
info profil lengkap :
FACEBOOK : @ KURSUS ELEKTRONIK INDUSTRI MALANG, https://www.facebook.com/alfan.mechatronics.3
INSTAGRAM :
@ALFAN IMAWAN, https://www.instagram.com/alfan_mechatronics_innovation/
e-mail: alfanelektronik@ gmail.com telp: 0341 7500033 kantor085 736 077 434 admin0821 4359 7967 mobile ","
              Komplek Ruko Grand Hannan blok A1, Jl. Raya Mayjend Sungkono km3,lokasi :  seberang jalan berhadapan GOR Ken Arok,Buring - Kedung kandang Malang            ",Malang,Jawa Timur,+62 821-4359-7967,None,None
PT. Galleon Cahaya Investama,"
PREMIUM RUBY
",Instalasi Listrik,"
              PT. Galleon Cahaya Investama. Kami bergerak dibidang Mechanical Electrical. Dengan main business kami adalah Panel Tegangan Menengah 20kV berupa: Metal Enclousure 3, 3kV-24kV Metal Clad 6.6kV-24kV Semua Panel dalam kondisi pabrikan dan baru. Panel yang kami Jual berupa panel Kubikel 20kV 16kA 630A dengan kebutuhan untuk Pabrik/ Industri atau PLN. Antara lain: 1. Panel Incoming ( Load Break Switch Cubicle 630A) Type IM 2. Panel Metering ( Voltage Transformer Cubicle 630A) type CM 3. Panel Outgoing ( Load Break Switch panel with Medium Voltage Fuse Protection 630A) type QM 4. Circuit Breaker panel type DM1-A ( Fixed Type) 5. Circuit Breaker panel type DM1-W ( Withdrawable type) 6. Bustie Cubicle with circuit breaker protection type DM2 7. Automatic Transfer Switch/ Automatic Change Overswitch panel type NSM ( PLN-GENSET) / ( PLN-PLN) 8. Surge Arrester cubicle GAM+ LA Kami juga melayani jasa instalasi dan jasa pengurusan listrik baik tambah daya dan instalasi baru.            ","
              Imperial business center Blok F3. Jl Daan mogot Km 17. Jakarta Barat            ",Jakarta,DKI Jakarta,+62 856-9980-752,None,None
