Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
RAJAWALI MITRA SEGEL,"
                                    PREMIUM GOLD
                                ",Pengaman Barang,"
Rajawali Mitra Segel adalah sebuah perusahaan yang berlokasi di Tangerang, Indonesia. Perusahaan kami menyediakan berbagai jenis segel drum besi / plastik (Steel / Plastic Cap-Seal), ring plastik (Plastic O-Ring), timah dan kawat segel (Tin and Wire Seal), alat segel drum besi (Tooling / Crimping Tool), tutup drum besi (Steel Drum Plug / Closures) dan alat pembuka tutup drum (Drum Plug Opener).Kami juga melayani jasa sablon atau emboss segel drum besi dengan LOGO perusahaan Anda.Untuk informasi lebih lanjut mengenai produk kami, silahkan hubungi kami di nomor-nomor berikut. Office: (021) - 5400 247 / 5400 588 Fax: (021) - 5400 764 Mobile:  0819 3298 9851 (Bp. Risfan) ","
              Ruko Taman Mahkota Blok A2 No. 29, Jl. Hussein Sastranegara
Kel. Benda, Kec. Benda, Tangerang, Indonesia            ",Tangerang,Banten,+62 819-3298-9851,None,None
PT. BEN GOLAN BERKARYA,"
PREMIUM RUBY
",Pengaman Barang,"
Selamat Datang di Website PT. Ben Golan Berkarya. Kami merupakan perusahaan yang bergerak dalam industri Alat Proteksi Diri dan Keamanan, Alat Pertahanan Diri, Eye Protection, Face Protection, First Aid Kit, Alat Detector, Hearing Protection, Masker, Rompi, Helmet, Fire Extinguisher, Marka Jalan, Safety Shoes, Marine Equipment, Safety Sign, Head Protection, Wearpack, Sarung Tangan, EEBD (Emergency Escape Breathing Escape), Eye Wash, Body Harnes, GPS DAN NAVIGASI, Material Handling, dll.Kami Adalah Perusahaan Berkembang Yang Melayani Penjualan Secara Eceran Dan Grosir Ke Seluruh Indonesia. Menyediakan Segala Perlengkapan Untuk Keselamatan Kerja (Safety Equipment) Dan Perlengkapan Perkapalan (Marine). Kami Juga Menerima Pesanan Khusus Untuk Seragam Kerja,Pdh/Pdl Dan Menerima Pesanan Khusus Kabel Tray.

MEDAN:
Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan Sumatera Utara 20238
 
JAKARTA:
MGK Kemayoran Lantai GF Blok A3 No.2 Jalan Angkasa Kav.B6 Kota Baru Bandar Kemayoran, Jakarta Pusat
 
BALI:
Simpang 6, Jl.Pulau Rembulan No 15 Denpasar - Bali  ","
              Jl. Gunung Krakatau No.83 Glugur Darat II Kec. Medan Timur - Medan            ",Medan,Sumatera Utara,+62 811-909-805,None,None
CV. CEMARA PLASTIK MEDAN ,"
                                    PREMIUM GOLD
                                ",Pengaman Barang,"
              PT. CEMARA PLASTIK NUSANTARA adalah anak Perusahaan dari PT. SINAR SURYA ABADI SEJAHTERA yang berkedudukan di Jakarta.Perusahaan Kami memprodukasi dan menjadi Distributor dari semua jenis kebutuhan kemasan plastik untuk pertanian, peternakan, perkebunan dan industri.Kami juga menyediakan produk-produk derivatif seperti Karung Plastik ( Goni) ,Karung Laminating, Polinet, terpal plastik, waring sayur, waring ikan, paranet ( shading net) mulsa plastik, tali plastik, dan Selang drip untuk irigasi. Untuk info lanjut hubungi Team Marketing Kami:Hendra Lim (082168535916)Sriyono (081385042865)Endrik (081376403459)Office : (061) 80033991Email  : cemara_plastik@yahoo.com            ","
              Komp. Pergudang Cemara No.70 Jl. Irian barat (pasar hitam) - Sampali Medan            ",Medan,Sumatera Utara,+82 16-853-5916,None,None
PT. DAMASES SEJAHTERA,"
PREMIUM RUBY
",Pengaman Barang,"
              PT Damases Sejahtera adalah Perusahaan yang bergerak di bidang produksi dan perdagangan aneka produk penyerab kelembaban udara (desiccant) , yang berfungsi untuk menyerab kelembaban udara (humidty) untuk mencegah timbulnya jamur, korosi (karat), produk menjadi basah, label terlepas, peregangan pada perekat dan efek yang merugikan lainnya yang berhubungan dengan kelembaban udara selama barang disimpan di dalam gudang maupun selama pengiriman di dalam kontainer.Didirikan sejak tahun 2004 oleh Ir. Lazarus Arintoko dan Agus Mulia dengan pabrik seluas 3.600 M² di Klaten, Jawa Tengah, PT Damases Sejahtera secara berkesinambungan terus mengembangkan produk penyerap kelembapan udara dengan berbagai terobosan/inovasi baru untuk menjaga dan meningkatkan kualitas produknya.            ","
              Jln. Gading Permai Raya Blok AZ19-20 Grogol Grogol, Sukoharjo            ",Sukoharjo,Jawa Tengah,+62 812-5881-667,None,None
cv tiga saka,"
                                    PREMIUM GOLD
                                ",Pengaman Barang,"
CV. Tiga Saka merupakan perusahaan yang memulai bisnisnya sebagai suplier polynet roll ( fruit bag ). Saat ini perusahaan kami adalah salah satu perusahaan yang di percaya mendistribusikan produk plastik wrapping dengan merk Haiwa, Best Fresh, untuk memenuhi kebutuhan industri di bidang Perhotelan, Rumah sakit, Restoran, Catering service, Supermarket, Fishery, Bakery & cake shop, General food packaging, dan Agro bussiness.Kami menyadari hal tersebut sepenuhnya dan bertekat mampu menjadi partner terpercaya yang memahami kebutuhan pelanggan. diwujudkan dengan mengembangkan kultur perusahaan yang berfokus pada customer, ditunjukan dengan usaha berkesinambungan dalam melakukan inovasi yang memicu nilai tambah nyata produk dan meningkatkan kualitas layanan secara penuhKesemuanya itu dengan tujuan memberikan pengalaman interaksi yang menyenangkan terhadap pelanggan, produk, layanan dan solusi.Adapun Produk-produk yang kami jual :- Perforated Bag and Polynet- Tray Foam- Impulse Sealer- Mesin Wraping Plastik- Aluminium Foil Roll- Plastik Wraping merk “Best Cling”- Plastik Wraping merk “Raypin”- Plastik Wraping merk “Bset Fresh”- Plastik Wraping merk “Haiwa""- Foamnet- Lakban buah&sayurUntuk Informasi dan Pemesanan bisa langsung menghubungi kami di kontak yang tersedia. ","
              Jl. RM. Soebagiono Tjk Bentulu No. 1 Karangmalang - Mijen - Semarang Jawa Tengah            ",Semarang,Jawa Tengah,+81 575-52-7889,None,None
PT. ANUGRAH PUTRA KENCANA,"
PREMIUM RUBY
",Pengaman Barang,"
PT. Anugrah Putra Kencana adalah perusahaan yang bergerak dalam bidang perdagangan umum atau industry supply seperti : kimia industri, kimia analis, glassware ( alat-alat laboratorium ), laboratorium instrument, laboratorium equipment, furniture lab ( lemari Asam, wall bench, island bench, balance table, lemari kimia, lemari glassware ), timbangan analis, chain dan kebutuhan industry lainnya.Kami memiliki principal dari Jerman, Rusia, Korea, Japan, China, Taiwan, India, dan juga beberapa pemasok lokal yang mendukung bisnis kami sampai sekarang.PT. Anugrah Putra Kencana corporation specializes in the field of general trading / supply industries such as chemical industry, chemical analysts, laboratory glassware equipments, laboratory instruments / equipments, laboratory furniture ( Fume hood, wall benches, island benches , balance tables, chemicals storage cabinet, glassware storage cabinet ),  analytical balance and chain.We have principals from the following countries: Germany, Russia, Korea, Japan, China, Taiwan, and India, as well as local suppliers who continue in supporting our business.  ","
              Pergudangan Segitigamas Pintu 6 UKM center Jl. Samsung IIc Blok C3i            ",Bekasi,Jawa Barat,+62 821-1399-3562,+62 877-4142-8040,+62 896-0555-3944
PT. Mandiri Niagamas Cemerlang,"
                                    PREMIUM GOLD
                                ",Pengaman Barang,"
PT. MANDIRI NIAGAMAS CEMERLANG adalah perusahan penyedia alat kebutuhan industri seperti :
 1. Gland Packing 2. Sheet Packing 3. Rubber Packing 4. Conveyor Belt 5. Industrial Machine 6. Machining 7. Heat Insulation 8. Rubber Lining 9. Casting 10. Mechanical Seal 11. Manufacturing 12. Elastomer Bearing Pad 13. Chemical Coal Additive 14. Heater Element 15. Pallet Kayu 16. Coarse River Aggregate ( Kerikil ) 17. Rubber Fender 18. Pressure Gauge 19. Vibrator 20. Valve 21. Handling Equipment 22. Bearing 23. Clutches & Breakes 24. Universal Joint & Cardan Shaft 25. Conveyor Chains 26. Chains 27. Pulley 28. Coupling 29. Gearbox & Wormgear 30. Gearmotor 31. Electric Motor 32. Control System 33. Hose 34. Slitter 35. Roll Conveyor 36. Pulley Conveyor 37. Pneumatic 38. HydraulicKami berkomitmen untuk memberikan pelayanan terbaik kepada semua klient kami dari setiap produk yang kami tawarkan.Contact Us :PT. MANDIRI NIAGAMAS CEMERLANGOffice     : Jl. Raya Cikarang - Cibarusah No 27, Lippo Cikarang – BekasiPhone     : 021 - 8990 0912Fax       : 021 – 8990 0912         Mobile    : 0812 8132 3388 // 0877 8913 6128Whatsapp : 0877 8913 6128Email     : mandiriniagamascemerlang@gmail.com ","
              Jl. Raya Cikarang - Cibarusah No. 27 , Lippo Cikarang - Bekasi            ",Bekasi,Jawa Barat,+62 877-8913-6128,None,None
PT EDPACK KARUNIA PERSADA,"
                                    PREMIUM GOLD
                                ",Pengaman Barang,"
Sekilas PT Edpack Karunia Persada
PT Edpack Karunia Persada atau yang juga dikenal dengan Brand Edpack Persada merupakan perusahaan yang hingga saat ini bergerak dibidang produksi atau manufaktur produk-produk kemasan industri dan sekaligus mendistribusikan dan mensupply produk-produk industri tersebut ke berbagai Perusahaan di berbagai lokasi.
Bekerjasama dengan Berbagai Perusahaan
PT Edpack Karunia persada selama dalam menjalankan usaha dibidang produk-produk kemasan industri, telah mendistribusikan dan bekerjasama dengan berbagai perusahaan di berbagai lokasi baik perusahaan skala lokal, nasional maupun multinasional. Berbagai Jenis Perusaahaan tersbut misalnya :

perusahaan-perusahaan Semen, Semen Instan, Semen Mortar, Semen Putih
Perusahaan-perusahaan Makanan dan Minuman atau Food and beverage
Perusahaan-perusahaan dengan produk-produk makanan yang bersifat organik
Perusahaan-perusahaan arang seperti arang aktif, arang kelapa, arang kayu dan lainnya
Perusahaan Karbon Aktif
Perusahaan -Perusahaan kimia atau chemical company dengan berbagai jenis produk
Perusahaan Teh
Perusahaan dengan produk Aspal Dingin atau Cold Mix Asphalt
Perusahaan dengan produk-produk sabun dan sejenisnya
Perusahaan dengan produk biji plastik, compund dan sejenisnya
Perusahaan-perusahaan dengan produk-produk tekstil dan sejenisnya
Dan Berbagai Jenis Perusahaan lainnya

Produk produk PT Edpack Karunia Persada digunakan baik untuk keperluan lokal ataupun internasional atau export. Kedepannya PT Edpack Karunia Persada akan tetap menjalin kerjasama dengan berbagai jenis perusahaan atau pelaku industri lainnya.
Berpengalaman dibidangnya 
PT Edpack Karunia Persada telah berpengalaman dibidang produksi atau manufaktur dan distribusi produk-produk kemasan industri ke berbagai jenis industri. Produk-produk kemasan industri yang hingga saat ini kami produksi dan supply atau distirbusikan keberbagai perusahaan adalah :
Kemasan Kertas
Produk Kemasan kertas merupakan produk kemasan yang berbahan utama terbuat dari kertas. Produk-produk kemasan kertas misalnya Karung Kertas (Paper Sack) seperti Karung Kertas Kraft, Karung kertas laminasi woven (Sandwich Bag), karung kertas laminasi Aluminium Foil dan Karung kertas Laminasi PE coated, Siku Kertas (Paper Angle), Pallet Kertas (Paper Pallet), Tabung Kertas (Paper Core dan paper tube), Karton Box (Cartoon box), Honeycomb core dan Honeycomb Board
Kemasan Plastik
Produk Kemasan plastik adalah produk kemasan industri dengan berbahan utama terbuat dari jenis plasstik dan atau woven. Produk Produk Tersebut misalnya adalah Karung Woven (Woven Bag), Karung Jumbo (Jumbo Bag), Plastic Bag seperti HDPE, LLDPE dan PP, Plastic Vacuum, Pallet Plastik, Plastik Wrapping, Strapping Band, Infraboard
Kemasan Kayu
Produk Kemasan kayu merupakan produk dengan berbahan utama dari Kayu baik kayu mentah ataupun kayu olahan. Produk Tersebut misalnya Pallet Kayu (Wooden Pallet) dan Box Kayu (Wooden Crate). Produk ini tersedia dengan kualitas lokal dan kualitas ISPM No.15
Mengapa Bekerjasama dengan PT Edpack Karunia persada dalam memenuhi kebutuhan perusahaan anda akan produk kemasan industri adalah pilihan yang tepat? Hal ini tidak lepas dari apa yang menjadi Visi dan misi perusahaan, Sasaran mutu dan Motto atau slogan perusahaan serta nilai nilai perusahaan yang kami tanamkan pada segenap Team perusahaan dalam beraktivitas sehari hari.
Visi dan Misi PT Edpack Karunia Persada
Dalam menjalankan usahanya PT Edpack Karuia Persada memiliki visi dan misi dan komitment yang menjadi acuan dalam menjalankan usahanya sehari hari. adapun yang menjadi visi dan misi perusahaan adalah :
VISI PT EDPACK KARUNIA PERSADA
Menjadi Perusahaan yang Terpercaya, handal, cepat dan tepat serta komunikatif dalam menangai semua bisnis perusahaan dan menjadi perusahaan rujukan bagi pelanggan-pelanggan dan pasar dalam memenuhi kebutuhan mereka dan relasi mereka sehubungan dengan produk-produk kemasan baik untuk keperluan skala lokal, nasional dan internasional
MISI PT EDPACK KARUNIA PERSADA
Komitement penuh dalam menjawab kebutuhan pelanggan dan pasar yang semakin berkembang melalui penyediaan produk-produk yang berkualitas. Cepat, Tepat dan akurat dalam menjawab dan menyelesaikan permasalahan yang ada. Komunikatif dan persuasif dalam mendengar pelanggan. Trampil dan terlatih dalam menyelesaikan tugas dan tanggungjawab serta kewajiban. Pelayanan yang ramah dan management yang sistematis, terkendali dan terpercaya
SASARAN MUTU PT EDPACK KARUNIA PERSADA
Berusaha penuh dalam mencapai tingkat kepuasan Pelanggan dengan zero complaint serta efektifitas dan efisiensi proses produksi dan pelayanan pelanggan
MOTTO PT EDPACK KARUNIA PERSADA
PT Edpack Karunia Persada memiliki Motto atau slogan dalam berusaha yang kami singkat sebagai ""INNER QUALITY ONE STOP SERVICE"" yang merupakan singkatan dari Innovative, Excellence, Respect, Quality, dan One Stop Service. Berikut apa yang menjadi penjelasan dari Motto atau Slogan Peruahaan PT Edpack Karunia Persada :

Innovative : Perusahaan senantiasa melakukan inovasi baik pelayanan maupun produk dan jasa perusahaan dei mncapai visi dan misi perusahaan serta sasaran mutu perusahaan dalam berusaha.
Excellence : Bahwa Perusahaan senantiasa berusaha menyediaan produk dan jasa yang terbaik, pelayanan yang terbaik demi mencapai tujuan perusahaan serta visi, misi dan sasaran perusahaan dalam beraktivitas
Quality : Bahwa PT Edpack Karunia Persada dalam menjalankan usahanya senantiasa menyediakan produk dan jasa yang berkualitas, memenuhi standard kualitas yang terbaik sehingga produk dan jasa tersebut digunakan oleh pelanggan sesuai expektasi sehingga tercapai kepuaan pelanggan
One Stop Service : Bahwa PT Edpack Karunia Persada dalam menjalankan usahanya berusaha untuk menyediakan berbagai jenis komunikasi yang cepat dan tersedia baik melalui komunikasi langsung, chatting, maupun komunikasi melalui situs dan email sehingga pelayanan produk dan jasa perusahaan dapat diakses kapanpun dan dimanapun

Nilai Nilai Berusaha PT Edpack Karunia Persada
Nilai nilai PT Edpack Karunia Persada dalam menjalankan usaha sehari hari :

Bagi Kami, pelanggan bukanlah sarana untuk mendapatkan keuntungan semata, tetapi adalah Mitra Keluarga perusahaan yang harus tetap eksis, berkembang dan berkelanjutan dalam usahanya. Relasi jangka panjang dengan pelanggan serta kepercayaan pelanggan adalah hal yang tetap kami jaga.
Bagi Kami, Kualitas Produk dan pelayanan adalah hal yang sangat penting dan merupakan inti dari semua produk dan jasa yang kami sediakan
Bagi kami, Memberi kemudahan dan rasa nyaman bagi pelanggan dalam bekerjasama dengan kami adalah hal yang sangat mendasar. Kemudahan dalam mendapatkan produk berkualitas, kemudahan dalam berkomunikasi dan kemudahan dalam menyelesaikan berbagai permasalahan yang ada.
Bagi kami, Pelayanan yang ramah, komunikatif dan persuasif, pengiriman produk yang cepat, harga yang terjangkau, kualitas produk yang terjamin, tenaga kerja yang trampil, handal dan terlatih adalah hal yang menjadi faktor utama untuk mencapai kepuasan pelanggan.
Bagi Kami, tetap bersama pelanggan adalah suatu kewajiban. Untuk itu kami menyediakan layanan konsultasi dan layanan purna jual kepada semua pelanggan pelanggan kami

Segeralah bekerjasama dengan PT Edpack Karunia Persada. PT Edpack Karunia Persada akan melayani anda dengan baik. Hubungi kami segera. PT Edpack Karunia Persada hadir untuk anda.




PT.EDPACK KARUNIA PERSADA - PACKAGING MANUFACTURER
Email  :  csupport@edpackpersada.com
Web    : https://www.edpackpersada.com 

 
Follow Us On
 
        
Paper Packaging Division :  Paper Sack, Paper Angle, Paper core, paper pallet, honeycomb, paper box, 
Plastic Packaging Division :  Paper vacuum bag, Plastic Bag, Woven Bag, Jumbo Bag, Plastic Wrapping, Plastic Pallet, Strapping Band
Wooden Packaging : Wooden Pallet, Wooden Crate ISPM 15 quality
Other packaging : Jute Bag (Karung Goni) 
 
 
 



 ","
              Jl. Irigasi Komplek Edpack Persada No 1 RT 002/RW 003, Ciranji Barat, Ragemanunggal, Kecamatan Setu, Bekasi Jawa Barat 17320            ",setu bekasi ,Jawa Barat,+62 877-3561-5426,None,None
CV. Asstraco,"
PREMIUM RUBY
",Pengaman Barang,"
CV. ASSTRACO SURABAYA berdiri sejak tahun 1988 dengan tujuan untuk membantu mengembangkan perekonomian masyarakat di Indonesia, khususnya di bidang Plastik. CV. ASSTRACO SURABAYA telah melayani konsumen dengan motto 4K : Komitmen, Kualitas, Kecepatan, dan Ketepatan.
Seiring berjalannya waktu, CV. ASSTRACO menjadi General Supplier terpercaya di Surabaya. Berbagai produk baru kami luncurkan hanya untuk kepuasan konsumen, diantaranya : Tali PE, Tali Tampar, Selang air Milliard, Terpal Plastik berbagai macam ukuran, Kain Layar, Kain Gelaran, berbagai macam Waring berkualitas tinggi seperti : Waring Hitam, Waring Paranet, Polinet / Safety Net dan lain-lain.
Kami Menjual : Karung Plastik,Tali,Terpal Plastik,Besi Baja,Selang Milliard,Kain Layar. ","
              Margomulyo permai blok AH-22 AsemRowo            ",Surabaya,Jawa Timur,+62 812-2294-5151,None,None
"AVODAMITRA INDOTECH, CV","
PREMIUM RUBY
",Pengaman Barang,"
              TIMBANGAN DIGITAL / WEIGHING SCALE : Jembatan Timbang , Conveyor Belt scale , Bagging Scale , Batching scale , AMP Scale , Batching plant scale , Floor Scale , Bench Scale , Timbangan hewan , Timbangan sapi , Timbangan emas , hand pallet scale , pocket scale , loadcell , waterproof scale BEST BRAND ; USA , EUROPE , JAPAN , KOREA , CHINA , TAIWAN , INDONESIA PROGRAM APLIKASI TIMBANGAN Program jembatan timbang , AMP , Batching plant , Chek weigher , belt scale , industrial automation MELAYANI SERVICE SEMUA MERK DAN TERA METROLOGY LEGAL TOTAL INDUSTRIAL MACHINERY : Stones Crusher Plant, Batching Plant , Bagging Scale , Conveyor Check Weigher , Conveyor belt scale , Aspalt mixing plant INDUSTRIAL AUTOMATION ; Electrical and control panel touch sceen , programable , database INDUSTRIAL INSTRUMENT Floow control, Temperatur control , Mouisture control TOTAL Weighing Solution and Automation            ","
              OFFICE 1 / WORKSHOP : Jl. Pranti Semampir RT 10 / RW 04, Samping Perum OASIS Village, Sedati, Sidoarjo 61253OFFICE 2 : Jl. Gunung Anyar Tengah No. 58A, Surabaya 60294 , Telp           ;  081357505788 081331599789Email        ;  avodamitra@yahoo.com            ",Sidoarjo,Jawa Timur,+62 813-5750-5788,+62 813-3159-9789,None
