Name,Membership,Category,Description,Address,City,Province,telp1,telp2,telp3
PT. Kanam Jaya Manunggal,"
PREMIUM RUBY
",Cleaning Service,"
Tentang Kami
PT. Kanam Jaya Manunggal merupakan salah satu perusahaan yang bergerak dalam bidang pelayanan jasa outsourcing/alih daya untuk memenuhi kebutuhan di perkantoran, industry, hotel, apartemen, pusat perbelanjaan dll.
Adapun layanan kami yang tesedia adalah; Cleaning Service, Kurir, Officeboy, Pengemudi, Receptionist dll.
Visi Perusahaan
Menjadi penggiat dan pemimpin terdepan dalam bidang usaha outsourcing dengan memprioritaskan etos kerja dan Etika yang professional, effective dan inovatif yang slalu mengedepankan nilai kemanusiaan dan profesionalisme tenaga kerja Indonesia sesuai dengan harkat dan martabat manusia Indonesia.
Misi Perusahaan
Peningkatan kualitas kuantitas dan variasi produk dengan tetap mempertahankan input sumber daya yang ada merupakan indicator tercapainya effisiensi dalam suatu perusahaan sebagai syarat tercapainya perusahaan yng berkembang dan berdaya saing tinggi sehingga dapat memberikan pelayanan yang professional dan berkualitas kepada pengguna jasa dengan tolak ukur, yaitu:
a. Kepuasan Mitra Kerja
Mitra kerja merasa terpenuhi keinginan dan kebutuhannya bahkan dapat melebihi harapan yang ada, serta membangun dan membina serta meningkatkan hubungan dengan pengguna jasa.
b. Memberikan Pelayanan Terbaik
Yaitu memastikan pelayanan yang diberikan merupakan pelayanan yang paling baik yang dapat diberkan.
c. Citra yang baik
Dengan bekerja secara professional dan berkualitas akan mewujudkan citra yang positif baik bagi perusahaan atau perusahaan pengguna jasa.
d. Memberikan Kesejahteraan Bagi Stakeholder dan Karyawan
Stakeholder dan karyawan adalah asset yang harus dipertahankan. Bahkan dengan pembinaan yang dilakukan pada akhirnya akan memberikan nilai tambah dan dapat menumbuh kembangkan perusahaan.
 


Pelayanan Kami
PT. Kanam Jaya Manunggal menyediakan jasa layanan cleaning service yang didukung oleh tenaga-tenaga yang handal,  professional serta berpengalaman dibidangnya dan didukung dengan peralatan kebersihan yang modern.
 
Pelayanan jasa Pengemudi. Keahlian personil pengemudi kami memiliki keahlian khusus yang jarang dimiliki oleh perusahaan outsource lainnya, yaitu bahwa pengemudi kami mendapatkan bimbingan serta berpengalaman bekerja membawa ekspatriat terutama berpengalaman di perusahaan-perusahaan jepang. Sehingga tidaklah heran apabila pengguna jasa perusahan kami 95% adalah perusahaan jepang.
 
Receptionist
Kami menyediakan layana jasa untuk receptionis sesua qualifikasi yang anda butuhkan.


Perizinan Usaha


Akte Notaris Ilmiawan Dekrit s., SH, MH No.48, Tanggal 23 Desember 2016
Pengesahan Akte Pendirian Men Kum Ham No.AHU-0057857.AH.01.01. TAHUN 2016
Tanda Daftar Perusahaan (TDP) No.10.27.1.70.06393
Surat Izin Usaha Perdagangan (SIUP) No.503/534/Kpts/HO-DPMPTSP/VII/2017
Surat Izin Perdagangan (SIUP) Kecil Nomor: 0435/10-27/PK/VIII/2017
Surat Izin Operasional Perusahaan (PPJP)No.560/6020-SK/HI & JAMSOS
Surat Keterangan Domisili Usaha (SKDU). Nomor:503/08-Ek.Bang
Nomor NPWP: 08.986.589.2-448.000
Sertifikat Kepesertaan BPJS Nomor: 170000000270757

PT. Kanam Jaya Manunggal - Biro Jasa Terbaikwww.kanamjayamanunggal.co.idKami mencari kandidat SDM/ Perkerja berpengalaman dan Profesional diberbagai bidang dengan selektif.Formulir Lowongan Kerja bisa klik link :http://bit.ly/FormulirLamaranKerjaPTKanamJayaManunggal

 ","
              Komp. Roko Pondok Cabe Mutiara, Blok B-15, Gaplek, Pondok Cabe Tanggerang Selatan            ",Tangerang Selatan,Banten,+62 811-805-024,None,None
KLININGKU,"
                                    PREMIUM GOLD
                                ",Cleaning Service,"
              Kliningku melayani jasa cleaning service di berbagai lokasi seperti :- Sekolah- Rumah- Apartment- Kosan- KantorDan lain lain            ","
              Jl Pasir Putih 17 Sawangan, Depok, Jawa Barat ",Depok,Jawa Barat,+62 816-1457-597,None,None
PT. BINA AREA PERSADA,"
PREMIUM RUBY
",Cleaning Service,"
              Kami dari PT. Bina Area Persada yang bergerak dibidang Outsourcing. Kami menawarkan tenaga Security, Cleaning Service dan Driver. Selain itu kami juga menawarkan Sistem keamanan berbasis IT yang dapat mengamankan ruko, gedung perkantoran hingga pabrik dari tindakan kriminal, kebakaran, banjir dll.            ","
              Jl. Gayungsari barat XI Blok GD No. 13            ",Surabaya,Jawa Timur,08111546010,None,None
PT. MASTE DAYAA ENERGY DIVISION,"
PREMIUM RUBY
",Cleaning Service,"
A leading company and provider of certified product and service of world-class standard of fire and safety systems for all industries, boiler and cooling tower chemicals and equipment, waste water treatment as well as process and other industrial equipment in Indonesia. 
We provide an integrated range of products and services to give better value for our customers.
Qualified team of engineers from planning stages through design, engineering, installation, testing, commissioning and maintenance services, including assisting in finding best solutions to minimize costs as well as optimize performances. 
Our Flowserve products range are Gestra, Durco, Edward, Limitorque, Valtek (for control valve), Argus.
While we also coverage for other brands, such as: VYC (Safety Value specialist), Boiler Level Gauge, Tecofi ( Knife Gate Valves specialist), etc.
Underlining the importance on service, we are now having an Energy Division within our organization.Our Energy Division offer engineering solutions for process plants. 
We are located in Jakarta, as well in Surabaya. 
Surabaya Office
Ruko Pakuwon Town Square AA2-31
Laguna- Pakuwon City
Surabaya. 60112. Indonesia.
Telp: +62-31-58208690 - 93
Fax:  +62-31-58208688
 
Cikarang Office
Elysium Garden
Jl. Alam Hijau 3 no.8
Cikarang. Indonesia.
Telp: +62-21- 29093380 - 81
Fax: +62-21 - 29090 3376
 
  ","
              Surabaya OfficeRuko Pakuwon Town Square AA2-31 Laguna- Pakuwon CityCikarang OfficeElysium Garden Jl. Alam Hijau 3 no.8 Cikarang            ",SURABAYA,Jawa Timur,+62 823-3275-3178,None,None
akhdan cleaning complete,"
PREMIUM BLUE ONYX
",Cleaning Service,"
Aco Cleaning adalah perusahaan yang bergerak dibidang jasa kebersihan,pertamanan,pest control, dan jasa-jasa lainnya. Kami siap melayani dengan sepenuh hati untuk kepuasan Perusahaan Anda. 
 
Kami menyediakan beberapa layanan seperti : 
- CLEANING SERVICE
- CLIMBING SERVICE
- PEST CONTROL
- SUPPLIER PERALATAN CLEANING
- RENTAL TANAMAN HIAS
- LANDSCAPE GARDENING
- LAYANAN PEMBUATAN & PENGADAAN PERABOTAN
 
Untuk informasi detail , segera hubungin Kami di : 
Akhdan Cleaning Complete
+62 812 2888 8040
  ","
              Jl. Kenanga Indah No. 10 Malang            ",Malang,Jawa Timur,+62 812-2888-8040,None,None
UD. SIDO MUMBUL,"
                                    PREMIUM GOLD
                                ",Cleaning Service,"
              UD. SIDO MUMBULPerusahaan kami bergerak di bidang distribusi barang pecah belah / bolo pecah, plastik rumah tangga, peralatan / alat dapur ( kitchen wares) dan kebersihan ( cleaning equipments) , perlengkapan rumah tangga ( house wares / home appliances) dan kebutuhan industri ( industrial wares) lebih dari 30 tahun di Pasar Turi, Surabaya. Kami menjual barang-barang produksi lokal dan impor seperti barang-barang aluminium, kaca, plastik, stainless steel, perkakas, dll. dengan harga dan kuantiti partai ( grosir) untuk dijual kembali ( reseller price).Beberapa merek barang yang kami jual adalah Hock, Lion Star, Maspion, Global Eagle, Green Leaf, Dian Sari, Owl Plast, Technoplast, Bull Star dan masih banyak lagi. Untuk informasi lebih lengkap bisa dilihat pada halaman Katalog Produk kami atau bisa langsung datang ke kantor kami pada hari Senin - Sabtu pada pukul 10: 00 - 17: 00 WIB di jalan Dupak 63, kompleks pertokoan Mutiara Dupak C-22, Surabaya.  Dengan dukungan supplier lokal dan nasional, kami siap untuk memenuhi kebutuhan usaha anda. Kontak kami segera untuk berbisnis dengan kami.Kami juga melayani kebutuhan hotel, rumah sakit, cafe, restoran & katering.Untuk pemesanan produk dapat dilakukan via telepon, short message service ( SMS) , Yahoo! Messenger, Blackberry Messenger ( BBM) dengan sistem pembayaran cash ( transfer bank / kontan) . Pembayaran dapat dilakukan setelah mendapat konfirmasi dari kami atas ketersediaan jumlah produk yang dibutuhkan. Apabila anda serius, dimohon untuk tidak mengirimkan e-mail kepada kami tanpa melakukan konfirmasi terlebih dahulu.  Tersedia kualitas produk biasa, menarik, murah, kuat dan berkualitas tergantung merk dan kebutuhan. Untuk area surabaya kami dapat mengirim, untuk konsumen luar kota dan luar pulau dapat dikirim lewat ekspedisi yang telah disepakati bersama. JAKARTA - BANDUNG - YOGYAKARTA - MAGELANG - SOLO - DENPASAR - SEMARANG - MALANG - SURABAYA - BANYUWANGI - PASURUAN - PROBOLINGGO - JEMBER - PRABUMULIH - MEDAN - JAMBI - PEKANBARU - MAKASSAR - BALIKPAPAN - PONTIANAK - BANJARMASIN - BATAM - PALEMBANG - LAMPUNG - SAMARINDA - PADANG - MATARAM - KALABAHI - MANADO - JAMBI - ACEH - PANGKALAN BUN - KUALA PEMBUANG - BATU LICIN - SAUMLAKI - TUAL - GORONTALO - TANJUNG SELOR - TOLI TOLI - AMBON - BATAM - PANGKALPINANG - WAINGAPU - WAIKABUBAK - KUPANG - ATAMBUA - DILI - PALU - SAMPANG - BANGKALAN - SUMENEP - JAYAPURA - SORONG - BIAK - MANOKWARI - MERAUKE - BAU BAU - TERNATE - TOBELO - KENDARI UD. SIDO MUMBUL - Jln. Dupak 63 / Pertokoan Mutiara Dupak C-22, (031) 5469330 / 081938685700, Surabaya. PIN BBM = 7C5F4B40 / 5B69FFC6 / 228B81D4 WA = +6282143438684 LINE = herry.sutanto E-mail = ud_sido_mumbul@yahoo.com / herrychenzhongqiang@gmail.com Jam Kerja = Senin - Sabtu 10:00 - 17:00 WIB, Hari Minggu / Besar Libur            ","
              Jln. Dupak 63 / Pertokoan Mutiara Dupak C-22, (031) 546-9330 / 0819-3868-5700, Surabaya.
PIN BBM = 7C5F4B40 / 5B69FFC6
WA = 0821-4343-8684
LINE = herry.sutanto            ",Surabaya,Jawa Timur,+62 814-3438-684,None,None
CV. BANGUN SARANA MAKMUR,"
                                    PREMIUM GOLD
                                ",Cleaning Service,"
              CV.BANGUN SARANA MAKMUR adalah perusahan general trading dan supplier material. Kami berdiri sejak awal tahun 2001, yang berkompetisi dengan cerdas, cermat dan inovatif sehingga dapat bersaing dalam bisnis. Upaya dan usaha kami menjalankan roda perusahaan adalah merupakan perpaduan terbaik dari semua unsur yang kami miliki berharap bisa mempersembahkan yang terbaik untuk pelanggan dan para mitra kerja. VISI menjadi penyedia dan jasa terbaik di indonesia. MISI - Menyediakan berbagai macam material dengan kualitas yang bagus. - Memenuhi kebutuhan pelanggan dan memberikan solusi - solusi yang inovatif. - Membangun kerjasama yang baik. Kami menyediakan berbagai macam bahan bangunan, antara lain : ALUMINIUM COMPOSITE PANEL, ATAP ALDERON, ATAP ROOFTOP, ATAP AMARI, GENTENG ROYAL, ATAP FORMAX, ATAP GALVALUME & ZINCALUME, POLYCARBONATE, SILICONE SEALANT, PINTU DUMA, KUSEN, PLAFOND, etc. https: / / www.youtube.com/ watch? v= IdpnlXEfD-A            ","
              Jl. Prapen Indah C 22, Surabaya            ",surabaya,Jawa Timur,+62 812-4934-3303,+62 812-2200-1910,+62 812-3111-1660
PT. JAYA UTAMA SANTIKAH,"
PREMIUM RUBY
",Cleaning Service,"
PT. Jaya Utama Santikah adalah perusahaan Perseroan terbatas yang bergerak dibidang Perdagangan Umum dan Jasa. Perusahaan kami telah berdiri sejak 1997 di Jawa Timur dengan nama CV. Jaya Santikah, dan ditahun 2008 kami telah berkembang menjadi PT. Jaya Utama Santikah dan kami sekarang memiliki kantor di Jakarta.
 
Sesuai dengan moto kami yaitu membantu akan kebutuhan dalam bidang Jasa Perawatan Kebersihan dan Keindahan pada setiap lingkungan yang dibutuhkan. Seperti halnya yang kami tawarkan Jasa Kebersihan Gedung, Jasa Perawatan Taman Jakarta semua hal itu tentunya dibutuhkan sebuah management khusus agar kegiatan yang berjalan sesuai dengan apa yang diharapkan.
 
Dan kami menyadari tidak semua kantor atau gedung memiliki management khusus kebersihan dan perawatan seperti ini, dan pastinya untuk membentuk management ini juga dibutuhkan sumber daya yang profesional dan memahami setiap langkah apa saja yang harus dilakukan. Dan semua tahap itu tentunya membutuhkan proses yang panjang, untuk mempersingkat waktu dan meminimakan pembiayaan dalam memenuhi kebutuhan perawatan kebersihan kami siap membantu Anda dalam jasa penyedia cleaning service, jasa cleaning service terbaik, jasa perawatan taman Jakarta, jasa kebersihan gedung, jasa kurir antar barang dan distributor alat cleaning service sebagai produk perdagangan kami. ","
              Jl. Daan Mogot KM19 Kebon Besar Batuceper, kota Tanggerng,             ",Smart Market Daan Mogot Blok B No. 5,DKI Jakarta,+62 811-1833-992,+62 812-8998-071,None
PT. Indonesia Bersih Rapi,"
PREMIUM RUBY
",Cleaning Service,"
              ""PRAKATA""PT. INDONESIA BERSIH RAPI,  merupakan perusahaan perseroan terbatas, bergerak dalam Jasa perawatan taman, jasa kebersihan, dan jasa office boy/girl didirikan pada tahun 2019 yang sebelumnya bernama C. JAYA SANTIKAH yang didirikan pada tahn 1997 di JAWA TIMUR.AREA PERAWATAN TAMAN, JASA KEBERSIHAN/CLEANING SERVICE DAN OFFICE BOY GIRL SBB :1. Perkantoran2. Perumahan3. Mall4. Hotel5. Rumah sakit6. Sekolahan7. Bandara8. Stasiun9. Perbenkan10. Restorandan lainnya            ","
              Jl. Daan Mogot KM19 Smart Market Daan Mogot Blok B Nomor 05            ",Jakarta Barat,DKI Jakarta,+62 812-8998-071,+62 811-1833-992,08118457755
CV. PROTECH SERVICE INDONESIA ,"
                                    PREMIUM GOLD
                                ",Cleaning Service,"
Menyediakan produk teknik mesin stok jakarta , assesories utk heavy equipment , pertambangan industri , design tata udara exhaus fan industri, Anti vibration mounting , spring mounting for genset pump chiller Exhaust Fan cooling tower, damper , BONPET Inno automatic fire extingusher, Mechanical seal Burgmann ,kebutuhan workshop enginering , Loctite , Permatex, Bakerlok ,GOJO hand cleaner  Westers cold galvanish compound 8008 , recoil set V coil, Bakerlok 19950. Tersedia macam produk wiremesh & screen stainless steel utk industri dan comersial. Sunflex industial & hidrolik hose high pressure hose & coupling CEJN, WIKA SCHUH pressure gauge, LOCTITE Henkel, PERMATEX , DEVCON titanium Ceramic stainless steel putty ,plastik steel , Belzona fast metal Putty ,Polymer , Flover compound Felpro for lapping compound, Hylomar Universal Blue M Aerograde PL 32 , roda troley Edly Der Sheng . utk keterangan lebih lanjut mhn bisa hub Sugiyono 0815-18-24775 atau 0815-10-387900. Perusahaan PKP terdaftar di KPP Kembangan email : protechserviceindonesia@gmail.com""WE DO OUR BEST  TO SERVE YOU"" ","
              Jl. Meruya Selatan DPR RI I no.17A . ( H. Merin ) , meruya selatan , Jakarta Barat 11650            ",Jakarta Barat,DKI Jakarta,+62 815-1824-775,None,None
